Gene	Product	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
livF_2	branched-chain amino acid ABC transporter, ATP-binding protein	2.05855894845072	2.09105598390495	X	X	X	X	X	X	X	X	X	X	X	BN373_07891	ERS227112_02651	X	X	X	X	X	X	X	X	X	X	X
sapB_1	magnesium transport protein MgtC	2.46839429324975	1.6173786894409	X	X	X	X	X	X	X	X	X	X	X	BN373_24001	ERS227112_04838	X	X	X	X	X	X	X	X	X	X	X
evgS	putative sensor protein EvgS	2.30320088120775	2.16429489495313	X	X	X	X	X	X	X	X	X	X	X	BN373_41341	ERS227112_01125	X	X	X	X	X	X	X	X	X	X	X
	HAD-hydrolase, family IB, TIGR01490	2.03174472133996	2.18189792965221	X	X	X	X	X	X	X	X	X	X	X	BN373_07731	ERS227112_02634	X	X	X	X	X	X	X	X	X	X	X
	TENA/THI-4 family protein	1.95788517925415	1.87948916191155	X	X	X	X	X	X	X	X	X	X	X	BN373_23021	ERS227112_04941	X	X	X	X	X	X	X	X	X	X	X
gstB_1	glutathione S-transferase domain protein	2.093861533961	2.19854080479147	X	X	X	X	X	X	X	X	X	X	X	BN373_45031	ERS227112_00717	X	X	X	X	X	X	X	X	X	X	X
can_1	carbonate dehydratase	2.1485680084789	2.26455518523996	X	X	X	X	X	X	X	X	X	X	X	BN373_03051	ERS227112_02168	X	X	X	X	X	X	X	X	X	X	X
hisQ_1	amino acid ABC transporter, permease protein	2.74564510394196	3.68417320749014	X	X	X	X	X	X	X	X	X	X	X	BN373_11471	ERS227112_03010	X	X	X	X	X	X	X	X	X	X	X
yecS_4	amino acid ABC transporter, permease protein	2.244004852155	1.33976445972654	X	X	X	X	X	X	X	X	X	X	X	BN373_23391	ERS227112_04902	X	X	X	X	X	X	X	X	X	X	X
fabG_12	short-chain dehydrogenase/reductase SDR	1.50701557945324	1.43533873573992	X	X	X	X	X	X	X	X	X	X	X	BN373_21991	ERS227112_05049	X	X	X	X	X	X	X	X	X	X	X
yoaE_1	integral membrane protein, TerC family	1.99249146384962	2.36909151071965	X	X	X	X	X	X	X	X	X	X	X	BN373_01231	ERS227112_01989	X	X	X	X	X	X	X	X	X	X	X
	transcriptional regulator, LuxR family	2.95482826088749	3.30638070232048	X	X	X	X	X	X	X	X	X	X	X	BN373_10541	ERS227112_02913	X	X	X	X	X	X	X	X	X	X	X
tcyB	amino acid ABC transporter, permease protein	2.02463788613217	1.13526113286351	X	X	X	X	X	X	X	X	X	X	X	BN373_23401	ERS227112_04901	X	X	X	X	X	X	X	X	X	X	X
	pyridoxamine 5'-phosphate oxidase family protein	2.03053876574112	1.59271673504969	X	X	X	X	X	X	X	X	X	X	X	BN373_46761	ERS227112_00545	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.42483137050881	3.4656245795348	X	X	X	X	X	X	X	X	X	X	X	BN373_26511	ERS227112_04615	X	X	X	X	X	X	X	X	X	X	X
	acetyltransferase, GNAT family	2.38250029315516	2.32450908428597	X	X	X	X	X	X	X	X	X	X	X	BN373_04281	ERS227112_02274	X	X	X	X	X	X	X	X	X	X	X
	type IV/VI secretion system protein, DotU family	2.33216899363027	1.60016756101112	X	X	X	X	X	X	X	X	X	X	X	BN373_28531	ERS227112_04392	X	X	X	X	X	X	X	X	X	X	X
metI_3	methionine uptake ABC transporter (MUT) family, permease protein	1.99016865194763	1.83665459390747	X	X	X	X	X	X	X	X	X	X	X	BN373_22311	ERS227112_05017	X	X	X	X	X	X	X	X	X	X	X
gstB_2	glutathione S-transferase domain protein	2.38928236425495	2.1669006002933	X	X	X	X	X	X	X	X	X	X	X	BN373_07451	ERS227112_02601	X	X	X	X	X	X	X	X	X	X	X
dsbA_2	putative DsbA oxidoreductase	1.80726826428535	4.02884254854056	X	X	X	X	X	X	X	X	X	X	X	BN373_16641	ERS227112_03527	X	X	X	X	X	X	X	X	X	X	X
	threonyl and alanyl tRNA synthetase domain protein	2.05928276031007	2.65699275835073	X	X	X	X	X	X	X	X	X	X	X	BN373_05091	ERS227112_02363	X	X	X	X	X	X	X	X	X	X	X
yhcM_2	ATPase, AFG1 family	2.48317930528582	1.55065550699376	X	X	X	X	X	X	X	X	X	X	X	BN373_23991	ERS227112_04839	X	X	X	X	X	X	X	X	X	X	X
pcp	pyrrolidone-carboxylate peptidase	2.27940488676592	2.14153042964047	X	X	X	X	X	X	X	X	X	X	X	BN373_12981	ERS227112_03168	X	X	X	X	X	X	X	X	X	X	X
metI_4	ABC transporter, permease protein	1.62374606340647	1.90875655289038	X	X	X	X	X	X	X	X	X	X	X	BN373_19851	ERS227112_05247	X	X	X	X	X	X	X	X	X	X	X
hpcE_2	4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase, N-terminal subunit	2.05856290386389	2.15301701663085	X	X	X	X	X	X	X	X	X	X	X	BN373_04141	ERS227112_02261	X	X	X	X	X	X	X	X	X	X	X
	cysteine dioxygenase, type I	2.41279019718719	1.81747731279764	X	X	X	X	X	X	X	X	X	X	X	BN373_26981	ERS227112_04564	X	X	X	X	X	X	X	X	X	X	X
rutR_2	transcriptional regulator, TetR family	1.84015243744309	1.63047408274764	X	X	X	X	X	X	X	X	X	X	X	BN373_27161	ERS227112_04546	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.48433880948961	3.968020180051	X	X	X	X	X	X	X	X	X	X	X	BN373_04021	ERS227112_02249	X	X	X	X	X	X	X	X	X	X	X
	putative TetR-family trancriptional regulatory protein	2.05038239745811	1.76897147873627	X	X	X	X	X	X	X	X	X	X	X	BN373_27281	ERS227112_04533	X	X	X	X	X	X	X	X	X	X	X
	putative transcriptional regulatory protein	1.61554447303295	3.88709070219395	X	X	X	X	X	X	X	X	X	X	X	BN373_01561	ERS227112_02021	X	X	X	X	X	X	X	X	X	X	X
yecS_1	amino acid ABC transporter, permease protein	1.91207655420206	2.56327561777955	X	X	X	X	X	X	X	X	X	X	X	BN373_11461	ERS227112_03009	X	X	X	X	X	X	X	X	X	X	X
scoB	putative acetyl-CoA:acetoacetyl-CoA transferase beta subunit	1.95010831030707	1.12120090889032	X	X	X	X	X	X	X	X	X	X	X	BN373_26421	ERS227112_04624	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.29580687982402	2.28759190959991	X	X	X	X	X	X	X	X	X	X	X	BN373_39381	ERS227112_01357	X	X	X	X	X	X	X	X	X	X	X
	PAP2 family protein	2.45030053129336	2.14284797572132	X	X	X	X	X	X	X	X	X	X	X	BN373_31171	ERS227112_04068	X	X	X	X	X	X	X	X	X	X	X
rhtB_2	translocator protein, LysE family	2.15708900645155	1.79678549765919	X	X	X	X	X	X	X	X	X	X	X	BN373_23161	ERS227112_04926	X	X	X	X	X	X	X	X	X	X	X
	putative membrane protein	1.42009588767092	1.48766729785543	X	X	X	X	X	X	X	X	X	X	X	BN373_19871	ERS227112_05245	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.21709351721751	2.27505873476484	X	X	X	X	X	X	X	X	X	X	X	BN373_48311	ERS227112_00384	X	X	X	X	X	X	X	X	X	X	X
	glutathione S-transferase domain protein	1.75547049990386	2.11579572269788	X	X	X	X	X	X	X	X	X	X	X	BN373_11681	ERS227112_03028	X	X	X	X	X	X	X	X	X	X	X
icaR	transcriptional regulator, TetR family	1.8791453077266	1.71558450478437	X	X	X	X	X	X	X	X	X	X	X	BN373_27321	ERS227112_04529	X	X	X	X	X	X	X	X	X	X	X
rhtC_3	translocator protein, LysE family	2.48022823116493	1.85888878967418	X	X	X	X	X	X	X	X	X	X	X	BN373_25991	ERS227112_04655	X	X	X	X	X	X	X	X	X	X	X
yhjH_2	cyclic diguanylate phosphodiesterase	3.33547657734318	2.90678226972207	X	X	X	X	X	X	X	X	X	X	X	BN373_17821	ERS227112_03628	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.94960150858268	1.4888256590452	X	X	X	X	X	X	X	X	X	X	X	BN373_28441	ERS227112_04418	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.7988194923227	2.3481039007574	X	X	X	X	X	X	X	X	X	X	X	BN373_36051	ERS227112_01697	X	X	X	X	X	X	X	X	X	X	X
yvdD	putative lysine decarboxylase	2.43285168279527	1.60980317427154	X	X	X	X	X	X	X	X	X	X	X	BN373_25861	ERS227112_04669	X	X	X	X	X	X	X	X	X	X	X
azoR_1	FMN-dependent NADH-azoreductase	2.50202720417452	1.88457410908283	X	X	X	X	X	X	X	X	X	X	X	BN373_36301	ERS227112_01669	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.38819228076018	2.82571143061992	X	X	X	X	X	X	X	X	X	X	X	BN373_40731	ERS227112_01189	X	X	X	X	X	X	X	X	X	X	X
acoR_2	sigma-54 dependent transcriptional regulator	1.74060549401339	1.69291048252182	X	X	X	X	X	X	X	X	X	X	X	BN373_36281	ERS227112_01671	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.65257361134917	1.58448485954862	X	X	X	X	X	X	X	X	X	X	X	BN373_22691	ERS227112_04978A	X	X	X	X	X	X	X	X	X	X	X
dhaC	glycerol dehydratase, medium subunit	1.83333699025725	1.95897983738236	X	X	X	X	X	X	X	X	X	X	X	BN373_41411	ERS227112_01118	X	X	X	X	X	X	X	X	X	X	X
	lipoprotein	2.18685728382036	1.97812178566847	X	X	X	X	X	X	X	X	X	X	X	BN373_19601	ERS227112_05273	X	X	X	X	X	X	X	X	X	X	X
	putative lipoprotein	1.95836805711596	2.08592476331299	X	X	X	X	X	X	X	X	X	X	X	BN373_03501	ERS227112_02196	X	X	X	X	X	X	X	X	X	X	X
pulB	general secretion pathway protein B	2.44937291388186	2.3925215175865	X	X	X	X	X	X	X	X	X	X	X	BN373_06531	ERS227112_02504	X	X	X	X	X	X	X	X	X	X	X
uhpA_2	transcriptional regulator, LuxR family	3.22613198384744	3.9045308085099	X	X	X	X	X	X	X	X	X	X	X	BN373_39051	ERS227112_01390	X	X	X	X	X	X	X	X	X	X	X
	putative lipoprotein	2.66173660581171	2.05446920015052	X	X	X	X	X	X	X	X	X	X	X	BN373_18131	ERS227112_03659	X	X	X	X	X	X	X	X	X	X	X
	antibiotic biosynthesis monooxygenase domain protein	1.84687640465021	2.1617393284589	X	X	X	X	X	X	X	X	X	X	X	BN373_08351	ERS227112_02698	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.90401039008966	2.85389253350505	X	X	X	X	X	X	X	X	X	X	X	BN373_42331	ERS227112_01017	X	X	X	X	X	X	X	X	X	X	X
	acetyltransferase, GNAT family	1.33776070862187	2.13219578373211	X	X	X	X	X	X	X	X	X	X	X	BN373_02391	ERS227112_02104	X	X	X	X	X	X	X	X	X	X	X
kefF_1	flavodoxin fold family protein	2.68723452139025	2.87319042437667	X	X	X	X	X	X	X	X	X	X	X	BN373_39411	ERS227112_01354	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.63400942070924	1.62739255523561	X	X	X	X	X	X	X	X	X	X	X	BN373_30531	ERS227112_04135	X	X	X	X	X	X	X	X	X	X	X
yybR_3	putative transcriptional regulator	2.20335248150813	1.84491572939265	X	X	X	X	X	X	X	X	X	X	X	BN373_23491	ERS227112_04892	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.56903241477924	2.50045443389265	X	X	X	X	X	X	X	X	X	X	X	BN373_40851	ERS227112_01175	X	X	X	X	X	X	X	X	X	X	X
ycgG_2	diguanylate phosphodiesterase	2.57129303183871	2.48428361001894	X	X	X	X	X	X	X	X	X	X	X	BN373_16221	ERS227112_03487	X	X	X	X	X	X	X	X	X	X	X
fimA_4	putative fimbrial protein	3.13807292761716	3.50630162792124	X	X	X	X	X	X	X	X	X	X	X	BN373_22531	ERS227112_04995	X	X	X	X	X	X	X	X	X	X	X
fimF_2	fimbrial protein	2.22828128130476	2.43629520995626	X	X	X	X	X	X	X	X	X	X	X	BN373_00831	ERS227112_01949	X	X	X	X	X	X	X	X	X	X	X
ydaF_2	acetyltransferase, GNAT family	2.15014780699993	2.08349055986043	X	X	X	X	X	X	X	X	X	X	X	BN373_23261	ERS227112_04915	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.82386823766	3.83637437677744	X	X	X	X	X	X	X	X	X	X	X	BN373_13461	ERS227112_03222	X	X	X	X	X	X	X	X	X	X	X
	putative prophage tail fiber protein	2.74918642621253	3.46125932262185	X	X	X	X	X	X	X	X	X	X	X	BN373_14841	ERS227112_03354	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.39831322454581	2.45013122590661	X	X	X	X	X	X	X	X	X	X	X	BN373_03511	ERS227112_02197	X	X	X	X	X	X	X	X	X	X	X
shlA	putative filamentous hemagglutinin	3.08395243895155	3.8485159894936	X	X	X	X	X	X	X	X	X	X	X	BN373_12561	ERS227112_03118	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.47404277383483	2.14646202235627	X	X	X	X	X	X	X	X	X	X	X	BN373_45321	ERS227112_00688	X	X	X	X	X	X	X	X	X	X	X
kstR2_2	transcriptional regulator, TetR family	1.82339372285423	1.70676932610755	X	X	X	X	X	X	X	X	X	X	X	BN373_19801	ERS227112_05252	X	X	X	X	X	X	X	X	X	X	X
yvqK_1	cob(I)yrinic acid a,c-diamide adenosyltransferase	2.21452998942858	2.09181453277415	X	X	X	X	X	X	X	X	X	X	X	BN373_41461	ERS227112_01113	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.47391980919411	3.27652549685382	X	X	X	X	X	X	X	X	X	X	X	BN373_22951	ERS227112_04948	X	X	X	X	X	X	X	X	X	X	X
	type VI secretion lipoprotein, VC_A0113 family	1.56226093413446	1.65010297049678	X	X	X	X	X	X	X	X	X	X	X	BN373_28421	ERS227112_04420	X	X	X	X	X	X	X	X	X	X	X
hcpA_3	putative Hcp1 family type VI secretion system effector	2.22375690024477	3.06197670415585	X	X	X	X	X	X	X	X	X	X	X	BN373_22211	ERS227112_05027	X	X	X	X	X	X	X	X	X	X	X
dhaF	glycerol dehydratase reactivation factor, large subunit	2.18865450103606	1.83163979820895	X	X	X	X	X	X	X	X	X	X	X	BN373_41391	ERS227112_01120	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.4915843153946	1.99725257249777	X	X	X	X	X	X	X	X	X	X	X	BN373_46751	ERS227112_00546	X	X	X	X	X	X	X	X	X	X	X
aegA	protein AegA	2.24089999892469	1.79164899752492	X	X	X	X	X	X	X	X	X	X	X	BN373_45801	ERS227112_00642	X	X	X	X	X	X	X	X	X	X	X
	putative acetyltransferase	1.40831869436872	3.58583591068045	X	X	X	X	X	X	X	X	X	X	X	BN373_46311	ERS227112_00590	X	X	X	X	X	X	X	X	X	X	X
	DinB family protein	2.09842814316732	2.08508195932238	X	X	X	X	X	X	X	X	X	X	X	BN373_26101	ERS227112_04645	X	X	X	X	X	X	X	X	X	X	X
cysW_4	ABC transporter, permease protein	2.2929781139136	2.00724169254958	X	X	X	X	X	X	X	X	X	X	X	BN373_26721	ERS227112_04590	X	X	X	X	X	X	X	X	X	X	X
yabI_2	DedA family protein	2.38915722228909	1.41796837049984	X	X	X	X	X	X	X	X	X	X	X	BN373_20041	ERS227112_05226	X	X	X	X	X	X	X	X	X	X	X
rcnB_1	conserved hypothetical protein	2.69331500283708	2.63468758438267	X	X	X	X	X	X	X	X	X	X	X	BN373_10861	ERS227112_02948	X	X	X	X	X	X	X	X	X	X	X
marR_1	transcriptional regulator, MarR family	1.34394601648473	1.85502499755674	X	X	X	X	X	X	X	X	X	X	X	BN373_39141	ERS227112_01381	X	X	X	X	X	X	X	X	X	X	X
	acetyltransferase, GNAT family	1.30657881707876	1.80715563176372	X	X	X	X	X	X	X	X	X	X	X	BN373_38781	ERS227112_01419	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.14113649598531	2.49692479094016	X	X	X	X	X	X	X	X	X	X	X	BN373_20641	ERS227112_05177	X	X	X	X	X	X	X	X	X	X	X
bsaA_1	glutathione peroxidase family protein	1.8726195434365	1.62375506761296	X	X	X	X	X	X	X	X	X	X	X	BN373_18121	ERS227112_03658	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.1881578322024	2.78386578022926	X	X	X	X	X	X	X	X	X	X	X	BN373_33941	ERS227112_03849	X	X	X	X	X	X	X	X	X	X	X
acsD	putative cellulose synthase operon protein D	2.31640546362917	2.01821519526128	X	X	X	X	X	X	X	X	X	X	X	BN373_45271	ERS227112_00693	X	X	X	X	X	X	X	X	X	X	X
spr_1	NlpC/P60 family protein	2.65277000545655	2.62103560703884	X	X	X	X	X	X	X	X	X	X	X	BN373_07711	ERS227112_02632	X	X	X	X	X	X	X	X	X	X	X
bltD	acetyltransferase, GNAT family	2.43129142396046	1.91589774713299	X	X	X	X	X	X	X	X	X	X	X	BN373_28631	ERS227112_04382	X	X	X	X	X	X	X	X	X	X	X
amnD_2	endoribonuclease L-PSP family protein	1.53740813631556	1.87844885500878	X	X	X	X	X	X	X	X	X	X	X	BN373_26261	ERS227112_04635	X	X	X	X	X	X	X	X	X	X	X
	DNA-binding protein	2.45912427851275	1.89459024780898	X	X	X	X	X	X	X	X	X	X	X	BN373_21891	ERS227112_05058	X	X	X	X	X	X	X	X	X	X	X
	ribosomal-protein-alanine N-acetyltransferase	2.23924254159757	2.6302497711669	X	X	X	X	X	X	X	X	X	X	X	BN373_00221	ERS227112_01886	X	X	X	X	X	X	X	X	X	X	X
lrp_4	transcriptional regulator, AsnC family	2.44230015384928	1.66991616663343	X	X	X	X	X	X	X	X	X	X	X	BN373_19881	ERS227112_05244	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.69432052193881	1.67038626160227	X	X	X	X	X	X	X	X	X	X	X	BN373_46631	ERS227112_00558	X	X	X	X	X	X	X	X	X	X	X
calB	conserved hypothetical protein	1.69619945748782	1.90354899593278	X	X	X	X	X	X	X	X	X	X	X	BN373_17431	ERS227112_03598	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	1.89296594758907	2.41499408909658	X	X	X	X	X	X	X	X	X	X	X	BN373_10351	ERS227112_02888	X	X	X	X	X	X	X	X	X	X	X
yybR_2	putative transcriptional regulator	2.0096955898937	2.10810745427596	X	X	X	X	X	X	X	X	X	X	X	BN373_25381	ERS227112_04717	X	X	X	X	X	X	X	X	X	X	X
	putative membrane protein	2.51010042389205	2.33928188578688	X	X	X	X	X	X	X	X	X	X	X	BN373_03521	ERS227112_02198	X	X	X	X	X	X	X	X	X	X	X
lpxD_1	UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase	2.15660247323683	2.49772351090076	X	X	X	X	X	X	X	X	X	X	X	BN373_00211	ERS227112_01885	X	X	X	X	X	X	X	X	X	X	X
	putative lipoprotein	2.77219399836329	2.08464288532992	X	X	X	X	X	X	X	X	X	X	X	BN373_23331	ERS227112_04908	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.51298501784818	2.65975172979831	X	X	X	X	X	X	X	X	X	X	X	BN373_03571	ERS227112_02203	X	X	X	X	X	X	X	X	X	X	X
	putative lipoprotein	2.98171791046674	3.47608689771261	X	X	X	X	X	X	X	X	X	X	X	BN373_41991	ERS227112_01068	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.07289494729926	2.79202325181666	X	X	X	X	X	X	X	X	X	X	X	BN373_33461	ERS227112_05387	X	X	X	X	X	X	X	X	X	X	X
guaD_1	cytidine/deoxycytidylate deaminase family protein	2.15908012689779	1.91968468657549	X	X	X	X	X	X	X	X	X	X	X	BN373_33971	ERS227112_03846	X	X	X	X	X	X	X	X	X	X	X
yycE	conserved hypothetical protein	2.06659197298342	1.87928451262738	X	X	X	X	X	X	X	X	X	X	X	BN373_22271	ERS227112_05021	X	X	X	X	X	X	X	X	X	X	X
	glyoxalase family protein	1.03086429238754	1.49652776629648	X	X	X	X	X	X	X	X	X	X	X	BN373_24411	ERS227112_04813	X	X	X	X	X	X	X	X	X	X	X
	type 1 fimbrial protein precursor	3.50772241144634	3.71886646660543	X	X	X	X	X	X	X	X	X	X	X	BN373_01551	ERS227112_02019	X	X	X	X	X	X	X	X	X	X	X
yybR_1	putative transcriptional regulator	1.33931792769931	1.92968367493449	X	X	X	X	X	X	X	X	X	X	X	BN373_16391	ERS227112_03505	X	X	X	X	X	X	X	X	X	X	X
fruB_3	PTS system, IIA component	2.12694972658101	3.37689464975053	X	X	X	X	X	X	X	X	X	X	X	BN373_22611	ERS227112_04986	X	X	X	X	X	X	X	X	X	X	X
leuA_2	2-isopropylmalate synthase	2.16276375017689	2.11641124524199	X	X	X	X	X	X	X	X	X	X	X	BN373_36541	ERS227112_01646	X	X	X	X	X	X	X	X	X	X	X
	acetyltransferase, GNAT family	2.24547902118699	1.69371097160659	X	X	X	X	X	X	X	X	X	X	X	BN373_21791	ERS227112_05068	X	X	X	X	X	X	X	X	X	X	X
ripA_4	putative AraC-type regulatory protein	2.13156925010729	2.50806851648597	X	X	X	X	X	X	X	X	X	X	X	BN373_21501	ERS227112_05091	X	X	X	X	X	X	X	X	X	X	X
ulaC_1	PTS system, IIA component	3.23056289270271	3.69530751430105	X	X	X	X	X	X	X	X	X	X	X	BN373_48301	ERS227112_00385	X	X	X	X	X	X	X	X	X	X	X
ulaC_3	PTS system, IIA component	3.12528193310748	3.99600265288187	X	X	X	X	X	X	X	X	X	X	X	BN373_08411	ERS227112_02704	X	X	X	X	X	X	X	X	X	X	X
lrpC	transcriptional regulator, AsnC family	2.93382578474341	2.16068810311128	X	X	X	X	X	X	X	X	X	X	X	BN373_28031	ERS227112_04459	X	X	X	X	X	X	X	X	X	X	X
	acetyltransferase, GNAT family	2.15675969755349	2.76352818955519	X	X	X	X	X	X	X	X	X	X	X	BN373_47551	ERS227112_00466	X	X	X	X	X	X	X	X	X	X	X
	glyoxalase family protein	2.33376842828104	1.81223459971544	X	X	X	X	X	X	X	X	X	X	X	BN373_26781	ERS227112_04584	X	X	X	X	X	X	X	X	X	X	X
	carboxymuconolactone decarboxylase family protein	2.60030611765149	1.95492224276852	X	X	X	X	X	X	X	X	X	X	X	BN373_36411	ERS227112_01659	X	X	X	X	X	X	X	X	X	X	X
arsC_1	arsenate reductase	1.90923553193098	1.98220030170975	X	X	X	X	X	X	X	X	X	X	X	BN373_39351	ERS227112_01361	X	X	X	X	X	X	X	X	X	X	X
tolA_2	cell envelope integrity inner membrane protein TolA	2.59029330620075	1.65482641356022	X	X	X	X	X	X	X	X	X	X	X	BN373_10added	ERS227112_04931	X	X	X	X	X	X	X	X	X	X	X
dhaE	glycerol dehydratase, small subunit	2.14970356506038	1.81745044151186	X	X	X	X	X	X	X	X	X	X	X	BN373_41401	ERS227112_01119	X	X	X	X	X	X	X	X	X	X	X
uspA_2	putative universal stress family protein	2.61837047834738	2.11369728124057	X	X	X	X	X	X	X	X	X	X	X	BN373_31551	ERS227112_04027	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.6157128940206	1.72991548751343	X	X	X	X	X	X	X	X	X	X	X	BN373_26801	ERS227112_04582	X	X	X	X	X	X	X	X	X	X	X
	hypothetical protein	2.79033074447741	2.70948187991376	X	X	X	X	X	X	X	X	X	X	X	BN373_4added	ERS227112_02926	X	X	X	X	X	X	X	X	X	X	X
slyA_3	putative regulatory protein MarR	2.24402145049725	1.75806991803897	X	X	X	X	X	X	X	X	X	X	X	BN373_20441	ERS227112_05196	X	X	X	X	X	X	X	X	X	X	X
ilvI_1	thiamine pyrophosphate enzyme	2.20908662395349	2.79987084705234	X	X	X	X	X	X	X	X	X	X	X	BN373_37181	ERS227112_01575	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.43578973106999	2.8734935164681	X	X	X	X	X	X	X	X	X	X	X	BN373_10391	ERS227112_02895	X	X	X	X	X	X	X	X	X	X	X
	DoxX family protein	2.14799283698123	2.12979769447185	X	X	X	X	X	X	X	X	X	X	X	BN373_15211	ERS227112_03392	X	X	X	X	X	X	X	X	X	X	X
papD_1	gram-negative pili assembly chaperone protein	2.72805008867932	3.88594303276689	X	X	X	X	X	X	X	X	X	X	X	BN373_36221	ERS227112_01679	X	X	X	X	X	X	X	X	X	X	X
appA_2	peptide ABC transporter, periplasmic peptide-binding protein	2.52448556282188	1.5264445905307	X	X	X	X	X	X	X	X	X	X	X	BN373_26031	ERS227112_04651	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.20027973853099	1.9087797717901	X	X	X	X	X	X	X	X	X	X	X	BN373_27271	ERS227112_04534	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.22478662535475	1.73144244988014	X	X	X	X	X	X	X	X	X	X	X	BN373_33451	ERS227112_05386	X	X	X	X	X	X	X	X	X	X	X
pulS	pullulanase secretion protein PulS	3.47289932503737	3.94994566907638	X	X	X	X	X	X	X	X	X	X	X	BN373_06541	ERS227112_02504A	X	X	X	X	X	X	X	X	X	X	X
	ACT domain protein	2.43162949844535	2.27293380248824	X	X	X	X	X	X	X	X	X	X	X	BN373_17691	ERS227112_03616	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.58473893294455	3.95522561198371	X	X	X	X	X	X	X	X	X	X	X	BN373_06191	ERS227112_02470	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.71212448867746	1.8075466091669	X	X	X	X	X	X	X	X	X	X	X	BN373_23461	ERS227112_04895	X	X	X	X	X	X	X	X	X	X	X
yybH	Yybh protein	2.12407332627293	1.9508141438792	X	X	X	X	X	X	X	X	X	X	X	BN373_34271	ERS227112_03811	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.38583686654199	3.19670971542608	X	X	X	X	X	X	X	X	X	X	X	BN373_21491	ERS227112_05092	X	X	X	X	X	X	X	X	X	X	X
hdeB_2	hdeB family protein	2.91149491357786	3.2273509257626	X	X	X	X	X	X	X	X	X	X	X	BN373_41321	ERS227112_01127	X	X	X	X	X	X	X	X	X	X	X
nfdA_3	conserved hypothetical protein	2.55819193871273	1.59550075192166	X	X	X	X	X	X	X	X	X	X	X	BN373_24861	ERS227112_04767	X	X	X	X	X	X	X	X	X	X	X
msaD	malonate-semialdehyde dehydrogenase (acetylating)	2.46352898989229	1.64014464505903	X	X	X	X	X	X	X	X	X	X	X	BN373_30621	ERS227112_04126	X	X	X	X	X	X	X	X	X	X	X
soxS_1	transcriptional regulator, AraC family	2.05604172553125	3.86898508573383	X	X	X	X	X	X	X	X	X	X	X	BN373_00561	ERS227112_01922	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.46193639193785	2.24776883463835	X	X	X	X	X	X	X	X	X	X	X	BN373_22221	ERS227112_05026	X	X	X	X	X	X	X	X	X	X	X
	glyoxalase family protein	2.13189271407418	1.55940741181592	X	X	X	X	X	X	X	X	X	X	X	BN373_26701	ERS227112_04592	X	X	X	X	X	X	X	X	X	X	X
