Gene	Product	EnClNCTC9394.II	KlPnEcl8.II	KlPnRH201207.II	CiRoICC168.II	SaTySL1344.II	SaTySL3261.II	SaTyD23580.II	SaTyA130.II	SaEnP125109.II	SaTyTy2.II	EsCoEC958.II	EsCoST131.II	EsCoBW25113.II	EsCoMG1655.II	EnClNCTC9394.locus.tag	KlPnEcl8.locus.tag	KlPnRH201207.locus.tag	CiRoICC168.locus.tag	SaTySL1344.locus.tag	SaTySL3261.locus.tag	SaTyD23580.locus.tag	SaTyA130.locus.tag	SaEnP125109.locus.tag	SaTyTy2.locus.tag	EsCoEC958.locus.tag	EsCoST131.locus.tag	EsCoBW25113.locus.tag	EsCoMG1655.locus.tag	ENC_no	BN373_no	ERS227112_no	ROD_no	SL1344_no	SL3261_no	STMMW_no	STM_no	SEN_no	t_no	EC958_no	NCTC13441_no	BW25113_no	b_no	ENC_in	BN373_in	ERS227112_in	ROD_in	SL1344_in	SL3261_in	STMMW_in	STM_in	SEN_no.1	t_in	EC958_in	NCTC13441_in	BW25113_in	b_in	path_id	path_name
nrdB	ribonucleoside-diphosphate reductase class Ia beta subunit	-0.14220472006155	-1.07719659969156	-4.5	0.927973749569575	-1.70434886709656	1.54577986357713	-4.5	-4.5	-0.0286595777436657	-1.769280901707	-4.5	-1.56956496495263	-1.25836325700987	-4.5	ENC_39600	BN373_32541	ERS227112_03936	ROD_23561	SL1344_2247	SL3261_2247	STMMW_23021	STM_MW23021	SEN2260	t0586	EC958_2572	NCTC13441_01473	BW25113_2235	b2235	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
arnF	putative membrane protein	X	2.22150894283128	-0.758742889230542	X	2.59081737550702	2.64265167456024	2.58030071179554	1.97365416385388	1.97056785896464	1.48931730962503	2.15313480406137	2.07297092775964	1.14532000054166	4.5	X	BN373_44761	ERS227112_00744	X	SL1344_2272	SL3261_2272	STMMW_23271	STM_MW23271	SEN2285	t0560	EC958_2597	NCTC13441_01449	BW25113_2258	b2258	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	md:eco_M00721	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon
ubiX	3-octaprenyl-4hydroxybenzoate decarboxylase	-0.336867683256599	1.87849012413994	-1.1750986406184	-4.5	1.31117522177207	1.16368493379683	1.81407504773699	0.844789806373901	1.08991623974156	0.916684522893781	0.502981726194805	-0.903594995134421	-4.5	4.5	ENC_38970	BN373_33111	ERS227112_03878	ROD_27191	SL1344_2325	SL3261_2325	STMMW_23781	STM_MW23781	SEN2338	t0508	EC958_2646	NCTC13441_01400	BW25113_2311	b2311	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone
folC	folylpolyglutamate synthase/dihydrofolate synthase	-1.54355460349877	-1.3347312017153	-4.5	-4.5	-1.37882970013809	-4.5	-2.0367848404541	-4.5	-1.00673540077934	-4.5	-1.5544580199924	-1.70861420200537	-0.891437199742782	-4.5	ENC_38920	BN373_33151	ERS227112_03874	ROD_27271	SL1344_2334	SL3261_2334	STMMW_23871	STM_MW23871	SEN2347	t0499	EC958_2650	NCTC13441_01396	BW25113_2315	b2315	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00126	Tetrahydrofolate biosynthesis, GTP => THF
accD	acetyl-CoA carboxylase carboxyltransferase subunit alpha	-4.5	-4.5	-4.5	-1.68432172657665	-4.5	-4.5	-1.71009088101812	-4.5	-4.5	-4.5	-2.01091326032717	-4.5	-4.5	-4.5	ENC_38910	BN373_33161	ERS227112_03873	ROD_27281	SL1344_2335	SL3261_2335	STMMW_23881	STM_MW23881	SEN2348	t0498	EC958_2651	NCTC13441_01395	BW25113_2316	b2316	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00082	Fatty acid biosynthesis, initiation
fabB	3-oxoacyl-[acyl-carrier-protein] synthase I	-2.19742573694165	-4.5	-4.5	-1.96374333765135	-1.7330882302514	-1.38564050142937	-1.30342113327811	-4.5	-1.48445985649879	-4.5	-4.5	-4.5	-1.57384991174073	-4.5	ENC_38840	BN373_33231	ERS227112_03866	ROD_27351	SL1344_2347	SL3261_2347	STMMW_24001	STM_MW24001	SEN2360	t0486	EC958_2658	NCTC13441_01388	BW25113_2323	b2323	4	3	3	5	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
fabB	3-oxoacyl-[acyl-carrier-protein] synthase I	-2.19742573694165	-4.5	-4.5	-1.96374333765135	-1.7330882302514	-1.38564050142937	-1.30342113327811	-4.5	-1.48445985649879	-4.5	-4.5	-4.5	-1.57384991174073	-4.5	ENC_38840	BN373_33231	ERS227112_03866	ROD_27351	SL1344_2347	SL3261_2347	STMMW_24001	STM_MW24001	SEN2360	t0486	EC958_2658	NCTC13441_01388	BW25113_2323	b2323	4	3	3	5	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00083	Fatty acid biosynthesis, elongation
gltX	glutamyl-tRNA synthetase	-4.5	-4.5	-4.5	-2.03132952908332	-2.56730413088338	-4.5	-2.15793284835922	-4.5	-1.16392842280865	-2.15183958793674	-1.31723831074942	-4.5	-4.5	-4.5	ENC_38500	BN373_34121	ERS227112_03829	ROD_28181	SL1344_2381	SL3261_2381	STMMW_24371	STM_MW24371	SEN2399	t0442	EC958_5016	NCTC13441_01319	BW25113_2400	b2400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00121	Heme biosynthesis, glutamate => protoheme/siroheme
gltX	glutamyl-tRNA synthetase	-4.5	-4.5	-4.5	-2.03132952908332	-2.56730413088338	-4.5	-2.15793284835922	-4.5	-1.16392842280865	-2.15183958793674	-1.31723831074942	-4.5	-4.5	-4.5	ENC_38500	BN373_34121	ERS227112_03829	ROD_28181	SL1344_2381	SL3261_2381	STMMW_24371	STM_MW24371	SEN2399	t0442	EC958_5016	NCTC13441_01319	BW25113_2400	b2400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
crr	PTS system D-glucose-specific IIA component, Glc family (TC 4.A.1.1.1)	0.748710696563343	1.26648226916821	-1.18687389120672	1.50329961185135	0.757736483456833	0.376698569931074	0.470922689187124	-4.5	0.802680969154842	-0.456885672911405	1.24647480867626	-0.189274901282946	-0.187643624755484	4.5	ENC_38370	BN373_34231	ERS227112_03815	ROD_23761	SL1344_2396	SL3261_2396	STMMW_24521	STM_MW24521	SEN2414	t0424	EC958_2744	NCTC13441_01301	BW25113_2417	b2417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00303	PTS system, N-acetylmuramic acid-specific II component
crr	PTS system D-glucose-specific IIA component, Glc family (TC 4.A.1.1.1)	0.748710696563343	1.26648226916821	-1.18687389120672	1.50329961185135	0.757736483456833	0.376698569931074	0.470922689187124	-4.5	0.802680969154842	-0.456885672911405	1.24647480867626	-0.189274901282946	-0.187643624755484	4.5	ENC_38370	BN373_34231	ERS227112_03815	ROD_23761	SL1344_2396	SL3261_2396	STMMW_24521	STM_MW24521	SEN2414	t0424	EC958_2744	NCTC13441_01301	BW25113_2417	b2417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00266	PTS system, maltose/glucose-specific II component
crr	PTS system D-glucose-specific IIA component, Glc family (TC 4.A.1.1.1)	0.748710696563343	1.26648226916821	-1.18687389120672	1.50329961185135	0.757736483456833	0.376698569931074	0.470922689187124	-4.5	0.802680969154842	-0.456885672911405	1.24647480867626	-0.189274901282946	-0.187643624755484	4.5	ENC_38370	BN373_34231	ERS227112_03815	ROD_23761	SL1344_2396	SL3261_2396	STMMW_24521	STM_MW24521	SEN2414	t0424	EC958_2744	NCTC13441_01301	BW25113_2417	b2417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00265	PTS system, glucose-specific II component
crr	PTS system D-glucose-specific IIA component, Glc family (TC 4.A.1.1.1)	0.748710696563343	1.26648226916821	-1.18687389120672	1.50329961185135	0.757736483456833	0.376698569931074	0.470922689187124	-4.5	0.802680969154842	-0.456885672911405	1.24647480867626	-0.189274901282946	-0.187643624755484	4.5	ENC_38370	BN373_34231	ERS227112_03815	ROD_23761	SL1344_2396	SL3261_2396	STMMW_24521	STM_MW24521	SEN2414	t0424	EC958_2744	NCTC13441_01301	BW25113_2417	b2417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00270	PTS system, trehalose-specific II component
crr	PTS system D-glucose-specific IIA component, Glc family (TC 4.A.1.1.1)	0.748710696563343	1.26648226916821	-1.18687389120672	1.50329961185135	0.757736483456833	0.376698569931074	0.470922689187124	-4.5	0.802680969154842	-0.456885672911405	1.24647480867626	-0.189274901282946	-0.187643624755484	4.5	ENC_38370	BN373_34231	ERS227112_03815	ROD_23761	SL1344_2396	SL3261_2396	STMMW_24521	STM_MW24521	SEN2414	t0424	EC958_2744	NCTC13441_01301	BW25113_2417	b2417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00272	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component
dapE	succinyldiaminopimelate desuccinylase	-4.5	-4.5	-4.5	-1.71240684766321	-4.5	-2.06062131091216	-1.20763474442736	-0.971315704110563	-1.80946795206381	-4.5	-0.577165911589917	-4.5	-4.5	4.5	ENC_38020	BN373_34641	ERS227112_03774	ROD_24201	SL1344_2446	SL3261_2446	STMMW_25021	STM_MW25021	SEN2462	t0376	EC958_2788	NCTC13441_01258	BW25113_2472	b2472	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
dapA	dihydrodipicolinate synthase	-4.5	-1.03266592758776	-1.75527508295431	-4.5	-4.5	-4.5	-0.258204082384163	-4.5	-1.14191390472388	-4.5	-1.9570536408073	-4.5	-4.5	4.5	ENC_37950	BN373_34711	ERS227112_03767	ROD_24271	SL1344_2452	SL3261_2452	STMMW_25071	STM_MW25071	SEN2468	t0370	EC958_2795	NCTC13441_01250	BW25113_2478	b2478	3	2	2	5	3	3	3	3	3	2	6	6	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
guaA	GMP synthase (glutamine-hydrolyzing)	1.96179446169234	2.03104704750998	0.439649805890077	2.08632048373474	1.1049546803587	1.81523061250215	1.60166198675962	0.139967312222105	0.900876489478734	1.62166096959743	1.17408584185676	1.56731857734338	-4.5	4.5	ENC_37610	BN373_34931	ERS227112_00079	ROD_24481	SL1344_2471	SL3261_2471	STMMW_25271	STM_MW25271	SEN2490	t0347	EC958_2814	NCTC13441_01232	BW25113_2507	b2507	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
hisS	Histidine--tRNA ligase	-4.5	-0.2893629097271	-4.5	-4.5	-2.47040041250379	-4.5	-0.598587489534521	-4.5	-1.2048181689545	-4.5	-4.5	-1.83453273102988	-4.5	-4.5	ENC_448added	BN373_35011	ERS227112_00071	ROD_24571	SL1344_2484	SL3261_2484	STMMW_25391	STM_MW25391	SEN2502	t0334	EC958_2824	NCTC13441_01222	BW25113_2514	b2514	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
ispG	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	-4.5	-1.25914178281348	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.671779479664879	-4.5	-4.5	-1.70569765149884	-4.5	-4.5	ENC_37470	BN373_35021	ERS227112_00069A	ROD_24581	SL1344_2485	SL3261_2485	STMMW_25401	STM_MW25401	SEN2503	t0333	EC958_2825	NCTC13441_5added	BW25113_2515	b2515	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase	-4.5	-0.695037957924349	-4.5	-4.5	-1.39889180125309	-4.5	-0.902056969829747	-4.5	-1.20701985163728	-4.5	-2.45892678725652	-1.91561617857763	-1.72193977556398	-4.5	ENC_435added	BN373_35661	ERS227112_00005	ROD_25301	SL1344_2616	SL3261_2616	STMMW_26721	STM_MW26721	SEN2579	t0258	EC958_2891	NCTC13441_01154	BW25113_2585	b2585	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
rplS	LSU ribosomal protein L19P	-0.503948908419109	-4.5	-4.5	-4.5	1.05346587477415	-1.0384400514177	0.138540715747102	-4.5	-0.430288637612052	-1.05976215593651	-4.5	-0.575864249145638	-4.5	-4.5	ENC_28050	BN373_35831	ERS227112_01714	ROD_25561	SL1344_2646	SL3261_2646	STMMW_26871	STM_MW26871	SEN2594	t2628	EC958_2908	NCTC13441_01135	BW25113_2606	b2606	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpsP	SSU ribosomal protein S16P	-4.5	-4.5	-4.5	-4.5	-4.5	-0.706865711332633	-4.5	0.136477875488948	-4.5	-0.0336103092986925	-4.5	-4.5	-4.5	-4.5	ENC_28080	BN373_35861	ERS227112_01711	ROD_25591	SL1344_2649	SL3261_2649	STMMW_26901	STM_MW26901	SEN2597	t2631	EC958_2911	NCTC13441_01132	BW25113_2609	b2609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
ffh	signal recognition particle subunit FFH/SRP54 (srp54)	-4.5	-1.44583462984251	-4.5	-4.5	-2.50420303682536	-2.40002677638586	-2.32390873562405	-4.5	-1.28735806120171	-4.5	-4.5	-1.94134953780648	-4.5	-4.5	ENC_28090	BN373_35871	ERS227112_01710	ROD_25601	SL1344_2650	SL3261_2650	STMMW_26911	STM_MW26911	SEN2598	t2632	EC958_2912	NCTC13441_01131	BW25113_2610	b2610	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00335	Sec (secretion) system
alaS	alanyl-tRNA synthetase	-4.5	-2.16433919717528	-4.5	-2.18415607976565	-1.83237174782902	-4.5	-1.67714927148937	-2.36036347676055	-1.38211329301703	-4.5	-3.23496678305219	-4.5	-4.5	-4.5	ENC_29420	BN373_36621	ERS227112_01632	ROD_31171	SL1344_2807	SL3261_2807	STMMW_27891	STM_MW27891	SEN2668	t2728	EC958_2962	NCTC13441_01080	BW25113_2697	b2697	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
ispF	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	-1.71165297464521	-4.5	-4.5	-1.23766679598092	-4.5	-1.51437823705013	-1.39562691409617	-4.5	-1.87981524920628	-4.5	-4.5	-1.10174851902895	-4.5	-4.5	ENC_30010	BN373_37521	ERS227112_01552	ROD_30631	SL1344_2908	SL3261_2908	STMMW_28921	STM_MW28921	SEN2768	t2830	EC958_3017	NCTC13441_01027	BW25113_2746	b2746	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	-4.5	-4.5	-4.5	-4.5	-1.98647883724243	-4.5	-0.691679751622467	-4.5	-1.17545165092606	-4.5	2.11534541950057	1.49839894330646	-4.5	-4.5	ENC_30020	BN373_37531	ERS227112_01551	ROD_30621	SL1344_2909	SL3261_2909	STMMW_28931	STM_MW28931	SEN2769	t2831	EC958_3018	NCTC13441_01026	BW25113_2747	b2747	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
eno	enolase	-4.5	-0.413886629404275	-4.5	-1.46913598722645	-4.5	-4.5	-4.5	-1.55059858293361	-1.49224369904929	-4.5	0.396546049774255	-2.15931274922492	-4.5	-4.5	ENC_30220	BN373_37671	ERS227112_01537	ROD_30351	SL1344_2931	SL3261_2931	STMMW_29151	STM_MW29151	SEN2791	t2853	EC958_3048	NCTC13441_00995	BW25113_2779	b2779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00003	Gluconeogenesis, oxaloacetate => fructose-6P
eno	enolase	-4.5	-0.413886629404275	-4.5	-1.46913598722645	-4.5	-4.5	-4.5	-1.55059858293361	-1.49224369904929	-4.5	0.396546049774255	-2.15931274922492	-4.5	-4.5	ENC_30220	BN373_37671	ERS227112_01537	ROD_30351	SL1344_2931	SL3261_2931	STMMW_29151	STM_MW29151	SEN2791	t2853	EC958_3048	NCTC13441_00995	BW25113_2779	b2779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00394	RNA degradosome
eno	enolase	-4.5	-0.413886629404275	-4.5	-1.46913598722645	-4.5	-4.5	-4.5	-1.55059858293361	-1.49224369904929	-4.5	0.396546049774255	-2.15931274922492	-4.5	-4.5	ENC_30220	BN373_37671	ERS227112_01537	ROD_30351	SL1344_2931	SL3261_2931	STMMW_29151	STM_MW29151	SEN2791	t2853	EC958_3048	NCTC13441_00995	BW25113_2779	b2779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
eno	enolase	-4.5	-0.413886629404275	-4.5	-1.46913598722645	-4.5	-4.5	-4.5	-1.55059858293361	-1.49224369904929	-4.5	0.396546049774255	-2.15931274922492	-4.5	-4.5	ENC_30220	BN373_37671	ERS227112_01537	ROD_30351	SL1344_2931	SL3261_2931	STMMW_29151	STM_MW29151	SEN2791	t2853	EC958_3048	NCTC13441_00995	BW25113_2779	b2779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00002	Glycolysis, core module involving three-carbon compounds
pyrG	CTP synthase	-2.96560608872903	-1.05086978734033	-2.14467198035267	-2.39247362234464	-2.84567315926499	-2.7752885472399	-2.64783738393182	-1.78321990382592	-1.16423305528108	-1.96545780656666	-4.5	-4.5	-4.5	-4.5	ENC_30230	BN373_37681	ERS227112_01536	ROD_30341	SL1344_2932	SL3261_2932	STMMW_29161	STM_MW29161	SEN2792	t2854	EC958_3049	NCTC13441_00994	BW25113_2780	b2780	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
thyA	thymidylate synthase	-4.5	-4.5	-4.5	-4.5	-2.15832527428559	-2.11051580258427	-1.28247610155072	-4.5	-0.493615201430033	-1.18406684984262	-2.06977776508317	-4.5	-4.5	4.5	ENC_30630	BN373_38661	ERS227112_01432	ROD_28691	SL1344_2979	SL3261_2979	STMMW_29621	STM_MW29621	SEN2843	t2910	EC958_5050	NCTC13441_00913	BW25113_2827	b2827	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
lysS	Lysine--tRNA ligase	-0.677146267446689	-0.290322319059204	-2.31305379788315	-4.5	-2.82012241006631	-4.5	-1.55951244869894	-4.5	-0.958909128910574	-1.85084077252439	-0.443489944425955	-0.42390395907745	0	4.5	ENC_373added	BN373_39851	ERS227112_01345	ROD_49431	SL1344_3016	SL3261_3016	STMMW_30001	STM_MW30001	SEN2883	t2958	EC958_3171	NCTC13441_00865	BW25113_2890	b2890	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
ubiH	2-octaprenyl-6-methoxyphenol hydroxylase /2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	-1.47115799721223	0.52882496803414	-4.5	0.252237596954355	-0.176992983863292	-1.8549189905617	-1.31921623817539	-4.5	-2.92776174666049	-2.36021569653442	0.242245772946578	-0.317973690494517	-0.85972491182951	4.5	ENC_31470	BN373_40071	ERS227112_01323	ROD_49261	SL1344_3033	SL3261_3033	STMMW_30171	STM_MW30171	SEN2900	t2975	EC958_3188	NCTC13441_00849	BW25113_2907	b2907	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone
rpiA	ribose 5-phosphate isomerase	1.95180057842524	1.61653620002141	-1.50576295494562	1.4229880801475	-0.896319879571789	-1.27675504323632	0.868806535381557	-0.367749185887417	0.130210741143981	-1.80221733807786	0.497431109146058	1.97148978828791	1.32559999386667	4.5	ENC_31530	BN373_40131	ERS227112_01316	ROD_49161	SL1344_3039	SL3261_3039	STMMW_30231	STM_MW30231	SEN2906	t2981	EC958_3194	NCTC13441_00841	BW25113_2914	b2914	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00004	Pentose phosphate pathway (Pentose phosphate cycle)
rpiA	ribose 5-phosphate isomerase	1.95180057842524	1.61653620002141	-1.50576295494562	1.4229880801475	-0.896319879571789	-1.27675504323632	0.868806535381557	-0.367749185887417	0.130210741143981	-1.80221733807786	0.497431109146058	1.97148978828791	1.32559999386667	4.5	ENC_31530	BN373_40131	ERS227112_01316	ROD_49161	SL1344_3039	SL3261_3039	STMMW_30231	STM_MW30231	SEN2906	t2981	EC958_3194	NCTC13441_00841	BW25113_2914	b2914	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
fbaA	fructose-bisphosphate aldolase	X	-0.894626523144781	-4.5	-4.5	-1.79585224570511	-1.36668252033482	-1.23600381990215	-4.5	-0.908722265934961	-2.31415217038598	0.398530156381581	-2.01474563544985	-4.5	-4.5	X	BN373_40181	ERS227112_01311	ROD_50681	SL1344_3044	SL3261_3044	STMMW_30291	STM_MW30291	SEN2911	t2987	EC958_3204	NCTC13441_00831	BW25113_2925	b2925	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00003	Gluconeogenesis, oxaloacetate => fructose-6P
fbaA	fructose-bisphosphate aldolase	X	-0.894626523144781	-4.5	-4.5	-1.79585224570511	-1.36668252033482	-1.23600381990215	-4.5	-0.908722265934961	-2.31415217038598	0.398530156381581	-2.01474563544985	-4.5	-4.5	X	BN373_40181	ERS227112_01311	ROD_50681	SL1344_3044	SL3261_3044	STMMW_30291	STM_MW30291	SEN2911	t2987	EC958_3204	NCTC13441_00831	BW25113_2925	b2925	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
pgk	phosphoglycerate kinase	-4.5	-4.5	-4.5	-4.5	-4.5	-2.54205571971977	-1.71825952081785	-1.63696930472216	-0.853156685464183	-2.39415546685002	-0.298481660906895	-4.5	-4.5	-4.5	ENC_31600	BN373_40191	ERS227112_01310	ROD_50671	SL1344_3045	SL3261_3045	STMMW_30301	STM_MW30301	SEN2912	t2988	EC958_3205	NCTC13441_00830	BW25113_2926	b2926	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
pgk	phosphoglycerate kinase	-4.5	-4.5	-4.5	-4.5	-4.5	-2.54205571971977	-1.71825952081785	-1.63696930472216	-0.853156685464183	-2.39415546685002	-0.298481660906895	-4.5	-4.5	-4.5	ENC_31600	BN373_40191	ERS227112_01310	ROD_50671	SL1344_3045	SL3261_3045	STMMW_30301	STM_MW30301	SEN2912	t2988	EC958_3205	NCTC13441_00830	BW25113_2926	b2926	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00552	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P
pgk	phosphoglycerate kinase	-4.5	-4.5	-4.5	-4.5	-4.5	-2.54205571971977	-1.71825952081785	-1.63696930472216	-0.853156685464183	-2.39415546685002	-0.298481660906895	-4.5	-4.5	-4.5	ENC_31600	BN373_40191	ERS227112_01310	ROD_50671	SL1344_3045	SL3261_3045	STMMW_30301	STM_MW30301	SEN2912	t2988	EC958_3205	NCTC13441_00830	BW25113_2926	b2926	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00002	Glycolysis, core module involving three-carbon compounds
pgk	phosphoglycerate kinase	-4.5	-4.5	-4.5	-4.5	-4.5	-2.54205571971977	-1.71825952081785	-1.63696930472216	-0.853156685464183	-2.39415546685002	-0.298481660906895	-4.5	-4.5	-4.5	ENC_31600	BN373_40191	ERS227112_01310	ROD_50671	SL1344_3045	SL3261_3045	STMMW_30301	STM_MW30301	SEN2912	t2988	EC958_3205	NCTC13441_00830	BW25113_2926	b2926	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00003	Gluconeogenesis, oxaloacetate => fructose-6P
