Gene	Product	EnClNCTC9394 NPEQ	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	EnClNCTC9394 locus tag	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
yhhY	Acetyltransferases, including N-acetylases of ribosomal proteins	2.3129522556037	2.48577015249547	2.36939136972913	2.58964042200479	2.29273986339974	2.43223336971407	2.47297471309415	2.35183060040958	2.23251776776451	2.2709422515561	2.19067737337728	2.30728991104533	3.0018614439865	4.5	ENC_26360	BN373_44441	ERS227112_00778	ROD_43841	SL1344_3512	SL3261_3512	STMMW_35351	STM_MW35351	SEN3369	t3975	EC958_3836	NCTC13441_00256	BW25113_3441	b3441
yecN	Uncharacterized relative of glutathione S-transferase, MAPEG superfamily	1.74870731616823	2.47470862208411	2.07175138957912	2.57354314828431	2.33388409045515	2.18093709115089	2.38835861916893	1.85767925551261	1.64959000269322	2.02022839483186	2.65143540591826	2.61922334029118	2.14018768205384	4.5	ENC_06240	BN373_29691	ERS227112_04278	ROD_19151	SL1344_1839	SL3261_1839	STMMW_18871	STM_MW18871	SEN1099	t0973	EC958_2092	NCTC13441_02012	BW25113_1869	b1869
tolR	Cell division and transport-associated protein TolR (TC 2.C.1.2.1)	1.61045117276725	1.6173193622636	2.30555885830355	2.12535191756374	2.13764943532065	2.21889613233531	1.73527132845007	1.12729636892999	2.25486891227932	1.96853613372923	1.85947466600286	1.73737913162994	2.74023609953683	4.5	ENC_19990	BN373_13151	ERS227112_03185	ROD_07321	SL1344_0728	SL3261_0728	STMMW_08031	STM_MW08031	SEN0696	t2130	EC958_0857	NCTC13441_03256	BW25113_0738	b0738
yehS	Uncharacterized protein conserved in bacteria	2.42388857742836	2.69713766464878	2.23321089124568	2.17120203432428	2.15031989091915	2.3306480534051	2.20564731027276	0.987382317260221	2.1139669178758	2.41831341077653	1.88097455057525	2.00928533273689	2.86513266417283	4.5	ENC_40440	BN373_31641	ERS227112_04018	ROD_22371	SL1344_2135	SL3261_2135	STMMW_21891	STM_MW21891	SEN2151	t0698	EC958_2460	NCTC13441_01585	BW25113_2124	b2124
ymdB	Predicted phosphatase homologous to the C-terminal domain of histone macroH2A1	2.40260394942683	1.42343726009927	1.30675385147224	2.06375031071052	2.05681763417434	2.02649889646703	1.51989446260141	1.54944532646212	1.26378049409623	1.93154308585197	2.30935599471268	2.28292159192381	2.73925574392319	4.5	ENC_15950	BN373_16741	ERS227112_03537	ROD_11041	SL1344_1084	SL3261_1084	STMMW_11551	STM_MW11551	SEN1901	t1773	EC958_1237	NCTC13441_02866	BW25113_1045	b1045
queD	preQ(0) biosynthesis protein QueD	2.53393054065632	2.69897629851285	2.7489414928692	2.28452255309618	2.40143986078431	2.51980604853264	2.92234960090438	2.81754728669392	2.49037754310837	2.73128735110142	2.04127490441912	1.71121835650267	1.94410624042508	4.5	ENC_30130	BN373_37641	ERS227112_01540	ROD_30411	SL1344_2928	SL3261_2928	STMMW_29121	STM_MW29121	SEN2788	t2850	EC958_3030	NCTC13441_01014	BW25113_2765	b2765
yiiR	Predicted membrane protein	2.81627451302608	2.49422817060339	2.30607959173562	2.36764024156813	2.22057410802482	2.12388032409166	2.08657645207211	2.04623417075261	1.44346687454898	0.914514266175467	2.87832981089822	3.03035636808583	2.51722244762519	4.5	ENC_00830	BN373_46451	ERS227112_00576	ROD_38261	SL1344_4032	SL3261_4032	STMMW_40481	STM_MW40481	SEN3873	t3535	EC958_4406	NCTC13441_04579	BW25113_3921	b3921
ridA_2	endoribonuclease L-PSP, putative	2.40923670971529	2.0431257770162	2.22038994146869	1.93348927753108	2.4484735809051	2.45085489546889	2.34948808243909	2.27125332348621	2.06196417820222	1.93137754443985	1.63768713707791	1.64685452801687	2.44755697199607	4.5	ENC_43710	BN373_02661	ERS227112_02132	ROD_33141	SL1344_4389	SL3261_4389	STMMW_44031	STM_MW44031	SEN4209	t4493	EC958_4737	NCTC13441_04203	BW25113_4243	b4243
tomB	Biofilm formation regulator YbaJ.	3.16000648591253	3.70352950524711	3.59382170578109	3.17919229491195	3.1099324374824	3.6687673042665	3.60202386040254	4.02564890237272	3.26599828178342	3.94926875962043	2.96174208131076	3.47064958244165	3.96026618054605	4.5	ENC_22680	BN373_09301	ERS227112_02795	ROD_05161	SL1344_0467	SL3261_0467	STMMW_05441	STM_MW05441	SEN0455	t2386	EC958_0600	NCTC13441_03517	BW25113_0461	b0461
rplQ	LSU ribosomal protein L17P	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.733827929263287	-4.5	-1.82138677619814	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25090	BN373_43311	ERS227112_00891	ROD_45271	SL1344_3381	SL3261_3381	STMMW_34071	STM_MW34071	SEN3242	t4091	EC958_3688	NCTC13441_00401	BW25113_3294	b3294
yhcB	Uncharacterized protein conserved in bacteria	2.87607135362824	2.78825698294851	2.5846434408594	2.11869940153475	2.68284079164087	2.8017478940197	2.7047999460355	2.49472118523334	2.53052081885131	2.3377159930785	2.4724172148953	2.12194726143751	-0.718038770899099	4.5	ENC_34760	BN373_42821	ERS227112_00965	ROD_45901	SL1344_3319	SL3261_3319	STMMW_33461	STM_MW33461	SEN3180	t3263	EC958_3625	NCTC13441_00466	BW25113_3233	b3233
frdC	Fumarate reductase subunit C	2.86905085369521	2.03673567403091	2.12103883079616	1.93406800047383	1.81910675374339	1.92911059136009	1.89683869656354	1.55018574247498	1.80510636766541	1.90634718836452	1.63533250599906	1.45411041343397	0.677816739957673	4.5	ENC_42550	BN373_01641	ERS227112_02029	ROD_32161	SL1344_4278	SL3261_4278	STMMW_42891	STM_MW42891	SEN4111	t4393	EC958_4643	NCTC13441_04300	BW25113_4152	b4152
ybjN	Putative bacterial sensory transduction regulator.	2.5405590356929	2.51341599519607	1.16133154855914	1.72864530007111	2.02253142876348	2.0215577606291	2.14009966769514	2.43109420581295	1.67497629172315	2.2796390748866	2.16252767078109	1.77797591038039	2.49143881920858	4.5	ENC_18550	BN373_14991	ERS227112_03370	ROD_08591	SL1344_0853	SL3261_0853	STMMW_09271	STM_MW09271	SEN0822	t2020	EC958_0965	NCTC13441_03141	BW25113_0853	b0853
nrdI	ribonucleoside-diphosphate reductase 2, operon protein nrdI	2.15488364702467	1.90296613034597	2.24005234447421	1.62861602441979	2.01318952651721	2.1022492972874	1.43523549810674	1.86929460505785	1.36388628808824	1.31336680127466	1.98033301464584	2.20787620323674	1.40353317777852	4.5	ENC_29230	BN373_36431	ERS227112_01657	ROD_31341	SL1344_2791	SL3261_2791	STMMW_27731	STM_MW27731	SEN2651	t2703	EC958_2939	NCTC13441_01105	BW25113_2674	b2674
fic	putative adenosine monophosphate-protein transferase fic	2.4510589420255	2.82165669084803	2.39046515261909	2.19583167370894	2.89912733997284	2.88010978483981	2.70199526787126	3.14249010774686	2.48565288258471	2.87217762742131	2.39978348566732	2.5660403191068	2.22912294060806	4.5	ENC_309added	BN373_43841	ERS227112_00839	ROD_44481	SL1344_3437	SL3261_3437	STMMW_34611	STM_MW34611	SEN3297	t4035	EC958_3758	NCTC13441_00333	BW25113_3361	b3361
ylaC	Extracytoplasmic function sigma factor YlaC.	2.50398471321088	2.39959377475287	2.06815375282577	2.92962479030475	2.30359750009493	2.52464074879264	2.66779852975167	2.4337558772676	2.53935027669883	2.59556428051319	2.30591344108907	2.36098819540893	2.77344826554899	4.5	ENC_22710	BN373_09271	ERS227112_02792	ROD_05131	SL1344_0464	SL3261_0464	STMMW_05411	STM_MW05411	SEN0452	t2389	EC958_0597	NCTC13441_03520	BW25113_0458	b0458
rcsF	hypothetical protein	2.81549265547065	2.90337749175621	2.75510074179111	2.64016503476393	3.13095943025931	3.05873790442342	2.86538958213932	2.9197364333422	2.58907312853651	3.11686335738349	2.5093226885403	2.7615983046862	2.70152626734888	4.5	ENC_47180	BN373_07011	ERS227112_02552	ROD_02061	SL1344_0245	SL3261_0245	STMMW_02501	STM_MW02501	SEN0252	t0247	EC958_0343	NCTC13441_03779	BW25113_0196	b0196
rplN	LSU ribosomal protein L14P	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.714481497190812	-0.514774526377794	-1.09657142792432	-4.5	-1.50504805543587	-4.5	-0.652760797908275	-4.5	ENC_25240	BN373_43461	ERS227112_00877	ROD_45112	SL1344_3397	SL3261_3397	STMMW_34231	STM_MW34231	SEN3258	t4075	EC958_3703	NCTC13441_00385	BW25113_3310	b3310
yajD	HNH endonuclease.	2.2058200205364	2.05566565758555	2.06145377593146	1.60409299630743	2.08034016545978	2.16793458919897	1.95217233294493	2.18787794581123	2.26363354885211	2.11067454006604	2.36662437806413	1.81396610404977	2.43163527524579	4.5	ENC_12430	BN373_18221	ERS227112_03668	ROD_12761	SL1344_0406	SL3261_0406	STMMW_04811	STM_MW04811	SEN0394	t2452	EC958_0548	NCTC13441_03569	BW25113_0410	b0410
sulA	SOS cell division inhibitor SulA	2.34006160065472	2.73881918531506	2.50780153617875	2.13933730545485	2.33329929374092	2.51795261521104	2.22576818639849	1.9483301820179	1.76596898023282	2.29527950262233	2.20631949468056	1.15946789677628	2.54306606752474	4.5	ENC_16700	BN373_15991	ERS227112_03471	ROD_10201	SL1344_1011	SL3261_1011	STMMW_10841	STM_MW10841	SEN0936	t1849	EC958_1163	NCTC13441_02938	BW25113_0958	b0958
osmC	peroxiredoxin, OsmC subfamily	1.67741520171763	2.23447145138455	1.59380916284714	2.53351866549808	2.53034277985816	2.6949501198206	2.78891994997921	2.62466867325394	2.37074291022895	2.835061224551	2.82753494483418	2.34464847624291	3.0500164393098	4.5	ENC_10010	BN373_24101	ERS227112_04830	ROD_15531	SL1344_1493	SL3261_1493	STMMW_15581	STM_MW15581	SEN1492	t1478	EC958_1750	NCTC13441_02347	BW25113_1482	b1482
hslR	heat shock protein Hsp15	2.64666928087401	2.32343286340768	2.23500004888798	2.77271430454736	2.76823506470197	2.73058632596861	2.6024868564811	2.7245706963496	2.31109921932965	2.56203938040903	2.39791425418054	2.59086888427923	3.36587443597945	4.5	ENC_26010	BN373_44091	ERS227112_00815	ROD_44231	SL1344_3464	SL3261_3464	STMMW_34871	STM_MW34871	SEN3323	t4009	EC958_3791	NCTC13441_00300	BW25113_3400	b3400
acpS	phosphopantethiene--protein transferase domain	-1.09152834287024	-4.5	-4.5	-4.5	-4.5	-4.5	-0.839595491245093	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_36980	BN373_35461	ERS227112_00025	ROD_25091	SL1344_2539	SL3261_2539	STMMW_25931	STM_MW25931	SEN2557	t0280	EC958_2869	NCTC13441_01176	BW25113_2563	b2563
cpxP	P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein	2.54004015932575	2.60320556220239	2.07035782618961	1.95505286141182	2.31870250305574	2.47497539524627	2.17021217443199	2.29760081495606	1.72690987011303	1.41200046794283	1.97532818649443	1.950309136885	1.97925584032625	4.5	ENC_00750	BN373_48541	ERS227112_00361	ROD_38372	SL1344_4009	SL3261_4009	STMMW_40251	STM_MW40251	SEN3850	t3559	EC958_4398	NCTC13441_04586	BW25113_4484	b4484
ydiI	uncharacterized domain 1	2.22507115623749	2.64837385577064	2.50905130672911	2.10482773340672	2.05650991451164	2.17340580482722	2.27114429749504	2.06575230092512	0.641737199282571	1.46305988987513	2.1414715149051	1.52244123739341	1.44093523045892	4.5	ENC_13900	BN373_27431	ERS227112_04517	ROD_13641	SL1344_1300	SL3261_1300	STMMW_13721	STM_MW13721	SEN1679	t1234	EC958_1906	NCTC13441_02194	BW25113_1686	b1686
grcA	Acid-induced glycyl radical enzyme	2.8659614138834	1.91897274007232	1.08251208964884	1.93817120997473	1.32925728385868	2.15251621167157	1.69178564335593	2.03789897793939	1.92903532346524	1.43782574770599	2.03411489085147	2.17971289479716	1.15992171979384	4.5	ENC_36830	BN373_35601	ERS227112_00011	ROD_25241	SL1344_2610	SL3261_2610	STMMW_26661	STM_MW26661	SEN2573	t0264	EC958_2885	NCTC13441_01160	BW25113_2579	b2579
fucU	L-fucose mutarotase	2.25377734473429	2.14459809730503	2.43882019078118	2.24905149098694	2.2699792222342	2.25847973657152	2.28746429251623	2.0964718098512	1.83476433227791	1.37434450677158	2.20143404816303	2.47295837010927	0.851048235982766	4.5	ENC_284added	BN373_38021	ERS227112_01502	ROD_28491	SL1344_2958	SL3261_2958	STMMW_29411	STM_MW29411	SEN2822	t2886	EC958_3074	NCTC13441_00971	BW25113_2804	b2804
yaeR	Lactoylglutathione lyase and related lyases	2.36585408376024	2.17671671365135	2.09696801520024	1.97750800392794	2.33567425091548	2.3704912612136	2.20669273672745	1.50872091178421	1.65134712142891	2.13112623641621	2.03613085997075	1.70347484246537	1.60729867961281	4.5	ENC_47100	BN373_06921	ERS227112_02542	ROD_01951	SL1344_0236	SL3261_0236	STMMW_02411	STM_MW02411	SEN0242	t0237	EC958_0333	NCTC13441_03789	BW25113_0187	b0187
sdhC	succinate dehydrogenase subunit C	1.57557599183732	2.10499590135093	1.68764205230827	1.81916135518746	1.90835322363817	2.19330915460775	1.82896580686877	0.836369932810118	1.2851017869258	2.04788685992631	1.61989832386798	1.46199612724663	2.51695845999036	4.5	ENC_20170	BN373_13011	ERS227112_03171	ROD_07191	SL1344_0714	SL3261_0714	STMMW_07891	STM_MW07891	SEN0682	t2144	EC958_0836	NCTC13441_03274	BW25113_0721	b0721
psiE	Predicted membrane protein	2.32650870244412	2.85748720240642	3.42311460026368	2.67078736490734	2.22006569640679	2.08334606075351	2.1562927641224	2.6529968690276	2.17364926305348	3.29040732423715	2.00525851512733	2.06087265275185	1.13308823227106	4.5	ENC_04610	BN373_00271	ERS227112_01892	ROD_37201	SL1344_4162	SL3261_4162	STMMW_41751	STM_MW41751	SEN3993	t4132	EC958_4486	NCTC13441_04454	BW25113_4030	b4030
yhbP	Uncharacterized protein conserved in bacteria	2.52309853627679	2.63353548381602	1.80699612371993	2.32602269980612	2.48130126213914	2.48624477382584	2.03719303117025	1.80865178749024	2.24416159290701	2.36941316996085	2.17837574150332	1.94684377799805	1.82649972983603	4.5	ENC_33920	BN373_42141	ERS227112_01039	ROD_46781	SL1344_3243	SL3261_3243	STMMW_32701	STM_MW32701	SEN3105	t3190	EC958_3554	NCTC13441_00541	BW25113_3154	b3154
hycH	Formate hydrogenlyase maturation protein HycH.	2.32058417113043	2.43685404131461	2.16361897515301	1.7998422633799	2.49638883588259	2.37635964206437	2.11657309958272	2.28843970454519	1.34354669527959	1.12939772430268	2.39326341138865	2.24156210053137	2.29251364681881	4.5	ENC_29710	BN373_36881	ERS227112_01605	ROD_30931	SL1344_2826	SL3261_2826	STMMW_28081	STM_MW28081	SEN2688	t2748	EC958_2985	NCTC13441_01058	BW25113_2718	b2718
yjbQ	conserved hypothetical protein TIGR00149	2.3758210763521	2.11115297506651	2.06805505233663	2.38519844015975	2.31094009317555	2.3631741725567	2.1500198295241	2.2844254602127	2.00951791055426	2.35644135577026	2.22879972239446	2.04968441665368	2.11095431284364	4.5	ENC_04870	BN373_00501	ERS227112_01915	ROD_36351	SL1344_4186	SL3261_4186	STMMW_42001	STM_MW42001	SEN4019	t4156	EC958_4526	NCTC13441_04416	BW25113_4056	b4056
gcvH	glycine cleavage system H protein	2.48445778704172	2.6597844751903	2.24466824332622	2.14675665469738	2.19638993130043	2.32180003985436	2.30133432319255	1.55817639602068	1.84658211379796	1.05155325774802	2.37962461347852	2.13045061128113	1.50236760307612	4.5	ENC_31440	BN373_40041	ERS227112_01326	ROD_49291	SL1344_3030	SL3261_3030	STMMW_30141	STM_MW30141	SEN2897	t2972	EC958_3185	NCTC13441_00852	BW25113_2904	b2904
yciA	Acyl-CoA hydrolase	1.85992619459186	1.71679701472266	1.36935799620854	2.29685919710469	2.44502436444581	2.42031522379041	2.2058824812599	1.87437772602701	1.84052216224221	2.33335362192337	2.37264440761917	2.38393920605885	2.06076741311689	4.5	ENC_08120	BN373_18661	ERS227112_05490	ROD_17551	SL1344_1667	SL3261_1667	STMMW_17311	STM_MW17311	SEN1298	t1648	EC958_1528	NCTC13441_02581	BW25113_1253	b1253
secM	Secretion monitor precursor protein (SecM).	1.95698134726453	0.425730189839755	1.80091822137454	1.5841493415804	0.815579744775561	1.72497053174515	1.6270213520769	0.932895466449567	0.994969879029185	1.07356265314889	0.27742630755305	0.831061572655675	1.24180152882223	-4.5	ENC_46090	BN373_05901	ERS227112_02438	ROD_01031	SL1344_0135	SL3261_0135	STMMW_01411	STM_MW01411	SEN0136	t0139	EC958_0238	NCTC13441_03888	BW25113_0097	b0097
fadM	conserved hypothetical protein TIGR00051	2.39939631844375	2.43545542203197	2.64003175150766	2.10293577279068	2.28916151107666	2.45145140890999	2.3739164007648	2.58021664436143	2.48831524103156	2.24815676452892	2.77254261984668	2.55629634655229	2.55539564530874	4.5	ENC_23010	BN373_08941	ERS227112_02757	ROD_04981	SL1344_0448	SL3261_0448	STMMW_05251	STM_MW05251	SEN0436	t2406	EC958_0582	NCTC13441_03535	BW25113_0443	b0443
yfeZ	Protein of unknown function (DUF2919).	2.64504963386681	2.37599142531154	2.45485768120579	2.65390796176235	2.31862349156682	2.3502071849478	1.87707053393469	2.32616932668736	1.65615710503362	2.22027791926053	2.50366786915912	2.00582482113662	0.852916314150623	4.5	ENC_38270	BN373_34351	ERS227112_03803	ROD_23901	SL1344_2411	SL3261_2411	STMMW_24671	STM_MW24671	SEN2429	t0410	EC958_2758	NCTC13441_01288	BW25113_2433	b2433
rcdA	Uncharacterized protein conserved in bacteria	2.80633980743242	1.86630481297246	1.78856841548005	2.1980793933987	2.28161577509739	2.49474720582901	2.2729821808561	2.24831864431806	1.832042859554	2.42285895975938	2.30588039044498	2.22134387364145	2.43594020568158	4.5	ENC_18660	BN373_14441	ERS227112_03315	ROD_08521	SL1344_0845	SL3261_0845	STMMW_09201	STM_MW09201	SEN0815	t2027	EC958_0958	NCTC13441_03149	BW25113_0846	b0846
yicN	Protein of unknown function (DUF1198).	2.40092533005562	2.08001202311085	2.06322547683851	2.28171889833481	1.90454333812496	2.07285792626346	1.49620319552929	1.79100555689895	1.54916092335977	1.97376343357328	2.1465441662623	1.97922605894073	2.16241876286056	4.5	ENC_03530	BN373_47121	ERS227112_00509	ROD_41121	SL1344_3752	SL3261_3752	STMMW_37751	STM_MW37751	SEN3601	t3732	EC958_4139	NCTC13441_04849	BW25113_3663	b3663
secE	protein translocase subunit secE/sec61 gamma	-1.42581624195301	-4.5	-4.5	-0.997393742871381	-4.5	-4.5	-1.04422707671591	-4.5	-0.558578898708532	-4.5	-4.5	-1.28807787934529	-4.5	-4.5	ENC_01450	BN373_49741	ERS227112_01828	ROD_37711	SL1344_4086	SL3261_4086	STMMW_41001	STM_MW41001	SEN3931	t3480	EC958_5092	NCTC13441_04515	BW25113_3981	b3981
yqjI	transcriptional regulator, PadR family	2.24425450990955	1.82129322920007	1.27469241321625	1.82931186210158	1.83215026005312	1.93961978305035	1.97794624794186	1.96376245806355	1.46501724374126	1.38952449544207	1.87919483234853	1.66721895276978	1.19777159235016	4.5	ENC_33190	BN373_41541	ERS227112_01105	ROD_48081	SL1344_3188	SL3261_3188	STMMW_32161	STM_MW32161	SEN3057	t3135	EC958_3476	NCTC13441_00621	BW25113_3071	b3071
hyaD_1	Glycosyltransferases involved in cell wall biogenesis	2.77160648261845	2.34053419140802	2.21498835956405	3.13673589434406	2.71382029106885	2.76070172758062	2.91948326769772	3.47067430568953	3.0311025167183	3.47340349160656	2.80203044854715	3.28190740036835	2.90875186289482	4.5	ENC_02500	BN373_46141	ERS227112_00606	ROD_42011	SL1344_3673	SL3261_3673	STMMW_36951	STM_MW36951	SEN3529	t3812	EC958_4023	NCTC13441_00068	BW25113_3615	b3615
hycA	Transcriptional repressor of hyc and hyp operons.	2.43429728137809	2.56464315046043	1.93003828678972	1.74086271837829	2.31210533225371	2.23049337474817	1.92509465352026	1.70650618130673	1.38758871681524	1.47211444440078	2.48610150223102	2.02002100727776	0.622158937406593	4.5	ENC_29780	BN373_36951	ERS227112_01598	ROD_30861	SL1344_2833	SL3261_2833	STMMW_28151	STM_MW28151	SEN2695	t2755	EC958_2992	NCTC13441_01051	BW25113_2725	b2725
rnpA	Ribonuclease P protein component	-4.5	-0.573106682625888	-4.5	-4.5	-1.62346517321503	-4.5	-0.19049114090678	-4.5	-1.05591432494906	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_34added	BN373_47511	ERS227112_00468B	ROD_40242	SL1344_3807	SL3261_3807	STMMW_38251	STM_MW38251	SEN3657	t3679	EC958_4178	NCTC13441_04812	BW25113_3704	b3704
panD	L-aspartate-alpha-decarboxylase	3.00102155798231	1.97160913575414	2.00118683002808	2.26745658129537	2.44654846066457	2.59998132588814	2.37313257964011	1.87919870435488	2.13141069315344	1.87017612978385	1.56686655825447	1.77778965694767	1.54500798425019	4.5	ENC_46540	BN373_06291	ERS227112_02480	ROD_01431	SL1344_0181	SL3261_0181	STMMW_01861	STM_MW01861	SEN0185	t0181	EC958_0273	NCTC13441_03850	BW25113_0131	b0131
ftsL	cell division protein FtsL	-4.5	-4.5	0.425890830026542	-4.5	0.603752494349921	-4.5	-4.5	-0.312301336863344	1.01350000659362	-4.5	0.342277769586271	-4.5	-4.5	-4.5	ENC_45950	BN373_05761	ERS227112_02424	ROD_00891	SL1344_0121	SL3261_0121	STMMW_01271	STM_MW01271	SEN0122	t0125	EC958_0223	NCTC13441_03902	BW25113_0083	b0083
sufE	Cysteine desulfuration protein SufE	2.36136161400418	2.55392000884736	2.10148534742413	1.70756749315343	2.08471133364334	1.47066658888375	2.10823663751153	1.12750384052346	1.31696704677684	1.25423890210595	2.38766519900758	1.86105487795108	0.728986694804226	4.5	ENC_13650	BN373_27211	ERS227112_04541	ROD_13711	SL1344_1308	SL3261_1308	STMMW_13801	STM_MW13801	SEN1671	t1242	EC958_1899	NCTC13441_02202	BW25113_1679	b1679
grxD	glutaredoxin-related protein	1.4880620815154	2.02123249174991	1.2633239747167	2.0391118329285	2.22577747784936	1.33857505966947	1.76089947489765	-4.5	1.74970544969008	2.09919759348901	2.09730220469558	1.34087559980161	-4.5	4.5	ENC_13270	BN373_25731	ERS227112_04682	ROD_14161	SL1344_1365	SL3261_1365	STMMW_14361	STM_MW14361	SEN1614	t1301	EC958_1876	NCTC13441_02228	BW25113_1654	b1654
hinT	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	2.2655472155448	2.41594973689356	2.24145715316021	1.83241279196765	1.55660436255412	1.20814356405548	2.00637017512345	1.32240541943755	1.61195427643912	2.06672650217032	2.29757270481935	1.89238836122816	0.685859497228603	4.5	ENC_15350	BN373_17141	ERS227112_03578	ROD_11651	SL1344_1142	SL3261_1142	STMMW_12141	STM_MW12141	SEN1844	t1715	EC958_1300	NCTC13441_02809	BW25113_1103	b1103
yacL	Uncharacterized protein conserved in bacteria	2.84249349983539	2.91386863578433	2.34660887809962	2.33770172963455	2.70297266219942	2.68858157575793	3.03707907182466	2.99620551989933	2.61668874885916	1.74721679543876	2.61407816187413	2.97105906296302	3.43086294553785	4.5	ENC_46350	BN373_06151	ERS227112_02463	ROD_01261	SL1344_0161	SL3261_0161	STMMW_01661	STM_MW01661	SEN0165	t0165	EC958_0261	NCTC13441_03862	BW25113_0119	b0119
rplT	LSU ribosomal protein L20P	-0.910312813505677	0.219093552393427	-4.5	-0.949121491364121	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_14150	BN373_27631	ERS227112_04495	ROD_13401	SL1344_1270	SL3261_1270	STMMW_13431	STM_MW13431	SEN1708	t1216	EC958_1937	NCTC13441_02163	BW25113_1716	b1716
sxy	Regulator of competence-specific genes	2.52095944672508	2.03417625927916	2.41646343060077	2.69802256618419	2.17933495384645	2.41675964778153	1.82291112311417	2.6246295794543	2.14921615758943	2.2920807329291	2.67353512401147	2.16465348969908	2.44996219797688	4.5	ENC_16690	BN373_16011	ERS227112_03472	ROD_10211	SL1344_1012	SL3261_1012	STMMW_10851	STM_MW10851	SEN0937	t1848	EC958_1164	NCTC13441_02937	BW25113_0959	b0959
msyB	hypothetical protein	2.36560349920817	1.73754349318836	1.97234912437445	1.53066667436215	1.94924138379658	1.98076903817947	2.05092219816693	1.72497398673892	1.47482624240047	1.29426620639647	0.787487171926969	0.0726470686533408	-0.181799940821379	4.5	ENC_15890	BN373_16801	ERS227112_03543	ROD_11111	SL1344_1090	SL3261_1090	STMMW_11611	STM_MW11611	SEN1895	t1767	EC958_1246	NCTC13441_02860	BW25113_1051	b1051
yaeJ	Protein chain release factor B	2.61149639018713	2.33709623229911	1.99406184623874	1.71487313568562	2.30675150505209	2.26241326720819	2.19250168637352	2.18584359197757	1.6914599991617	1.88411285245254	2.31740185164038	2.09018421583447	1.38921556659547	4.5	ENC_47140	BN373_06961	ERS227112_02547	ROD_01991	SL1344_0241	SL3261_0241	STMMW_02461	STM_MW02461	SEN0248	t0242	EC958_0338	NCTC13441_03784	BW25113_0191	b0191
cptA	Protein of unknown function (DUF1434).	2.65217590930837	2.44404826713156	2.38664156784492	2.22673886646774	2.91592915166827	2.86047229385157	2.43958631282262	2.65190392342141	2.33527259135528	2.68925836682509	2.26633244679265	2.16351944542422	2.65175435747272	4.5	ENC_31320	BN373_39911	ERS227112_01339	ROD_49371	SL1344_3022	SL3261_3022	STMMW_30061	STM_MW30061	SEN2889	t2964	EC958_3178	NCTC13441_00859	BW25113_2896	b2896
rplS	LSU ribosomal protein L19P	-0.503948908419109	-4.5	-4.5	-4.5	1.05346587477415	-1.0384400514177	0.138540715747102	-4.5	-0.430288637612052	-1.05976215593651	-4.5	-0.575864249145638	-4.5	-4.5	ENC_28050	BN373_35831	ERS227112_01714	ROD_25561	SL1344_2646	SL3261_2646	STMMW_26871	STM_MW26871	SEN2594	t2628	EC958_2908	NCTC13441_01135	BW25113_2606	b2606
rplR	LSU ribosomal protein L18P	-1.36762404524643	-4.5	-4.5	-4.5	-4.5	-4.5	-0.66309336024406	-4.5	-1.04915830163893	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25180	BN373_43401	ERS227112_00883	ROD_45181	SL1344_3391	SL3261_3391	STMMW_34171	STM_MW34171	SEN3252	t4081	EC958_3697	NCTC13441_00391	BW25113_3304	b3304
yacC	Bacterial chaperone lipoprotein (PulS_OutS).	2.69229303946409	3.59345935347168	3.57463961451382	2.10108377104534	2.63233697246987	2.77678618896375	2.22013588533605	2.17813909910078	2.19920902058725	2.0437736325924	2.27825749835489	1.90800631095633	2.08577308626592	4.5	ENC_46380	BN373_06201	ERS227112_02471	ROD_01331	SL1344_0168	SL3261_0168	STMMW_01731	STM_MW01731	SEN0172	t0172	EC958_0264	NCTC13441_03859	BW25113_0122	b0122
