Gene	Product	EnClNCTC9394 NPEQ	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	EnClNCTC9394 locus tag	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag	ENC_no	BN373_no	ERS227112_no	ROD_no	SL1344_no	SL3261_no	STMMW_no	STM_no	SEN_no	t_no	EC958_no	NCTC13441_no	BW25113_no	b_no	ENC_in	BN373_in	ERS227112_in	ROD_in	SL1344_in	SL3261_in	STMMW_in	STM_in	SEN_no	t_in	EC958_in	NCTC13441_in	BW25113_in	b_in
STM2209	hypothetical protein	X	X	X	X	-0.181895623483544	1.58051743551648	X	1.24092098110966	2.29626096944141	3.19732114654104	X	X	X	X	X	X	X	X	SL1344_2186	SL3261_2186	X	STM_MW22411	SEN2202	t0646	X	X	X	X	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0
siiD	putative type-I secretion protein	X	X	X	X	-0.200778692148982	-0.114843196089434	-0.0278126572027228	3.30993588996141	2.25915375431585	3.18393177268491	X	X	X	X	X	X	X	X	SL1344_4196	SL3261_4196	STMMW_42111	STM_MW42111	SEN4029	t4165	X	X	X	X	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0
cI	phage encoded transcriptional regulator	X	X	X	-0.634604587922463	-4.5	-4.5	-0.355856914232682	-4.5	-0.956165320238925	X	X	X	X	X	X	X	X	ROD_26211	SL1344_1967	SL3261_1967	STMMW_20241	STM_MW20241	SEN1955	X	X	X	X	X	4	2	3	2	2	2	4	3	2	1	3	3	2	2	0	0	0	1	1	1	1	1	1	0	0	0	0	0
	putative membrane protein	X	X	X	2.44054997175184	-4.5	-1.09698556340526	-4.5	2.70401730827746	2.1480294829361	X	X	X	X	X	X	X	X	ROD_16181	SL1344_1560	SL3261_1560	STMMW_16251	STM_MW16251	SEN1423	X	X	X	X	X	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0
gogB	leucine-rich repeat protein	X	X	X	3.17661032321297	-1.86002319336922	1.84222660600616	2.03178538944513	2.47610425242308	X	X	X	X	X	X	X	X	X	ROD_12111	SL1344_2546	SL3261_2546	STMMW_26001	STM_MW26001	X	X	X	X	X	X	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0
srcA	conserved hypothetical protein	X	X	X	2.37921705071569	-0.0286504831981783	1.05680921736038	1.83483771551447	2.47233531628506	2.37361115419794	3.33541539442466	X	X	X	X	X	X	X	ROD_29841	SL1344_2114	SL3261_2114	STMMW_21691	STM_MW21691	SEN2133	t0719	X	X	X	X	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0
	hypothetical protein	X	X	X	2.27307180872999	-0.507131416660974	-0.0232526102463025	X	X	X	0.951846705992733	X	X	X	X	X	X	X	ROD_20781	SL1344_1989	SL3261_1989	X	X	X	t0860	X	X	X	X	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0
bspRIM	methyltransferase	X	X	X	X	X	X	X	X	X	X	-4.5	-4.5	X	X	X	X	X	X	X	X	X	X	X	X	EC958_0009	NCTC13441_04115	X	X	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
rfbE	polysaccharide biosynthesis protein	X	X	X	X	X	X	X	X	X	X	-1.18009843025612	-1.1372366246364	X	X	X	X	X	X	X	X	X	X	X	X	EC958_2377	NCTC13441_01676	X	X	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
	hypothetical membrane protein	X	X	X	X	X	X	X	X	X	X	-0.636018239222383	2.00854138836778	X	X	X	X	X	X	X	X	X	X	X	X	EC958_2374	NCTC13441_01679	X	X	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
	hypothetical protein	X	X	X	X	X	X	X	X	X	X	-0.0876903947809637	-0.0118927713603992	X	X	X	X	X	X	X	X	X	X	X	X	EC958_5038	NCTC13441_00948	X	X	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
	putative prophage protein	X	X	X	X	X	X	X	X	X	X	-0.247401677195882	0.469333375965893	X	X	X	X	X	X	X	X	X	X	X	X	EC958_4863	NCTC13441_03067	X	X	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
licT	hypothetical protein	X	X	X	X	X	X	X	X	X	X	-0.796017413231804	0.315624946948041	X	X	X	X	X	X	X	X	X	X	X	X	EC958_3117	NCTC13441_00924	X	X	0	1	1	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
focC_2	ECSF_4008-type fimbriae periplasmic chaperone protein	X	X	X	X	X	X	X	X	X	X	-0.732888019289161	0.44215761394603	X	X	X	X	X	X	X	X	X	X	X	X	EC958_4609	NCTC13441_04336	X	X	11	11	8	9	12	12	12	12	14	13	9	9	10	10	0	0	0	0	0	0	0	0	0	0	1	1	0	0
	putitive lysogenic protein	X	X	X	X	X	X	X	X	X	X	-0.416655048062498	1.19761801676171	X	X	X	X	X	X	X	X	X	X	X	X	EC958_2160	NCTC13441_01938	X	X	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
	hypothetical protein	X	X	X	X	X	X	X	X	X	X	-1.11947289235791	-0.758944666361182	X	X	X	X	X	X	X	X	X	X	X	X	EC958_3100	NCTC13441_00942	X	X	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
	hypothetical protein	X	X	X	X	X	X	X	X	X	X	-1.72071562120688	-4.5	X	X	X	X	X	X	X	X	X	X	X	X	EC958_4845	NCTC13441_03735	X	X	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
	hypothetical protein	X	X	X	X	X	X	X	X	X	X	-0.0582920639465316	-0.0496453061094095	X	X	X	X	X	X	X	X	X	X	X	X	EC958_2158	NCTC13441_01940	X	X	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
	hypothetical protein	X	X	X	X	X	X	X	X	X	X	-4.5	0	X	X	X	X	X	X	X	X	X	X	X	X	EC958_3107	NCTC13441_00934	X	X	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ymfK	hypothetical protein	X	X	X	X	X	X	X	X	X	X	-4.5	-4.5	X	X	X	X	X	X	X	X	X	X	X	X	EC958_4965	NCTC13441_01801	X	X	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
	hypothetical protein	X	X	X	X	X	X	X	X	X	X	-4.5	-0.21075564243072	X	X	X	X	X	X	X	X	X	X	X	X	EC958_4844	NCTC13441_03736	X	X	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
immR	helix-turn-helix protein	X	X	X	X	X	X	X	X	X	X	-1.02683774243117	-4.5	X	X	X	X	X	X	X	X	X	X	X	X	EC958_1102	NCTC13441_02998	X	X	0	0	0	1	2	2	2	1	0	1	2	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
	RNA-directed DNA polymerase	X	X	X	X	X	X	X	X	X	X	-0.232713052485993	0.733939982061298	X	X	X	X	X	X	X	X	X	X	X	X	EC958_1446	NCTC13441_02671	X	X	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
yehA'	putative Yeh fimbriae adhesin YehA	X	X	X	X	X	X	X	X	X	X	-4.5	2.90256528452105	X	X	X	X	X	X	X	X	X	X	X	X	EC958_5200	NCTC13441_01605	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
mntB_1	putative transport system membrane protein	X	X	X	X	X	X	X	X	X	X	-0.402579769422056	1.61544915112923	X	X	X	X	X	X	X	X	X	X	X	X	EC958_4926	NCTC13441_02418	X	X	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
tap	Dipeptide chemoreceptor protein	X	X	X	X	X	X	X	X	X	X	0.263861286304713	-4.5	X	X	X	X	X	X	X	X	X	X	X	X	EC958_4938	NCTC13441_01997	X	X	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
yqcG	hypothetical protein	X	X	X	X	X	X	X	X	X	X	-4.5	-4.5	X	X	X	X	X	X	X	X	X	X	X	X	EC958_5030	NCTC13441_00997	X	X	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
	hypothetical protein	X	X	X	X	X	X	X	X	X	X	-0.374113361335676	2.07046154513021	X	X	X	X	X	X	X	X	X	X	X	X	EC958_5118	NCTC13441_04476	X	X	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
	methyltransferase	X	X	X	X	X	X	X	X	X	X	-3.13273465573765	-2.60071250321564	X	X	X	X	X	X	X	X	X	X	X	X	EC958_0008	NCTC13441_04116	X	X	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
yhiS		X	X	X	X	X	X	X	X	X	X	X	X	-0.562373320882655	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_3504	b3504	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
yhaC	pentapetide repeats-related protein	X	X	X	X	X	X	X	X	X	X	X	X	-0.150811527369168	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_3121	b3121	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
yfdF	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	X	-1.51447540820711	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_2345	b2345	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ytfI	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	X	-0.932513993768307	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_4215	b4215	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
yfbN	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_2273	b2273	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ydcD	putative immunity protein for RhsE	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_1457	b1457	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
yrhA		X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_3443	b3443	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ygeF		X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_2850	b2850	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ykfM	lethality reduction protein, putative inner membrane protein	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_4586	b4586	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
racR	Rac prophage; putative DNA-binding transcriptional regulator	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	-4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_1356	b1356	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ykfG	CP4-6 prophage; RadC-like JAB domain protein	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_0247	b0247	0	0	0	1	0	0	0	0	0	0	5	5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1
yibG	TPR-like repeat protein	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_3596	b3596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
yqeK	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	X	-0.512226381980687	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_2849	b2849	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
mqsA	antitoxin for MqsR toxin; transcriptional repressor	X	X	X	X	X	X	X	X	X	X	X	X	1.68861464883359	-4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_3021	b3021	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
yddL		X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_1472	b1472	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
yjbL	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_4047	b4047	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
rzoQ	putative Rz1-like lipoprotein, Qin prophage	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_4689	b4689	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
mazE	antitoxin of the ChpA-ChpR toxin-antitoxin system	X	X	X	X	X	X	X	X	X	X	X	X	2.04354683758955	-4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_2783	b2783	0	0	0	1	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1
yncH	IPR020099 family protein	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_1455	b1455	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
croE	e14 prophage; putative DNA-binding transcriptional regulator	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_1146	b1146	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
yjbS	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_4621	b4621	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ykfK		X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_4628	b4628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
yqcG	membrane stress resistance protein	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_4682	b4682	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ldrB	toxic polypeptide, small	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_4421	b4421	0	0	0	1	0	0	0	0	0	1	1	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ymiB	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_4672	b4672	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
tpr	protamine-like protein	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_1229	b1229	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
yeeH		X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_4639	b4639	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
pmrR	putative membrane-bound BasS regulator	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_4703	b4703	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
yqeL	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_4683	b4683	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
uof	ryhB-regulated fur leader peptide	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_4637	b4637	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ynbG	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_4674	b4674	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ykfN		X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_4626	b4626	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
yobI	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_4677	b4677	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
iroK	3-hydroxypropionic acid resistance peptide	X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_4706	b4706	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
yfjW	CP4-57 prophage; putative inner membrane protein	X	X	X	X	X	X	X	X	X	X	X	X	-0.143324342005367	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_2642	b2642	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ypjC		X	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_2650	b2650	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
yeeL	hypothetical protein	X	X	X	X	X	X	X	X	X	X	-0.247197907152103	2.3112614632305	2.66849779516029	4.5	X	X	X	X	X	X	X	X	X	X	EC958_2299	NCTC13441_01773	BW25113_4497	b4497	0	1	2	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1
wbbK	lipopolysaccharide biosynthesis protein	X	X	X	X	X	X	X	X	X	X	-0.0631341524128865	1.91514634239024	3.1459033389112	4.5	X	X	X	X	X	X	X	X	X	X	EC958_2372	NCTC13441_01681	BW25113_2032	b2032	2	1	0	0	2	2	1	2	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
yjiC	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	-0.13355735946443	1.59977097891847	1.72839921372126	4.5	X	X	X	X	X	X	X	X	X	X	EC958_0057	NCTC13441_04068	BW25113_4325	b4325	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1
tdcF	putative reactive intermediate deaminase	X	X	X	X	X	X	X	X	X	X	1.8578296983227	2.28514497853726	1.80826537508208	-4.5	X	X	X	X	X	X	X	X	X	X	EC958_3516	NCTC13441_00576	BW25113_3113	b3113	1	2	2	1	1	1	1	1	1	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1
yaiS	putative PIG-L family deacetylase	X	X	X	X	X	X	X	X	X	X	-0.566905692552755	1.29617979863164	2.45739234827561	4.5	X	X	X	X	X	X	X	X	X	X	EC958_4970	NCTC13441_01755	BW25113_0364	b0364	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1
ybcO	DLP12 prophage; uncharacterized protein	X	X	X	X	X	X	X	X	X	X	1.97035253779178	2.08158312394979	-0.321759568809509	4.5	X	X	X	X	X	X	X	X	X	X	EC958_4881	NCTC13441_02757	BW25113_0549	b0549	0	0	0	0	0	0	0	0	1	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1
safA	two-component system connector membrane protein, EvgSA to PhoQP	X	X	X	X	X	X	X	X	X	X	-4.5	0.972754442978022	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	EC958_1763	NCTC13441_02338	BW25113_1500	b1500	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1
ydfA	Qin prophage; uncharacterized protein	X	X	X	X	X	X	X	X	X	X	0.861216989238734	-0.198911588799797	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	EC958_4966	NCTC13441_01800	BW25113_1571	b1571	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1
ydfB	Qin prophage; uncharacterized protein	X	X	X	X	X	X	X	X	X	X	1.80881057230185	2.06860606366541	2.28971562823413	-4.5	X	X	X	X	X	X	X	X	X	X	EC958_4912	NCTC13441_02571	BW25113_1572	b1572	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1
ykgR	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	-4.5	2.26552277318628	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	EC958_4849	NCTC13441_03673	BW25113_4671	b4671	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1
yneM	inner membrane-associated protein	X	X	X	X	X	X	X	X	X	X	1.06933400753248	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	EC958_4929	X	BW25113_4599	b4599	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1
dicC	Qin prophage; DNA-binding transcriptional regulator for DicB	X	X	X	X	X	X	X	X	X	X	1.48230966234355	-4.5	2.69683067857735	4.5	X	X	X	X	X	X	X	X	X	X	EC958_4915	NCTC13441_02568	BW25113_1569	b1569	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1
tnaB	tryptophan transporter of low affinity	X	X	X	X	X	X	X	X	X	X	3.10295641046337	3.26533763480638	3.56471071168185	-4.5	X	X	X	X	X	X	X	X	X	X	EC958_4182	NCTC13441_04808	BW25113_3709	b3709	2	3	3	3	2	2	2	2	2	2	3	3	3	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1
parC	DNA topoisomerase IV, subunit A	X	X	X	-1.35139880565384	-3.20755225658912	-2.52974049679002	-2.39348277828797	-4.5	-1.8436949435837	-3.06708157637156	-2.34194916460313	-4.5	-2.43591241841136	-4.5	X	X	X	ROD_35651	SL1344_3148	SL3261_3148	STMMW_31341	STM_MW31341	SEN3017	t3095	EC958_3417	NCTC13441_00682	BW25113_3019	b3019	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1
wcaB	putative acyl transferase	X	X	X	2.54006371634836	2.14182872103583	2.25597716921198	2.22307907985341	1.75080622868862	1.78821477270352	1.41691272206921	2.12575126851153	1.82281080940121	-4.5	4.5	X	X	X	ROD_21941	SL1344_2091	SL3261_2091	STMMW_21461	STM_MW21461	SEN2110	t0758	EC958_2398	NCTC13441_01654	BW25113_2058	b2058	0	0	0	1	1	1	1	1	2	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1
napB	nitrate reductase, small, cytochrome C550 subunit, periplasmic	X	X	X	2.25684360563361	1.60988108699675	2.16391099608658	1.69429441196879	-0.0406429964979335	1.51683421433813	2.19741647851021	1.73532423287385	1.72328995079595	2.17793358942188	4.5	X	X	X	ROD_23341	SL1344_2226	SL3261_2226	STMMW_22811	STM_MW22811	SEN2239	t0608	EC958_2539	NCTC13441_01506	BW25113_2203	b2203	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1
cfaD	transcriptional activator	X	X	X	3.02738720683144	X	X	X	X	1.35570248452849	X	-0.302772468869921	0.0930911760535969	X	X	X	X	X	ROD_41321	X	X	X	X	SEN4251	X	EC958_4612	NCTC13441_04332	X	X	0	0	0	1	4	4	4	4	5	4	5	5	6	6	0	0	0	1	0	0	0	0	1	0	1	1	0	0
yddM	putative DNA-binding transcriptional regulator	X	X	X	0.474240283245963	X	X	X	X	X	X	0.39600030780518	-4.5	-4.5	4.5	X	X	X	ROD_15581	X	X	X	X	X	X	EC958_1742	NCTC13441_02353	BW25113_1477	b1477	1	0	0	1	0	0	0	0	0	0	2	2	2	2	0	0	0	1	0	0	0	0	0	0	1	1	1	1
ydiL	putative HTH domain DNA-binding protein	X	X	X	X	2.88362977643443	2.30344779490596	2.15946215817383	3.23450327738768	2.74125912882047	X	2.68654021925641	3.54539072862445	3.3306409403308	-4.5	X	X	X	X	SL1344_1297	SL3261_1297	STMMW_13691	STM_MW13691	SEN1682	X	EC958_1909	NCTC13441_02190	BW25113_1689	b1689	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1
	hypothetical protein	X	X	X	X	X	X	X	X	X	2.28450558375412	-1.57428919263674	X	X	X	X	X	X	X	X	X	X	X	X	t0729	EC958_3101	X	X	X	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
