STM_MW00581	citrate carrier protein
ERS227112_01132	DNA primase is the polymerase that synthesizes small RNA primers for the Okazaki fragments on both template strands at replication forks during chromosomal DNA synthesis (By similarity)
ERS227112_01133	30S ribosomal protein S21
ERS227112_01134	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine (By similarity)
ERS227112_01144	dihydroneopterin aldolase
ERS227112_01146	Catalyzes the addition and repair of the essential 3'- terminal CCA sequence in tRNAs without using a nucleic acid template. Adds these three nucleotides in the order of C, C, and A to the tRNA nucleotide-73, using CTP and ATP as substrates and producing inorganic pyrophosphate. Also shows phosphatase, 2'- nucleotidase and 2',3'-cyclic phosphodiesterase activities. These phosphohydrolase activities are probably involved in the repair of the tRNA 3'-CCA terminus degraded by intracellular RNases (By similarity)
ERS227112_01150	Catalyzes the ADP transfer to D-glycero-D-manno-heptose 1-phosphate, yielding ADP-D,D-heptose (By similarity)
ERS227112_01152	cytoplasmic protein
ERS227112_01154	Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate (By similarity)
ERS227112_01159	Outer membrane protein tolc
ERS227112_01161	cytoplasmic protein
ERS227112_01164	DNA topoisomerase IV, subunit B
ERS227112_01171	DNA topoisomerase IV, subunit A
ERS227112_01172	1-acyl-sn-glycerol-3-phosphate acyltransferase
ERS227112_01183	transporter
ERS227112_01184	xylan 1,4-beta-xylosidase EC 3.2.1.37
ERS227112_01186	dienelactone hydrolase
ERS227112_01189	NA
ERS227112_01203	chromosome partitioning-like protein
ERS227112_01210	Pfam:KWG
ERS227112_01211	NA
ERS227112_01213	Uncharacterized protein conserved in bacteria (DUF2186)
ERS227112_01215	Protein of unknown function (DUF3577)
ERS227112_01216	pilL protein
ERS227112_01225	Phosphoribosyl transferase domain
ERS227112_01235	Restriction endonuclease
ERS227112_01236	NA
ERS227112_01240	Pfam:DUF1813
ERS227112_01242	NA
ERS227112_01243	Protein of unknown function (DUF1525)
ERS227112_01249	Transcriptional regulator
ERS227112_01250	HTH_XRE
ERS227112_01251	Cold shock protein
ERS227112_01253	Transcriptional regulator
ERS227112_01254	NA
ERS227112_01255	DNA-binding prophage protein
ERS227112_01258	antirestriction protein
ERS227112_01260	Protein of unknown function (DUF3085)
ERS227112_01262	relaxase
ERS227112_01263	Integrase
ERS227112_01280	transcriptional regulator
ERS227112_01281	Could be a nuclease that resolves Holliday junction intermediates in genetic recombination (By similarity)
ERS227112_01288	Catalyzes the formation of S-adenosylmethionine from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme (By similarity)
ERS227112_01291	Major facilitator transporter
ERS227112_01292	Ferredoxin
ERS227112_01306	Outer membrane porin
ERS227112_01310	phosphoglycerate kinase
ERS227112_01311	fructose-bisphosphate aldolase
ERS227112_01316	phosphoriboisomerase A
ERS227112_01323	hydroxylase
ERS227112_01324	hydroxylase
ERS227112_01333	6-phospho-beta-glucosidase
ERS227112_01334	Transcriptional regulator, rpiR family
ERS227112_01337	Folate-binding protein involved in regulating the level of ATP-DnaA and in the modification of some tRNAs. It is probably a key factor in regulatory networks that act via tRNA modification, such as initiation of chromosomal replication (By similarity)
ERS227112_01341	Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules. The XerC-XerD complex is essential to convert dimers of the bacterial chromosome into monomers to permit their segregation at cell division. It also contributes to the segregational stability of plasmids (By similarity)
ERS227112_01344	Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA (By similarity)
ERS227112_01345	lysyl-tRNA synthetase
ERS227112_01354	NAD(P)H dehydrogenase (quinone)
ERS227112_01355	NA
ERS227112_01356	lysr family transcriptional regulator
ERS227112_01359	Transcriptional Regulator, ArsR family
ERS227112_01378	FimE is one of the 2 regulatory proteins which control the phase variation of type 1 fimbriae in E.coli. These proteins mediate the periodic inversion of a 300bp DNA segment that harbors the promoter for the fimbrial structural gene, fimA. FimE switches fimA off
ERS227112_01379	type 1 fimbriae regulatory protein
ERS227112_01380	high-affinity nickel-transporter
ERS227112_01384	Fimbrial subunit type 3
ERS227112_01385	chaperone
ERS227112_01387	Fimbrial protein
ERS227112_01388	Fimbrial protein
ERS227112_01389	EAL
ERS227112_01390	HTH_LUXR
ERS227112_01391	PilZ domain
ERS227112_01392	Inherit from proNOG: Transposase IS116 IS110 IS902 family protein
ERS227112_01406	Glycoporin
ERS227112_01409	binding-protein-dependent transport systems inner membrane component
ERS227112_01410	(ABC) transporter
ERS227112_01411	Cupin 2, conserved barrel domain protein
ERS227112_01426	lipoprotein YgdR
ERS227112_01427	membrane protein TerC
ERS227112_01429	Accelerates the degradation of transcripts by removing pyrophosphate from the 5'-end of triphosphorylated RNA, leading to a more labile monophosphorylated state that can stimulate subsequent ribonuclease cleavage (By similarity)
ERS227112_01431	Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins (By similarity)
ERS227112_01432	Provides the sole de novo source of dTMP for DNA biosynthesis (By similarity)
ERS227112_01437	exodeoxyribonuclease v gamma
ERS227112_01439	exodeoxyribonuclease V beta
ERS227112_01447	Ethanolamine utilisation - propanediol utilisation
ERS227112_01454	utilization protein
ERS227112_01461	Dehydratase small subunit
ERS227112_01465	Microcompartments protein
ERS227112_01466	glycerol uptake facilitator protein
ERS227112_01468	Transcriptional regulator (AraC family)
ERS227112_01471	Converts cobyric acid to cobinamide by the addition of aminopropanol on the F carboxylic group (By similarity)
ERS227112_01479	reductase
ERS227112_01480	sirohydrochlorin cobaltochelatase
ERS227112_01496	(Lipo)protein
ERS227112_01499	membrane
ERS227112_01505	glucose galactose transporter
ERS227112_01506	l-fuculose phosphate aldolase
ERS227112_01515	ABC-type metal ion transport system periplasmic component
ERS227112_01516	Major Facilitator Superfamily
ERS227112_01527	Flavodoxin
ERS227112_01528	transporter
ERS227112_01532	Histidine kinase
ERS227112_01536	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen (By similarity)
ERS227112_01537	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity)
ERS227112_01538	Male sterility domain
ERS227112_01540	6-carboxy-5,6,7,8-tetrahydropterin synthase
ERS227112_01544	alkaline phosphatase isozyme conversion
ERS227112_01548	Catalyzes the synthesis of activated sulfate (By similarity)
ERS227112_01549	inner membrane protein ygbE
ERS227112_01550	Essential cell division protein. May link together the upstream cell division proteins, which are predominantly cytoplasmic, with the downstream cell division proteins, which are predominantly periplasmic (By similarity)
ERS227112_01551	Catalyzes the formation of 4-diphosphocytidyl-2-C- methyl-D-erythritol from CTP and 2-C-methyl-D-erythritol 4- phosphate (MEP) (By similarity)
ERS227112_01552	Involved in the biosynthesis of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP), two major building blocks of isoprenoid compounds. Catalyzes the conversion of 4- diphosphocytidyl-2-C-methyl-D-erythritol 2-phosphate (CDP-ME2P) to 2-C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-CPP) with a corresponding release of cytidine 5-monophosphate (CMP) (By similarity)
ERS227112_01557	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)
ERS227112_01564	Inherit from bactNOG: cytoplasmic protein
ERS227112_01564A	Hok Gef family protein
ERS227112_01567	Protein of unknown function (DUF1493)
ERS227112_01568	Protein of unknown function (DUF796)
ERS227112_01575	Benzoylformate decarboxylase
ERS227112_01576	Membrane transport protein
ERS227112_01577	transcriptional regulator
ERS227112_01581	abc transporter atp-binding protein
ERS227112_01582	Periplasmic-binding protein
ERS227112_01623	Pts system, glucitol sorbitol-specific
ERS227112_01630	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage (By similarity)
ERS227112_01632	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain (By similarity)
ERS227112_01633	Could accelerate the degradation of some genes transcripts potentially through selective RNA binding (By similarity)
ERS227112_01654	glycine, betaine
ERS227112_01661	Bacterial protein of unknown function (DUF883)
ERS227112_01662	Protein of unknown function (DUF2002)
ERS227112_01663	Exports L-alanine (By similarity)
ERS227112_01664	DNA binding protein
ERS227112_01665	NA
ERS227112_01666	aspartyl Asparaginyl beta-hydroxylase
ERS227112_01673	Fimbrial protein
ERS227112_01674	chaperone
ERS227112_01677	Inherit from proNOG: Fimbrial protein
ERS227112_01678	outer membrane usher protein
ERS227112_01679	chaperone
ERS227112_01680	Major fimbrial subunit protein
ERS227112_01681	HTH_LUXR
ERS227112_01706	Catalyzes the phosphorylation of NAD to NADP. Utilizes ATP and other nucleoside triphosphates as well as inorganic polyphosphate as a source of phosphorus (By similarity)
ERS227112_01707	Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ
ERS227112_01710	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY. Interaction with FtsY leads to the transfer of the RNC complex to the Sec translocase for insertion into the membrane, the hydrolysis of GTP by both Ffh and FtsY, and the dissociation of the SRP-FtsY complex into the individual components (By similarity)
ERS227112_01711	30s ribosomal protein s16
ERS227112_01712	An accessory protein needed during the final step in the assembly of 30S ribosomal subunit, possibly for assembly of the head region. Probably interacts with S19. Essential for efficient processing of 16S rRNA. May be needed both before and after RbfA during the maturation of 16S rRNA. It has affinity for free ribosomal 30S subunits but not for 70S ribosomes (By similarity)
ERS227112_01713	Specifically methylates guanosine-37 in various tRNAs (By similarity)
ERS227112_01714	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site (By similarity)
ERS227112_01726	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane
ERS227112_01734	Transcriptional regulator
ERS227112_01735	UPF0438 protein yifE
ERS227112_01736	Mg chelatase subunit ChlI
ERS227112_01737	acetolactate synthase
ERS227112_01738	Acetolactate synthase 2 regulatory subunit
ERS227112_01739	Branched-chain amino acid aminotransferase
ERS227112_01740	dihydroxy-acid dehydratase
ERS227112_01741	Threonine dehydratase
ERS227112_01742	DNA-binding transcriptional regulator IlvY
ERS227112_01743	Alpha-keto-beta-hydroxylacyl reductoisomerase
ERS227112_01744	Peptidyl-prolyl cis-trans isomerase
ERS227112_01745	Peptidyl-prolyl cis-trans isomerase
ERS227112_01746	DNA helicase
ERS227112_01747	Protein of unknown function (DUF554)
ERS227112_01748	Transposase
ERS227112_01749	lysr family transcriptional regulator
ERS227112_01750	Conversion of pppGpp to ppGpp. Guanosine pentaphosphate (pppGpp) is a cytoplasmic signaling molecule which together with ppGpp controls the stringent response , an adaptive process that allows bacteria to respond to amino acid starvation, resulting in the coordinated regulation of numerous cellular activities (By similarity)
ERS227112_01751	ATP-dependent RNA helicase
ERS227112_01752	Thioredoxin
ERS227112_01753	Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA-dependent ATPase activity, and release of the mRNA from the DNA template (By similarity)
ERS227112_01754	Undecaprenyl-Phosphate
ERS227112_01755	lipopolysaccharide biosynthesis protein
ERS227112_01756	UDP-N-acetylglucosamine 2-epimerase
ERS227112_01757	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain
ERS227112_01759	Catalyzes the formation of dTDP-glucose, from dTTP and glucose 1-phosphate, as well as its pyrophosphorolysis (By similarity)
ERS227112_01760	acetyltransferase
ERS227112_01761	TDP-4-oxo-6-deoxy-D-glucose transaminase
ERS227112_01762	biosynthesis protein
ERS227112_01763	Catalyzes the synthesis of Und-PP-GlcNAc-ManNAcA-Fuc4NAc (Lipid III), the third lipid-linked intermediate involved in ECA synthesis (By similarity)
ERS227112_01765	Catalyzes the synthesis of Und-PP-GlcNAc-ManNAcA (Lipid II), the second lipid-linked intermediate involved in ECA synthesis (By similarity)
ERS227112_01766	transport protein yifk
ERS227112_01773	HemY protein
ERS227112_01774	c-methyltransferase
ERS227112_01775	Uroporphyrinogen-III synthase
ERS227112_01776	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps (By similarity)
ERS227112_01778	frataxin-like protein
ERS227112_01779	(LipO)protein
ERS227112_01780	Catalyzes the stereoinversion of LL-2,6- diaminoheptanedioate (L,L-DAP) to meso-diaminoheptanedioate (meso- DAP), a precursor of L-lysine and an essential component of the bacterial peptidoglycan (By similarity)
ERS227112_01783	HAD-superfamily hydrolase subfamily IA, variant 1
ERS227112_01785	Magnesium and cobalt transport protein
ERS227112_01786	rard protein
ERS227112_01787	Thioesterase superfamily protein
ERS227112_01788	Phospholipase
ERS227112_01789	ATP-dependent DNA helicase RecQ
ERS227112_01790	threonine efflux
ERS227112_01791	Transposase
ERS227112_01792	Homoserine homoserine lactone efflux protein
ERS227112_01793	lysophospholipase l2
ERS227112_01794	hydrolase
ERS227112_01795	carboxylate amino acid amine transporter
ERS227112_01796	Transcriptional regulator
ERS227112_01797	Catalyzes the transfer of a methyl group from 5- methyltetrahydrofolate to homocysteine resulting in methionine formation (By similarity)
ERS227112_01798	Carboxymethylenebutenolidase (EC 3.1.1.45)
ERS227112_01799	Uridine phosphorylase
ERS227112_01800	DNA recombination protein
ERS227112_01801	Methyltransferase required for the conversion of demethylmenaquinone (DMKH2) to menaquinone (MKH2) and the conversion of 2-polyprenyl-6-methoxy-1,4-benzoquinol (DDMQH2) to 2-polyprenyl-3-methyl-6-methoxy-1,4-benzoquinol (DMQH2) (By similarity)
ERS227112_01802	sterol-binding domain protein
ERS227112_01803	Required, probably indirectly, for the hydroxylation of 2-octaprenylphenol to 2-octaprenyl-6-hydroxy-phenol, the fourth step in ubiquinone biosynthesis (By similarity)
ERS227112_01804	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system (By similarity)
ERS227112_01805	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatC, TatB is part of a receptor directly interacting with Tat signal peptides. TatB may form an oligomeric binding site that transiently accommodates folded Tat precursor proteins before their translocation (By similarity)
ERS227112_01806	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatB, TatC is part of a receptor directly interacting with Tat signal peptides (By similarity)
ERS227112_01807	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Although TatD is not required for export activity, it is a central component of a quality control system that is linked to the Tat translocation system. May act by degrading wild-type pre-protein molecules that are misfolded. Shows magnesium-dependent DNase activity (By similarity)
ERS227112_01808	Transcriptional activator rfaH
ERS227112_01809	Catalyzes the decarboxylation of 3-octaprenyl-4-hydroxy benzoate to 2-octaprenylphenol (By similarity)
ERS227112_01811	Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed (By similarity)
ERS227112_01813	Splits dipeptides with a prolyl residue in the C- terminal position (By similarity)
ERS227112_01814	IMPACT family member
ERS227112_01816	Protoporphyrinogen oxidase
ERS227112_01820	Cell wall formation (By similarity)
ERS227112_01821	Biotin-protein ligase
ERS227112_01822	Pantothenic acid kinase
ERS227112_01828	preprotein translocase subunit SecE
ERS227112_01829	Participates in transcription elongation, termination and antitermination (By similarity)
ERS227112_01830	This protein binds directly to 23S ribosomal RNA (By similarity)
ERS227112_01831	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release (By similarity)
ERS227112_01832	50S ribosomal protein L10
ERS227112_01833	Seems to be the binding site for several of the factors involved in protein synthesis and appears to be essential for accurate translation (By similarity)
ERS227112_01835	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)
ERS227112_01836	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)
ERS227112_01837	Anaerobic c4-dicarboxylate transporter
ERS227112_01839	PTS system lactose cellobiose-specific transporter subunit IIB
ERS227112_01840	membrane protein YliF
ERS227112_01841	biosynthesis protein thiH
ERS227112_01842	Catalyzes the rearrangement of 1-deoxy-D-xylulose 5- phosphate (DXP) to produce the thiazole phosphate moiety of thiamine. Sulfur is provided by the thiocarboxylate moiety of the carrier protein ThiS. In vitro, sulfur can be provided by H(2)S (By similarity)
ERS227112_01844	Molybdopterin biosynthesis protein (MoeB)
ERS227112_01845	Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP) (By similarity)
ERS227112_01846	Catalyzes the synthesis of the hydroxymethylpyrimidine phosphate (HMP-P) moiety of thiamine from aminoimidazole ribotide (AIR) in a radical S-adenosyl-L-methionine (SAM)-dependent reaction (By similarity)
ERS227112_01848	Has binding activity to the major sigma subunit of RNA polymerase. May be involved in replacement of the RNA polymerase sigma subunit from sigma-70 to sigma-S during the transition from exponential growth to the stationary phase (By similarity)
ERS227112_01850	Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III (By similarity)
ERS227112_01855	Binds zinc. Could be an important component of the zinc- balancing mechanism
ERS227112_01856	Histidine kinase
ERS227112_01857	two component, sigma54 specific, transcriptional regulator, Fis family
ERS227112_01858	Phosphoribosylglycinamide synthetase
ERS227112_01870	sodium-dependent inorganic phosphate (Pi) transporter
ERS227112_01872	L-sorbose 1-phosphate reductase
ERS227112_01874	PTS system mannose fructose sorbose family IIC subunit
ERS227112_01875	PTS System
ERS227112_01876	Sorbose PTS component (Sorbose-permease PTS system IIA component)
ERS227112_01877	Sorbitol-6-phosphate 2-dehydrogenase
ERS227112_01878	transcriptional regulator
ERS227112_01879	Pseudouridine synthase
ERS227112_01881	Bile acid sodium symporter
ERS227112_01882	Aspartokinase
ERS227112_01884	Phosphohexose isomerase
ERS227112_01886	Acetyltransferase GNAT Family
ERS227112_01888	Branched-chain amino acid transport protein (AzlD)
ERS227112_01890	AzlC family
ERS227112_01891	UPF0597 protein
ERS227112_01892	Protein PsiE homolog
ERS227112_01894	Maltose transporter membrane protein
ERS227112_01899	Removes the pyruvyl group from chorismate, with concomitant aromatization of the ring, to provide 4- hydroxybenzoate (4HB) for the ubiquinone pathway (By similarity)
ERS227112_01900	Synthesis of 3-octaprenyl-4-hydroxybenzoate (By similarity)
ERS227112_01901	glycerol-3-phosphate acyltransferase
ERS227112_01903	Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair (By similarity)
ERS227112_01906	Zinc uptake regulation protein
ERS227112_01908	Catalyzes the synthesis of dihydrouridine, a modified base found in the D-loop of most tRNAs (By similarity)
ERS227112_01911	Replicative dna helicase
ERS227112_01916	Pfam:DUF419
ERS227112_01918	single-stranded DNA-binding protein
ERS227112_01919	Murein-degrading enzyme that degrades murein glycan strands and insoluble, high-molecular weight murein sacculi, with the concomitant formation of a 1,6-anhydromuramoyl product. Lytic transglycosylases (LTs) play an integral role in the metabolism of the peptidoglycan (PG) sacculus. Their lytic action creates space within the PG sacculus to allow for its expansion as well as for the insertion of various structures such as secretion systems and flagella (By similarity)
ERS227112_01920	Outer membrane receptor FepA
ERS227112_01921	Transposase
ERS227112_01922	Transcriptional Regulator AraC Family
ERS227112_01923	Feruloyl esterase
ERS227112_01924	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane
ERS227112_01925	Inhibits RpoS proteolysis by regulating RssB activity, thereby increasing the stability of the sigma stress factor RpoS during magnesium starvation (By similarity)
ERS227112_01928	Metallo-beta-lactamase superfamily
ERS227112_01930	Transposase
ERS227112_01934	binding-protein-dependent transport systems inner membrane component
ERS227112_01935	membrAne
ERS227112_01936	domain protein
ERS227112_01937	DNA-binding transcriptional regulator SoxS
ERS227112_01940	Glutathione S-transferase
ERS227112_01942	Na H antiporter
ERS227112_01944	LrgA family
ERS227112_01945	LrgB family
ERS227112_01946	Fimbrial
ERS227112_01947	fimbrial assembly chaperone SthB
ERS227112_01948	Outer membrane usher protein
ERS227112_01950	major fimbrial protein SthE
ERS227112_01959	Protein of unknwon function (DUF2893)
ERS227112_01960	Nucleotidyl transferase of unknown function (DUF1814)
ERS227112_01977	phnB protein
ERS227112_01978	Alkylphosphonate utilization operon protein PhnA
ERS227112_01979	proline glycine betaine transporter
ERS227112_01982	melibiose sodium symporter
ERS227112_01985	Transposase
ERS227112_01986	ISPsy9, transposase OrfA
ERS227112_01994	outer membrane protein PgaA
ERS227112_01996	PerC transcriptional activator
ERS227112_01997	ISPsy9, transposase OrfA
ERS227112_01998	Transposase
ERS227112_02003	tolerance protein
ERS227112_02005	Aspartate ammonia-lyase
ERS227112_02008	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter (By similarity)
ERS227112_02009	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)
ERS227112_02011	Uncharacterized protein YjeJ
ERS227112_02012	ABC transporter
ERS227112_02013	secretion protein
ERS227112_02014	NA
ERS227112_02015	NA
ERS227112_02016	NA
ERS227112_02017	Outer membrane usher protein
ERS227112_02018	Pfam:Pili_assembly_C
ERS227112_02019	type 1 fimbrial protein
ERS227112_02020	Transposase
ERS227112_02021	Trans_reg_C
ERS227112_02023	Involved in peptide bond synthesis. Alleviates ribosome stalling that occurs when 3 or more consecutive Pro residues or the sequence PPG is present in a protein, possibly by augmenting the peptidyl transferase activity of the ribosome. Modification of Lys-34 is required for alleviation (By similarity)
ERS227112_02024	Entericidin EcnA/B family
ERS227112_02025	Entericidin B
ERS227112_02028	Seems to be involved in the anchoring of the catalytic components of the fumarate reductase complex to the cytoplasmic membrane (By similarity)
ERS227112_02033	Inner membrane transporter yjeM
ERS227112_02035	Phosphatidylserine decarboxylase proenzyme
ERS227112_02036	May play a role in 30S ribosomal subunit biogenesis. Unusual circulary permuted GTPase that catalyzes rapid hydrolysis of GTP with a slow catalytic turnover (By similarity)
ERS227112_02037	3'-to-5' exoribonuclease specific for small oligoribonucleotides (By similarity)
ERS227112_02038	PBPb
ERS227112_02044	UPF0079 ATP-binding protein
ERS227112_02048	RNA chaperone that binds small regulatory RNA (sRNAs) and mRNAs to facilitate mRNA translational regulation in response to envelope stress, environmental stress and changes in metabolite concentrations. Also binds with high specificity to tRNAs (By similarity)
ERS227112_02051	hflC protein
ERS227112_02056	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs (By similarity)
ERS227112_02059	UPF0379 protein yjfN
ERS227112_02065	PTS system L-ascorbate-specific transporter subunit IIB
ERS227112_02067	Catalyzes the decarboxylation of 3-keto-L-gulonate-6-P into L-xylulose-5-P. Is involved in the anaerobic L-ascorbate utilization (By similarity)
ERS227112_02068	L-xylulose 5-phosphate 3-epimerase
ERS227112_02069	L-ribulose-5-phosphate 4-epimerase
ERS227112_02070	Major Facilitator Superfamily
ERS227112_02071	UPF0379 protein yjfY
ERS227112_02072	Binds together with S18 to 16S ribosomal RNA (By similarity)
ERS227112_02073	Binds single-stranded DNA at the primosome assembly site (PAS) (By similarity)
ERS227112_02074	Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit (By similarity)
ERS227112_02078	D-alanine D-serine glycine permease
ERS227112_02079	Di-iron-containing protein involved in the repair of iron-sulfur clusters damaged by oxidative and nitrosative stress conditions (By similarity)
ERS227112_02081	AraC family transcriptional regulator
ERS227112_02083	Transcriptional regulator
ERS227112_02084	bifunctional 2',3'-cyclic nucleotide 2'-phosphodiesterase 3'-nucleotidase periplasmic
ERS227112_02085	3'(2'),5'-bisphosphate nucleotidase
ERS227112_02087	Protein of unknown function (DUF1107)
ERS227112_02088	inner membrane protein YtfL
ERS227112_02090	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine (By similarity)
ERS227112_02091	surface antigen
ERS227112_02092	exported protein
ERS227112_02093	AIG2 family
ERS227112_02094	NA
ERS227112_02096	NA
ERS227112_02097	pyrophosphate phospho-hydrolase
ERS227112_02111	cytoplasmic protein
ERS227112_02112	membrane
ERS227112_02115	Pyridoxal phosphate-dependent enzyme
ERS227112_02116	4-hydroxy-2-oxoglutarate aldolase
ERS227112_02118	transcriptional antiterminator
ERS227112_02119	Bifunctional antitoxin transcriptional repressor RelB
ERS227112_02134	aspartate transcarbamylase
ERS227112_02136	SIS domain
ERS227112_02137	Phosphorylates fructoselysine to yield fructoselysine 6- phosphate
ERS227112_02138	amidohydrolase
ERS227112_02139	c4-dicarboxylate anaerobic carrier
ERS227112_02140	Transcriptional regulator
ERS227112_02144	acetyltransferase
ERS227112_02145	amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner (By similarity)
ERS227112_02146	dna polymerase iii, chi subunit
ERS227112_02147	Presumably involved in the processing and regular turnover of intracellular proteins. Catalyzes the removal of unsubstituted N-terminal amino acids from various peptides (By similarity)
ERS227112_02148	permease YjgP YjgQ family protein
ERS227112_02149	permease YjgP YjgQ family protein
ERS227112_02159	myo-inositol catabolism protein
ERS227112_02170	integrase family
ERS227112_02171	NA
ERS227112_02172	NA
ERS227112_02173	NA
ERS227112_02174	phage polarity suppression protein
ERS227112_02175	transcriptional activator, Ogr delta
ERS227112_02185	Transposase
ERS227112_02186	Protein of unknown function (DUF796)
ERS227112_02187	NA
ERS227112_02188	NA
ERS227112_02191	xylan 1,4-beta-xylosidase EC 3.2.1.37
ERS227112_02192	Glycoside-pentoside-hexuronide
ERS227112_02193	Xylose Isomerase
ERS227112_02194	Maltoporin
ERS227112_02203	Transcriptional regulator
ERS227112_02214	Acetyltransferase (GNAT) family
ERS227112_02218	NA
ERS227112_02223	(ABC) transporter
ERS227112_02251	4-hydroxyphenylacetate 3-monooxygenase reductase
ERS227112_02268	endoribonuclease L-PSP
ERS227112_02269	Symporter
ERS227112_02275	Major Facilitator Superfamily
ERS227112_02276	GntR Family Transcriptional Regulator
ERS227112_02277	Alcohol dehydrogenase GroES domain protein
ERS227112_02280	system, IIa component
ERS227112_02281	iib component
ERS227112_02282	PTS System
ERS227112_02283	IID component
ERS227112_02284	SIS domain
ERS227112_02285	SIS domain
ERS227112_02286	Transposase
ERS227112_02287	Phosphoglycerol transferase I
ERS227112_02289	dna replication protein
ERS227112_02290	it is also involved in inducing stable DNA replication during SOS response. It forms, in concert with DnaB protein and other prepriming proteins DnaC, N, N', N'' a prepriming protein complex on the specific site of the template DNA recognized by protein N' (By similarity)
ERS227112_02292	Inner membrane protein yjjP
ERS227112_02294	AraC family transcriptional regulator
ERS227112_02295	regulator
