STM_MW00581	citrate carrier protein
ENC_02930	Pfam:DUF1813
ENC_02940	DNA-binding protein
ENC_02950	acetyltransferase
ENC_03000	Fimbrial protein
ENC_03020	outer membrane usher protein
ENC_03030	Fimbrial
ENC_03040	NA
ENC_03050	Outer membrane lipoprotein Blc
ENC_03060	Transcriptional regulator
ENC_03070	5-hydroxyisourate hydrolase
ENC_03080	Conserved protein
ENC_03090	SMC domain protein
ENC_03100	Protein of unknown function (DUF796)
ENC_03110	Protein of unknown function (DUF1493)
ENC_03160	AtP-binding protein
ENC_03190	cell wall organization
ENC_03200	receptor
ENC_03210	putative enzyme
ENC_03220	Fimbrial protein
ENC_03230	fimbrillin MatB
ENC_03250	Transcriptional regulator
ENC_03260	Fimbrial protein
ENC_03270	pili assembly chaperone
ENC_03280	outer membrane usher protein
ENC_03290	NA
ENC_03300	HTH_LUXR
ENC_03320	Diguanylate phosphodiesterase
ENC_03340	drug resistance transporter EmrB QacA
ENC_03350	Tet-R family transcriptional regulator
ENC_03360	acetyltransferase
ENC_03370	TetR family transcriptional regulator
ENC_03400	Resistance protein
ENC_03410	RND efflux system, outer membrane lipoprotein
ENC_03420	drug resistance transporter, Bcr CflA
ENC_03430	Uncharacterized protein YicS
ENC_03440	Transcriptional regulator
ENC_03450	Phosphotransferase system, lactose cellobiose-specific IIB subunit
ENC_03460	PTS system, lactose cellobiose family IIC
ENC_03470	beta-glucosidase EC 3.2.1.21
ENC_03480	phosphotransferase system PTS, lactose cellobiose-specific IIA subunit
ENC_03490	Maltoporin
ENC_03500	inner membrane transporter YicL
ENC_03510	Involved in the efflux of purine ribonucleosides, such as guanosine, adenosine and especially inosine. Involved in the resistance to 6-mercaptopurine (By similarity)
ENC_03520	NA
ENC_03530	Protein of unknown function (DUF1198)
ENC_03540	Transcriptional regulator
ENC_03560	sugar phosphate antiporter
ENC_03570	transporter
ENC_03580	sensory histidine kinase UhpB
ENC_03590	response regulator
ENC_03600	Acetolactate synthase, small subunit
ENC_03610	acetolactate synthase
ENC_03620	Transcriptional regulator
ENC_03630	this blockage is overcome by subsequent expression of antitoxin HigA. Overexpression causes cleavage of a number of mRNAs in a translation-dependent fashion, suggesting this is an mRNA interferase
ENC_03650	Gcn5-related n-acetyltransferase
ENC_03660	membrAne
ENC_03670	Multidrug resistance protein D
ENC_03690	DNA-binding transcriptional regulator DsdC
ENC_03700	Gluconate transporter
ENC_03710	D-serine deaminase
ENC_03720	Inner membrane protein yidG
ENC_03730	Inner membrane protein YidH
ENC_03740	glycoside hydrolase family protein
ENC_03750	pts system
ENC_03770	transport protein
ENC_03780	Associates with aggregated proteins, together with IbpA, to stabilize and protect them from irreversible denaturation and extensive proteolysis during heat shock and oxidative stress. Aggregated proteins bound to the IbpAB complex are more efficiently refolded and reactivated by the ATP-dependent chaperone systems ClpB and DnaK DnaJ GrpE. Its activity is ATP- independent (By similarity)
ENC_03790	Heat shock protein
ENC_03800	conserved outer membrane protein
ENC_03810	ATP GTP-binding protein
ENC_03820	transporter
ENC_03830	Catalyzes the dehydration of D-galactonate to 2-keto-3- deoxy-D-galactonate (By similarity)
ENC_03860	2-oxo-3-deoxygalactonate kinase
ENC_03870	Transcriptional regulator
ENC_03880	hydrolase
ENC_03890	alcohol dehydrogenase
ENC_03900	LysR family transcriptional regulator
ENC_03920	it is required for DNA replication and normal SOS inducibility. RecF binds preferentially to single-stranded, linear DNA. It also seems to bind ATP (By similarity)
ENC_03970	Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34 (By similarity)
ENC_03980	Multidrug resistance protein MdtL
ENC_04000	phosphopantetheinyl transferase
ENC_04010	NAD(P)H-dependent FMN reductase
ENC_04020	Xanthine uracil
ENC_04060	Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system (By similarity)
ENC_04070	phosphate ABC transporter, permease
ENC_04080	Binding-protein-dependent transport system inner membrane component
ENC_04090	Part of the ABC transporter complex PstSACB involved in phosphate import (By similarity)
ENC_04110	Fimbrial
ENC_04120	Outer membrane usher protein
ENC_04130	fimbrial chaperone
ENC_04140	Fimbrial protein
ENC_04170	Produces ATP from ADP in the presence of a proton gradient across the membrane (By similarity)
ENC_04180	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits (By similarity)
ENC_04190	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex (By similarity)
ENC_04200	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit (By similarity)
ENC_04210	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity)
ENC_04220	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity)
ENC_04230	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity)
ENC_04240	it plays a direct role in the translocation of protons across the membrane (By similarity)
ENC_04250	Produces ATP from ADP in the presence of a proton gradient across the membrane. Subunit I associates with the membrane and may be involved with cation translocation
ENC_04270	NAD-binding protein involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34 (By similarity)
ENC_04280	Flavodoxin
ENC_04290	transcriptional regulator AsnC
ENC_04300	asparagine synthetase A
ENC_04310	VWA domain protein interacting with AAA ATPase
ENC_04320	Functions as an ATPase. May play a role in metal insertion (metal-chelatase) or as a chaperone (By similarity)
ENC_04330	transport of potassium into the cell
ENC_04340	Catalyzes the interconversion of beta-pyran and beta- furan forms of D-ribose (By similarity)
ENC_04350	Part of the ABC transporter complex RbsABCD involved in ribose import. Responsible for energy coupling to the transport system (By similarity)
ENC_04360	Ribose ABC transporter permease
ENC_04370	D-ribose transporter subunit RbsB
ENC_04380	ribokinase (EC 2.7.1.15)
ENC_04390	Is the main repressor of the genes involved in the de novo synthesis of purine nucleotides, regulating purB, purC, purEK, purF, purHD, purL, purMN and guaBA expression. PurR is allosterically activated to bind its cognate DNA by binding the purine corepressors, hypoxanthine or guanine, thereby effecting transcription repression (By similarity)
ENC_04400	multidrug resistance protein mdtD
ENC_04410	transcriptional regulator
ENC_04440	Malate synthase
ENC_04450	Isocitrate lyase
ENC_04460	Bifunctional enzyme which can phosphorylate or dephosphorylate isocitrate dehydrogenase (IDH) on a specific serine residue. This is a regulatory mechanism which enables bacteria to bypass the Krebs cycle via the glyoxylate shunt in response to the source of carbon. When bacteria are grown on glucose, IDH is fully active and unphosphorylated, but when grown on acetate or ethanol, the activity of IDH declines drastically concomitant with its phosphorylation (By similarity)
ENC_04470	Transcriptional regulator
ENC_04490	sodium-dependent inorganic phosphate (Pi) transporter
ENC_04500	Transcriptional regulator
ENC_04510	addiction module killer protein
ENC_04520	Pseudouridine synthase
ENC_04530	Conserved protein
ENC_04540	Bile acid sodium symporter
ENC_04550	Aspartokinase
ENC_04560	Phosphohexose isomerase
ENC_04570	Exopolysaccharide production protein YjbE
ENC_04590	extracellular polysaccharide metabolic process
ENC_04600	(LipO)protein
ENC_04610	Protein PsiE homolog
ENC_04620	transporter, permease
ENC_04630	Maltose transporter membrane protein
ENC_04640	maltose ABC transporter periplasmic protein
ENC_04650	(ABC) transporter
ENC_04660	Involved in the transport of maltose and maltodextrins (By similarity)
ENC_04670	maltose operon periplasmic protein
ENC_04680	NA
ENC_04690	PGAP1-like protein
ENC_04700	Removes the pyruvyl group from chorismate, with concomitant aromatization of the ring, to provide 4- hydroxybenzoate (4HB) for the ubiquinone pathway (By similarity)
ENC_04730	Diacylglycerol kinase
ENC_04750	DNA-damage-inducible protein F
ENC_04760	CsbD family
ENC_04770	Zinc uptake regulation protein
ENC_04800	Catalyzes the synthesis of dihydrouridine, a modified base found in the D-loop of most tRNAs (By similarity)
ENC_04810	phage shock protein G
ENC_04820	alcohol dehydrogenase
ENC_04840	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids (By similarity)
ENC_04860	class B acid phosphatase
ENC_04870	UPF0047 protein yjbQ
ENC_04880	Pfam:DUF419
ENC_04890	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate (By similarity)
ENC_04910	membrAne
ENC_04940	domain protein
ENC_04950	DNA-binding transcriptional regulator SoxS
ENC_04970	Glutathione S-transferase
ENC_04980	Xanthine uracil vitamin C permease
ENC_04990	Na H antiporter
ENC_05000	LysR family transcriptional regulator
ENC_05010	LrgA family
ENC_05020	LrgB family
ENC_05030	solute symporter
ENC_05040	Inner membrane protein yjcH
ENC_05050	Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. AcsA undergoes a two-step reaction. In the first half reaction, AcsA combines acetate with ATP to form acetyl-adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA (By similarity)
ENC_05060	Responsible for the transport of dicarboxylates such as succinate, fumarate, and malate from the periplasm across the membrane (By similarity)
ENC_05070	Sel1 domain-containing protein
ENC_05080	formate dehydrogenase, alpha subunit
ENC_05100	Two component transcriptional regulator, winged helix family
ENC_05110	PfkB domain protein
ENC_05120	Aldolase
ENC_05130	Protein of unknown function (DUF1498)
ENC_05150	transport system, permease
ENC_05160	Part of the ABC transporter complex RbsABCD involved in ribose import. Responsible for energy coupling to the transport system (By similarity)
ENC_05170	Histidine kinase
ENC_05180	D-allose kinase
ENC_05190	allulose-6-phosphate 3-epimerase
ENC_05210	D-allose transporter ATP-binding protein
ENC_05220	D-allose transporter subunit
ENC_05230	Transcriptional regulator RpiR
ENC_05240	ribose-5-phosphate isomerase B
ENC_05250	Escherichia coli IMT2125 genomic chromosome, IMT2125
ENC_05260	carbon-phosphorus lyase complex accessory protein
ENC_05270	Escherichia coli uses a different mechanism of phosphonate catabolism where PhnO is not essential and seems to play a regulatory role
ENC_05280	Catalyzes the phosphorylation of ribose 1,5-bisphosphate to 5-phospho-D-ribosyl alpha-1-diphosphate (PRPP) (By similarity)
ENC_05290	phosphonate metabolism protein PhnM
ENC_05300	phosphonate C-P lyase system protein PhnL
ENC_05310	phosphonate C-P lyase system protein PhnK
ENC_05320	Phosphonate metabolism
ENC_05330	Phosphonate metabolism
ENC_05340	Carbon-phosphorus lyase complex subunit
ENC_05350	Phosphonate C-P lyase system protein PhnG
ENC_05360	Transcriptional regulator
ENC_05370	Phosphonate ABC transporter
ENC_05380	Periplasmic binding protein component of Pn transporter
ENC_05390	Phosphonate ABC transporter
ENC_05400	phnB protein
ENC_05410	Alkylphosphonate utilization operon protein PhnA
ENC_05420	vimentin
ENC_05430	NA
ENC_05440	The 2-keto-3-deoxygluconate permease transports the degraded pectin products into the bacterial cell, where they serve as carbon and energy sources. This is a hydrogen coupled transport system (By similarity)
ENC_05450	proline glycine betaine transporter
ENC_05460	high-affinity nickel-transporter
ENC_05470	(LipO)protein
ENC_05480	Cytoplasmic alpha-amylase
ENC_05490	it directly binds FlhC, thus inhibiting the binding of the FlhC FlhD complex to class 2 promoters, resulting in decreased expression of class 2 flagellar operons. As a chaperone, effects FliD transition to the membrane by preventing its premature polymerization, and by directing it to the export apparatus (By similarity)
ENC_05500	Flagellar biosynthesis repressor of class 3a and 3b operons (RflA activity)
ENC_05510	flagellar hook-associated
ENC_05540	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)
ENC_05550	flagella biosynthesis protein FliZ
ENC_05560	Cystine transporter subunit
ENC_05570	Pyridoxal-phosphate dependent enzyme
ENC_05580	(ABC) transporter
ENC_05590	abc transporter atp-binding protein
ENC_05610	Transcriptional
ENC_05620	cytoplasmic protein
ENC_05660	quinone oxidoreductase
ENC_05670	DJ-1/PfpI family
ENC_05680	NAD dependent epimerase/dehydratase family
ENC_05690	merR family transcriptional Regulator
ENC_05700	Non-heme chloroperoxidase
ENC_05720	abc transporter atp-binding protein
ENC_05730	(ABC) transporter
ENC_05740	(ABC) transporter
ENC_05750	ABC transporter substrate-binding protein
ENC_05760	yecA family
ENC_05770	tyrosine-specific transport protein
ENC_05780	Protein of unknown function (DUF2492)
ENC_05790	ferritin
ENC_05800	(Lipo)protein
ENC_05810	isomerase
ENC_05820	multidrug resistance protein mdtD
ENC_05840	ferritin-like protein
ENC_05850	ThiJ PfpI domain-containing protein
ENC_05860	L-arabinose-binding periplasmic protein
ENC_05870	Part of the ABC transporter complex RbsABCD involved in ribose import. Responsible for energy coupling to the transport system (By similarity)
ENC_05890	L-arabinose transporter permease
ENC_05910	Catalyzes the transfer of glucose from UDP-glucose to glucose-6-phosphate to form alpha,alpha-1,1 trehalose-6-phosphate. Acts with retention of the anomeric configuration of the UDP-sugar donor
ENC_05920	Universal stress protein
ENC_05940	Functions in complex with FlhC as a master transcriptional regulator that regulates transcription of several flagellar and non-flagellar operons by binding to their promoter region. Activates expression of class 2 flagellar genes, including fliA, which is a flagellum-specific sigma factor that turns on the class 3 genes. Also regulates genes whose products function in a variety of physiological pathways (By similarity)
ENC_05950	Functions in complex with FlhD as a master transcriptional regulator that regulates transcription of several flagellar and non-flagellar operons by binding to their promoter region (By similarity)
ENC_05960	flagellar motor protein MotA
ENC_05970	flagellar motor protein
ENC_05980	CheA Signal Transduction Histidine Kinase
ENC_05990	Chemotaxis protein cheW
ENC_06000	sodium dicarboxylate symporter
ENC_06020	spore coat U domain protein
ENC_06030	spore coat U domain-containing protein
ENC_06040	chaperone
ENC_06050	outer membrane usher protein
ENC_06090	methyl-accepting chemotaxis
ENC_06100	Methylation of the membrane-bound methyl-accepting chemotaxis proteins (MCP) to form gamma-glutamyl methyl ester residues in MCP (By similarity)
ENC_06110	catalyzes the demethylation of specific methylglutamate residues introduced into the chemoreceptors (methyl-accepting chemotaxis proteins) by CheR (By similarity)
ENC_06120	Chemotaxis protein chey
ENC_06130	Plays an important role in bacterial chemotaxis signal transduction pathway by accelerating the dephosphorylation of phosphorylated CheY (CheY-P) (By similarity)
ENC_06150	Flagellar biosynthesis protein flha
ENC_06160	Flagellar protein flhE
ENC_06170	Oligogalacturonide transporter
ENC_06200	YecM protein
ENC_06220	Catalyzes the conversion of 5-hydroxyuridine (ho5U) to 5-methoxyuridine (mo5U) at position 34 in tRNA (By similarity)
ENC_06230	Catalyzes the conversion of 5-methoxyuridine (mo5U) to uridine-5-oxyacetic acid (cmo5U) at position 34 in tRNA. May also participate in the methylation of uridine-5-oxyacetic acid (cmo5U) to uridine-5-oxyacetic acid methyl ester (mcmo5U) (By similarity)
ENC_06240	Inner membrane protein yecN
ENC_06250	Conserved protein
ENC_06260	Conserved protein
ENC_06270	Isochorismatase
ENC_06300	dATP pyrophosphohydrolase
ENC_06310	transcriptional regulatory protein
ENC_06320	Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group (By similarity)
ENC_06330	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB (By similarity)
ENC_06360	High-affinity zinc uptake system membrane protein
ENC_06380	Pfam:SBP_bac_9
ENC_06390	peptidase
ENC_06410	Pyruvate kinase
ENC_06420	DNA-binding transcriptional regulator HexR
ENC_06430	glucose-6-phosphate 1-dehydrogenase
ENC_06440	Phosphogluconate dehydratase
ENC_06450	Aldolase
ENC_06460	Catalyzes two reactions the first one is the production of beta-formyl glycinamide ribonucleotide (GAR) from formate, ATP and beta GAR
ENC_06470	Inner membrane protein YebE
ENC_06480	Oligopeptidase b
ENC_06500	exodeoxyribonuclease X
ENC_06510	nitrilase cyanide hydratase and apolipoprotein n-acyltransferase
ENC_06530	copper resistance protein
ENC_06540	resistance protein
ENC_06550	exported protein
ENC_06560	VirK protein
ENC_06570	Serine threonine protein phosphatase 1
ENC_06590	Specifically methylates the cytosine at position 1407 (m5C1407) of 16S rRNA (By similarity)
ENC_06620	paraquat-inducible protein A
ENC_06630	GAF domain-containing protein
ENC_06640	may be a structural element that influences the osmotic activation of ProP at a post-translational level (By similarity)
ENC_06650	protease
ENC_06660	Heat shock protein HtpX
ENC_06670	Major Facilitator
ENC_06680	transcriptional regulator
ENC_06690	NA
ENC_06720	Cold shock protein
ENC_06740	methyltransferase
ENC_06750	Probably functions as a manganese efflux pump (By similarity)
ENC_06760	UPF0266 membrane protein
ENC_06770	PTS system mannose-specific transporter subunit IID
ENC_06780	PTS system mannose fructose sorbose family IIC subunit
ENC_06790	pts system
ENC_06820	(EAL) domain protein
ENC_06830	L-serine dehydratase
ENC_06850	synthase component I
ENC_06860	UPF0181 protein
ENC_06870	endoribonuclease L-PSP
ENC_06910	Outer membrane lipoprotein
ENC_06930	Exonuclease involved in the 3' processing of various precursor tRNAs. Initiates hydrolysis at the 3'-terminus of an RNA molecule and releases 5'-mononucleotides (By similarity)
ENC_06950	site-determining protein
ENC_06960	Cell division inhibitor that blocks the formation of polar Z ring septums. Rapidly oscillates between the poles of the cell to destabilize FtsZ filaments that have formed before they mature into polar Z rings. Prevents FtsZ polymerization (By similarity)
ENC_06970	YcgL domain-containing protein
ENC_06980	hydrolase
ENC_06990	UPF0260 protein
ENC_07020	Multifunctional regulator of fatty acid metabolism (By similarity)
ENC_07030	SpoVR family
ENC_07040	Oxidative deamination of D-amino acids (By similarity)
ENC_07050	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids (By similarity)
ENC_07060	Participates in control of cell volume in low-osmolarity conditions (By similarity)
ENC_07070	LD-carboxypeptidase A
ENC_07080	Transglycosylase SLT domain
ENC_07140	Glycoporin
ENC_07150	Catalyzes the NAD-dependent conversion of D-erythrose 4- phosphate to 4-phosphoerythronate (By similarity)
ENC_07160	transcriptional regulator
ENC_07170	NA
ENC_07180	Type VI secretion
ENC_07190	type VI secretion protein, VC_A0114 family
ENC_07200	Type IV VI secretion system protein, DotU family
ENC_07210	Type VI secretion protein IcmF
ENC_07220	Type VI secretion-associated protein, BMA_A0400 family
ENC_07230	type VI secretion-associated protein, ImpA family
ENC_07240	Type VI secretion protein, VC_A0107 family
ENC_07260	type VI secretion system
ENC_07270	NA
ENC_07290	FHA Domain-Containing protein
ENC_07300	protein serine threonine phosphatase
ENC_07340	Type VI secretion system
ENC_07350	type VI secretion protein
ENC_07360	type VI secretion protein, VC_A0111 family
ENC_07370	Type VI secretion ATPase, ClpV1 family
ENC_07380	serine- threonine protein kinase
ENC_07410	accessory protein
ENC_07420	Rhs element vgr protein
ENC_07500	GTP-dependent nucleic acid-binding protein engD
ENC_07520	transcription activated by CRP (cyclic AMP receptor protein), a global transcription factor involved in regulation of metabolism in enteric bacteria
ENC_07620	Methylates the class 1 translation termination release factors RF1 PrfA and RF2 PrfB on the glutamine residue of the universally conserved GGQ motif (By similarity)
ENC_07630	transcriptional regulator
ENC_07640	Transcriptional regulator
ENC_07660	Calcium sodium proton antiporter
ENC_07670	Cation transport regulator
ENC_07680	Cation transport protein
ENC_07690	NA
ENC_07710	methyl-accepting chemotaxis protein
ENC_07720	DsrE family
ENC_07730	ANTAR domain-containing protein
ENC_07750	ABC-type nitrate sulfonate bicarbonate transport
ENC_07760	nitrate ABC transporter
ENC_07770	(ABC) transporter
ENC_07780	Nitrite reductase (NAD(P)H) large subunit
ENC_07790	formate dehydrogenase, alpha subunit
ENC_07810	regulatoR
ENC_07840	Nitrite extrusion protein
ENC_07870	nitrate reductase
ENC_07880	nitrate reductase
ENC_07890	Nitrate reductase 2, gamma subunit
ENC_07900	Formyltetrahydrofolate deformylase
ENC_07920	K07001 NTE family protein
ENC_07930	response regulator
ENC_07950	DNA-binding protein H-ns
ENC_07960	thymidine kinase
ENC_07970	alcohol dehydrogenase
ENC_08010	Oligopeptide transporter permease
ENC_08020	Permease protein
ENC_08030	(ABC) transporter
ENC_08060	UPF0263 protein
ENC_08070	Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol (By similarity)
ENC_08080	NA
ENC_08110	transport protein TonB
ENC_08120	acyl-CoA thioester hydrolase
ENC_08150	probably involved in intracellular septation (By similarity)
ENC_08160	UPF0259 membrane protein
ENC_08170	outer membrane protein W
ENC_08180	Redox protein
ENC_08190	membrAne
ENC_08200	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate (By similarity)
ENC_08210	The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine (By similarity)
ENC_08230	Indole-3-glycerol phosphate synthase
ENC_08240	Anthranilate synthase component II
ENC_08250	anthranilate synthase component I
ENC_08270	SUA5 YciO YrdC YwlC family protein
ENC_08280	Pseudouridine synthase
ENC_08290	cob(I)yrinic acid a,c-diamide adenosyltransferase
ENC_08340	Transcriptional regulator
ENC_08350	NA
ENC_08390	Phosphatidylglycerophosphatase B
ENC_08420	Catalyzes the decarboxylation of orotidine 5'- monophosphate (OMP) to uridine 5'-monophosphate (UMP) (By similarity)
ENC_08430	translation initiation factor, Sui1
ENC_08440	Transcriptional regulator
ENC_08480	Diguanylate cyclase phosphodiesterase
ENC_08520	oxidoreductase
ENC_08550	Diguanylate cyclase
ENC_08560	Bacterial regulatory helix-turn-helix proteins, AraC family
ENC_08570	endoribonuclease L-PSP
ENC_08580	Transcriptional Regulator TetR family
ENC_08590	peptide transport system atp-binding protein
ENC_08600	Peptide ABC transporter ATP-binding protein
ENC_08610	peptide transport system, permease
ENC_08640	psp operon transcriptional activator
ENC_08650	Phage shock protein A
ENC_08660	phage shock protein B
ENC_08670	phage shock protein C
ENC_08680	Peripheral inner membrane phage-shock protein
ENC_08710	(ABC) transporter
ENC_08720	Inner membrane ABC transporter permease protein ycjO
ENC_08730	Inner membrane ABC transporter permease protein YcjP
ENC_08740	Zinc-type alcohol dehydrogenase-like
ENC_08750	transient receptor potential locus
ENC_08770	hydrolase
ENC_08780	beta-phosphoglucomutase
ENC_08790	(ABC) transporter
ENC_08810	Transcriptional regulator
ENC_08830	UPF0283 membrane protein
ENC_08840	transcriptional regulator TyrR
ENC_08850	Has antioxidant activity. Could remove peroxides or H(2)O(2) (By similarity)
ENC_08860	mandelate racemase muconate lactonizing
ENC_08870	murein peptide amidase A
ENC_08900	Type VI secretion protein, VC_A0107 family
ENC_08910	type VI secretion protein, EvpB VC_A0108 family
ENC_08920	type VI secretion protein
ENC_08930	Type IV VI secretion system protein, DotU family
ENC_08940	Ompa motb domain protein
ENC_08950	type VI secretion system effector, Hcp1 family
ENC_08960	Type VI secretion ATPase, ClpV1 family
ENC_08970	Uncharacterized protein conserved in bacteria (DUF2345)
ENC_09010	NA
ENC_09020	NA
ENC_09050	type VI secretion-associated protein, VC_A0119 family
ENC_09060	type VI secretion protein
ENC_09070	type VI secretion protein, VC_A0111 family
ENC_09090	Type VI secretion system
ENC_09120	NA
ENC_09130	methyl-accepting chemotaxis
ENC_09190	ATP-dependent RNA helicase DbpA
ENC_09200	Required for the thiolation of cytidine in position 32 of tRNA, to form 2-thiocytidine (s(2)C32) (By similarity)
ENC_09220	NA
ENC_09230	Glutathione-dependent formaldehyde-activating GFA
ENC_09240	membrAne
ENC_09260	Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin (By similarity)
ENC_09270	Heat shock protein HslJ
ENC_09290	oxidase) subunit II
ENC_09300	(Ubiquinol oxidase) subunit I
ENC_09310	Cold-Shock Protein
ENC_09320	Transcriptional regulator
ENC_09340	cytoplasmic protein
ENC_09350	membrane
ENC_09360	Alpha beta hydrolase
ENC_09370	virulence
ENC_09380	virulence protein SrfB
ENC_09410	Extracellular solute-binding protein, family 5
ENC_09420	Protein of unknown function (DUF2526)
ENC_09430	Inner membrane protein ydcZ
ENC_09440	N-acetyltransferase
ENC_09450	transcriptional regulator
ENC_09460	alcohol dehydrogenase
ENC_09480	Transcriptional regulator
ENC_09490	TonB-dependent receptor
ENC_09500	receptor
ENC_09510	L-asparagine permease
ENC_09520	LysR family transcriptional regulator
ENC_09530	Cupin 2, conserved barrel domain protein
ENC_09570	amidohydrolase
ENC_09580	monooxygenase
ENC_09590	extracellular solute-binding protein
ENC_09600	Gcn5-related n-acetyltransferase
ENC_09610	amino acid AbC transporter
ENC_09640	Tautomerase pptA
ENC_09650	Lipid A biosynthesis lauroyl
ENC_09660	NA
ENC_09680	Transcriptional Regulator, ArsR family
ENC_09690	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome (By similarity)
ENC_09700	flavin reductase domain protein
ENC_09710	N-hydroxyarylamine O-acetyltransferase
ENC_09720	Inner membrane protein YidI
ENC_09730	Nitrate reductase 2, gamma subunit
ENC_09740	Respiratory nitrate reductase 2 delta chain
ENC_09750	nitrate reductase
ENC_09770	Nitrite extrusion protein
ENC_09780	transcriptional regulator
ENC_09790	methyl viologen resistance protein
ENC_09800	membrAne
ENC_09810	Inner membrane protein YddG
ENC_09820	formate dehydrogenase, alpha subunit
ENC_09850	formate dehydrogenase, beta subunit
ENC_09860	formate dehydrogenase
ENC_09870	CcdB protein
ENC_09880	Polyphosphate
ENC_09890	transport protein AraJ
ENC_09900	pyridine nucleotide-disulfide oxidoreductase
ENC_09910	Transcriptional regulator
ENC_09940	NAD-dependent malic enzyme
ENC_09950	Although this protein associates with the 30S subunit of the ribosome it is not considered to be a bona fide ribosomal protein
ENC_09960	biofilm-dependent modulation protein
ENC_09970	glyoxalase bleomycin resistance protein dioxygenase
ENC_09990	Beta-lactamase domain-containing protein
ENC_10000	LysR family transcriptional regulator
ENC_10010	Osmotically inducible protein
ENC_10020	LysR family transcriptional regulator
ENC_10040	ABC transporter
ENC_10050	(ABC) transporter
ENC_10080	transport system permease
ENC_10090	extracellular solute-binding protein
ENC_10100	D-alanyl-D-alanine dipeptidase
ENC_10110	rpiR family transcriptional regulator
ENC_10120	(Lipo)protein
ENC_10160	sucrose-6-phosphate hydrolase
ENC_10190	Methyl-accepting chemotaxis
ENC_10200	NA
ENC_10220	disulfide isomerase, thiol-disulfide oxidase
ENC_10230	Lipoprotein
ENC_10240	Uncharacterized conserved protein (DUF2132)
ENC_10250	Carboxylyase-like protein
ENC_10260	LysR family transcriptional regulator
