Gene_EGGNOG	Gene_Keio	Pathway	DEG: Synechococcus elongatus PCC 7942	DEG: Mycobacterium tuberculosis H37Rv	DEG: Porphyromonas gingivalis ATCC 33277	DEG: Bacteroides thetaiotaomicron VPI-5482	DEG: Bacteroides fragilis 638R	DEG: Francisella novicida U112	DEG: Acinetobacter baumannii ATCC 17978	DEG: Pseudomonas aeruginosa PAO1	DEG: Shewanella oneidensis MR-1	TraDIS: Klebsiella pneumoniae Ecl8	TraDIS: Klebsiella pneumoniae RH201207	TraDIS: Escherichia coli ST131 EC958	TraDIS: Escherichia coli UPEC ST131 NCTC13441	Keio: Escherichia coli BW25113	TraDIS: Escherichia coli BW25113	TraDIS: Citrobacter rodentium ICC168	TraDIS: Salmonella Typhi Ty2	DEG: Salmonella enterica serovar Typhi	TraDIS: Salmonella Typhimurium A130	TraDIS: Salmonella Typhimurium D23580	TraDIS: Salmonella Typhimurium SL3261	TraDIS: Salmonella Typhimurium SL1344	TraDIS: Salmonella Enteritidis P125109	Symbiont: Secondary endosymbiont of Ctenarytaina eucalypti	Symbiont: Candidatus Moranella endobia PCIT	Symbiont: Secondary endosymbiont of Heteropsylla cubana	Symbiont: Candidatus Baumannia cicadellinicola strain BGSS	Symbiont: Candidatus Baumannia cicadellinicola strain B-GSS	Symbiont: Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	Symbiont: Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus strain 757	Symbiont: Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri strain 675	Symbiont: Candidatus Blochmannia vafer str. BVAF	Symbiont: Candidatus Blochmannia floridanus	Symbiont: Candidatus Blochmannia pennsylvanicus str. BPEN	Symbiont: Candidatus Blochmannia chromaiodes str. 640	Symbiont: Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	Symbiont: Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans	Symbiont: Buchnera aphidicola str. Sg (Schizaphis graminum)	Symbiont: Buchnera aphidicola str. G002 (Myzus persicae)	Symbiont: Buchnera aphidicola str. USDA (Myzus persicae)	Symbiont: Buchnera aphidicola str. F009 (Myzus persicae)	Symbiont: Buchnera aphidicola str. W106 (Myzus persicae)	Symbiont: Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	Symbiont: Buchnera aphidicola str. APS (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. LL01 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. JF98 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. JF99 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. 5A (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	Symbiont: Buchnera aphidicola str. Bp (Baizongia pistaciae)	Symbiont: Buchnera aphidicola BCc	Symbiont: Buchnera aphidicola (Cinara tujafilina)	Symbiont: Sodalis glossinidius str. morsitans	Symbiont: Sodalis praecaptivus strain HS1	Symbiont: Candidatus Sodalis pierantonius str. SOPE	DEG: Haemophilus influenzae Rd KW20	DEG: Vibrio cholerae N16961	DEG: Burkholderia pseudomallei K96243	DEG: Burkholderia thailandensis E264	DEG: Rhodopseudomonas palustris CGA009	DEG: Agrobacterium fabrum str. C58	DEG: Caulobacter crescentus	DEG: Brevundimonas subvibrioides ATCC 15264	DEG: Helicobacter pylori 26695	DEG: Mycoplasma genitalium G37	DEG: Mycoplasma pulmonis UAB CTIP	DEG: Streptococcus agalactiae A909	DEG: Streptococcus pyogenes NZ131	DEG: Streptococcus pyogenes MGAS5448	DEG: Staphylococcus aureus NCTC 8325	DEG: Staphylococcus aureus N315	DEG: Bacillus subtilis 168	Locus: Klebsiella pneumoniae Ecl8	Locus: Klebsiella pneumoniae RH201207	Locus: Escherichia coli ST131 EC958	Locus: Escherichia coli UPEC ST131 NCTC13441	Locus: Escherichia coli BW25113 (Keio)	Locus: Escherichia coli BW25113	Locus: Citrobacter rodentium ICC168	Locus: Salmonella Typhi Ty2	Locus: Salmonella Typhimurium A130	Locus: Salmonella Typhimurium D23580	Locus: Salmonella Typhimurium SL3261	Locus: Salmonella Typhimurium SL1344	Locus: Salmonella Enteritidis P125109	Enterobacteriaceae %essential	Endosymbiont %conserved	Gammaproteobacteria %essential	Gammaproteobacteria (excluding symbionts) %essential	Proteobacteria %essential	Proteobacteria (excluding symbionts) %essential	Bacteria %essential	Bacteria (excluding symbionts) %essential	Enterobacteriaceae: Ancestral essentiality	E. coli + Salmonella + Citrobacter: Ancestral essentiality	Salmonella + Citrobacter: Ancestral essentiality	Klebsiella: Ancestral essentiality	E. coli: Ancestral essentiality	Salmonella: Ancestral essentiality
yihO	yihO	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	N	3.15811973165268	2.43958273449919	3.47205310237635	A/N	3.53263444689745	2.63334124949359	2.65296219040799	2.8628356733017	3.01198362045573	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	-	-	b3876	BW25113_3876	ROD_38891	t3604	STM_MW39811	STMMW_39811	SL3261_3963	SL1344_3963	SEN3804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
csgG	csgG	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	3.10979131561214	3.08000383612701	N	2.85910567943922	2.68176537292127	3.18757084354967	A/N	3.20002325601033	2.81754847794622	2.77088261221344	2.68116539980967	2.61887292938393	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	EC958_1228	NCTC13441_02874	b1037	BW25113_1037	ROD_10951	t1781	STM_MW11471	STMMW_11471	SL3261_1076	SL1344_1076	SEN1909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
speG	speG	Arginine and proline metabolism / Metabolic pathways	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.10811279425345	2.20622739459298	3.16499177333727	3.01320096186993	N	3.02696598743627	2.07819873880391	1.14762377943444	A/N	0.823341574614257	1.57820403331185	2.04448653156674	1.20868766461811	1.28300154105389	P	A	A	A	A	A	A	P	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_21401	ERS227112_05101	EC958_1802	NCTC13441_02300	b1584	BW25113_1584	ROD_14791	t1423	STM_MW15021	STMMW_15021	SL3261_1432	SL1344_1432	SEN1548	0.0	14.7	11.1	5.0	9.8	3.7	8.1	2.5	0	0	0	0	0	0
csrA	csrA	Two-component system	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	1.17445651042779	-0.122215073809675	1.20361992297022	-0.047492933066798	E	-4.5	1.56144585624805	-4.5	E	-4.5	-0.417139173368095	-0.484354659639943	0.120868140993456	0.348029233833042	P	P	P	P	P	P	P	P	P	P	P	P	A	A	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_36611	ERS227112_01633	EC958_2961	NCTC13441_01081	b2696	BW25113_2696	ROD_31181	t2727	STM_MW27881	STMMW_27881	SL3261_2806	SL1344_2806	SEN2667	64.3	94.1	79.6	55.0	70.5	40.7	58.1	27.5	1	1	0	0	1	1
coq7	-	-	A/N	A/N	A/N	A/N	A/N	E	E	E	A/N	A	A	A	A	A	A	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	E	E	A/N	A/N	E	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	0.0	5.6	15.0	11.5	25.9	9.5	17.5	0	0	0	0	0	0
yhcN	yhcN	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.6261175278774	1.9930594309337	0.884469232190709	1.39980949783964	N	0.388776119560208	2.41612727172855	2.74067814348927	A/N	2.4362754965304	2.3838722102445	2.58110953269772	2.09810112151601	1.93613433771486	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_42871	ERS227112_00960	EC958_3630	NCTC13441_00461	b3238	BW25113_3238	ROD_45851	t3276	STM_MW33591	STMMW_33591	SL3261_3333	SL1344_3333	SEN3194	0.0	8.8	5.6	0.0	4.9	0.0	4.1	0.0	0	0	0	0	0	0
mngB	mngB	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	3.43900031272785	3.26532973614206	N	3.17590764921203	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	EC958_0846	NCTC13441_03264	b0732	BW25113_0732	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
-	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-4.5	-4.5	A	A	A	A	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_13671	ERS227112_03238A	-	-	-	-	-	-	-	-	-	-	-	14.3	0.0	3.7	10.0	3.3	7.4	2.7	5.0	0	0	0	1	0	0
mliC	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	A	A	A	3.29770049120486	A/N	4.14762460321017	3.2510797773258	3.29748878539277	3.48532904118012	3.3506217584894	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	-	-	-	-	-	t1123	STM_MW12561	STMMW_12561	SL3261_1185	SL1344_1185	SEN1802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
alpA	alpA	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	1.94424517759619	1.61399896975997	2.74046456488898	N	3.41526065562993	2.69366918380971	0.780519053619259	A/N	A	A	A	A	2.6716549032271	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	ERS227112_02621	EC958_4991	NCTC13441_01353	b2624	BW25113_2624	ROD_20611	t2651	-	-	-	-	SEN1998	0.0	0.0	1.9	5.0	1.6	3.7	1.4	2.5	0	0	0	0	0	0
sciA	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	A	A	1.64266292186309	1.3701141865029	A/N	1.83053814548077	2.01090834378696	2.2416373155969	2.30630720024189	1.26196605809744	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	-	-	-	-	ROD_27841	t2599	STM_MW02641	STMMW_02641	SL3261_0260	SL1344_0260	SEN0267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ttrS	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	A	A	A	1.41321777010576	A/N	1.81100141902046	1.84849482037912	2.29148980016145	2.18889285131063	1.47362373910424	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	-	-	-	-	-	t1254	STM_MW13911	STMMW_13911	SL3261_1320	SL1344_1320	SEN1659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
rafA	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.3210655896104	2.1295707330417	A	A	A	A	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_48361	ERS227112_00379	-	-	-	-	-	-	-	-	-	-	-	0.0	5.9	3.7	0.0	3.3	0.0	2.7	0.0	0	0	0	0	0	0
dnaJ	dnaJ	-	A/N	A/N	E	A/N	A/N	A/N	E	A/N	E	2.22170540491869	-0.260201999909148	2.16093064575754	1.92718331988353	N	2.47114220855469	0.0819903277574436	0.520426604099169	A/N	0.665568681103716	1.38112125350431	2.00813433931151	1.90271344192871	1.39741131273044	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A	P	P	P	P	P	P	P	P	P	A/N	A/N	A/N	E	A/N	E	A/N	A/N	A/N	E	E	E	E	E	E	E	A/N	BN373_04971	ERS227112_02351	EC958_0147	NCTC13441_03977	b0015	BW25113_0015	ROD_00111	t0013	STM_MW00121	STMMW_00121	SL3261_0013	SL1344_0013	SEN0012	7.1	97.1	66.7	15.0	62.3	18.5	62.2	32.5	0	0	0	0	0	0
sspB	sspB	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.51233361304729	1.86105815863869	2.28627231035654	1.86662685188424	N	2.10641725422472	1.75559134656204	2.64945772403824	A/N	2.23380749610447	2.11722808623905	2.55513747002889	2.18510246129156	2.06375159393744	P	P	P	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	E	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_42771	ERS227112_00970	EC958_3620	NCTC13441_00471	b3228	BW25113_3228	ROD_45951	t3258	STM_MW33401	STMMW_33401	SL3261_3313	SL1344_3313	SEN3174	0.0	17.6	14.8	10.0	13.1	7.4	10.8	5.0	0	0	0	0	0	0
hupD	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	A	A	A	1.69563079913807	A/N	2.46759142667551	2.27435014646567	2.02805846832026	1.88514655151892	1.87577558973439	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	-	-	-	-	-	t1455	STM_MW15351	STMMW_15351	SL3261_1465	SL1344_1465	SEN1516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ycjF	ycjF	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.0565948556773	1.8271397528785	2.41972069870688	2.16446841836668	N	1.93101703483749	2.18066332719138	1.28695027928507	A/N	1.28007927549192	2.00163510432574	2.30488475205332	2.23774973451373	1.28076808139349	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_19291	ERS227112_05357	EC958_1653	NCTC13441_02443	b1322	BW25113_1322	ROD_16801	t1589	STM_MW16791	STMMW_16791	SL3261_1614	SL1344_1614	SEN1349	0.0	8.8	7.4	5.0	6.6	3.7	5.4	2.5	0	0	0	0	0	0
ynjB	ynjB	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.02812933356398	0.888521578065768	1.84892117541672	1.67846076232994	N	0.664248256520429	1.88787855973017	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_18391	ERS227112_05517	EC958_1975	NCTC13441_02126	b1754	BW25113_1754	ROD_13051	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
yebE	yebE	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.07422254304589	1.57659140072548	2.06261196429019	1.92496752493931	N	1.99730336068862	1.87236337777443	1.57548766413586	A/N	0.804385017482456	2.27943839008807	2.37417200542681	2.33067895269049	1.73986570723143	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_29481	ERS227112_04299	EC958_2066	NCTC13441_02039	b1846	BW25113_1846	ROD_18851	t0997	STM_MW18611	STMMW_18611	SL3261_1814	SL1344_1814	SEN1123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
cobZ	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	A	A	1.90945539297576	2.0566744181603	A/N	2.09365601234933	1.96496828402518	2.35902590445745	2.37030264098706	1.70818519601612	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	-	-	-	-	ROD_06891	t2184	STM_MW07491	STMMW_07491	SL3261_0673	SL1344_0673	SEN0655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
flgM	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	A	A	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	8.8	5.6	0.0	4.9	0.0	4.1	0.0	0	0	0	0	0	0
dgoD	dgoD	Galactose metabolism / Metabolic pathways / Microbial metabolism in diverse environments	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.99900699811901	3.87210379260146	2.37334154327522	2.30523953360582	N	1.97583396740216	2.33593790386934	A	A/N	2.43730732100796	2.24436025062714	2.37777260313883	2.36228375899012	2.22664182687097	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_47391	ERS227112_00480	EC958_4165	NCTC13441_04824	b4478	BW25113_4478	ROD_40331	-	STM_MW38121	STMMW_38121	SL3261_3794	SL1344_3794	SEN3644	0.0	2.9	1.9	0.0	1.6	0.0	1.4	0.0	0	0	0	0	0	0
eutB	eutB	Glycerophospholipid metabolism / Metabolic pathways	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.16468811069411	2.0094118021395	2.53344254519435	2.42606948115216	N	1.74860528617808	2.4287232051461	1.81874538369465	A/N	2.94859363508637	2.90582029153971	2.64043561303325	2.83622788336948	1.85225405087563	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_34431	ERS227112_03795	EC958_2766	NCTC13441_01280	b2441	BW25113_2441	ROD_23981	t0400	STM_MW24771	STMMW_24771	SL3261_2421	SL1344_2421	SEN2438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
treC	treC	Starch and sucrose metabolism	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.27903910961599	2.29974496679282	1.88786605390351	1.65017372675865	N	1.95343629916203	1.85629771435994	0.534742884756803	A/N	2.31143558019824	2.27436501429832	2.23553825262095	2.09974422351466	1.76673427265907	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	A/N	E	A/N	A/N	A/N	A/N	BN373_02621	ERS227112_02127	EC958_4732	NCTC13441_04208	b4239	BW25113_4239	ROD_33101	t4488	STM_MW43991	STMMW_43981	SL3261_4384	SL1344_4384	SEN4204	0.0	0.0	1.9	5.0	1.6	3.7	4.1	7.5	0	0	0	0	0	0
gspK	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.1670588499828	2.1416539365355	2.09986691702758	2.20833322137328	A	A	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_06431	ERS227112_02494	EC958_3346	NCTC13441_00750	-	-	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
sorM	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	1.77078300685715	2.34891620394654	1.92006299524182	2.24950007904785	A	A	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_00101	ERS227112_01873	EC958_4471	NCTC13441_04471	-	-	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
hyfF	hyfF	-	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	N	1.92168510426469	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	-	-	b2486	BW25113_2486	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	1.4	2.5	0	0	0	0	0	0
nuoC	nuoC	Oxidative phosphorylation / Metabolic pathways	E	E	A/N	A/N	A/N	E	E	A/N	A/N	2.28613019019734	2.00342590651436	1.50331352133539	1.3329571456266	N	1.86044250843054	2.07696435442045	1.32283221065307	A/N	1.62481642956598	2.27508156935831	2.18285165556406	1.86540684410724	1.6085957976572	P	P	A	P	P	P	P	P	P	P	P	P	A	A	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A/N	A/N	E	E	E	A/N	E	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_32871	ERS227112_03902	EC958_2621	NCTC13441_01425	b2286	BW25113_2286	ROD_26881	t0538	STM_MW23481	STMMW_23481	SL3261_2295	SL1344_2295	SEN2308	0.0	91.2	61.1	10.0	62.3	25.9	54.1	22.5	0	0	0	0	0	0
bglX	bglX	Cyanoamino acid metabolism / Starch and sucrose metabolism / Metabolic pathways / Biosynthesis of secondary metabolites	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.23680982353445	2.08413377724445	2.25165682286895	2.15565208344321	N	2.18912137012916	1.9992442137359	1.80848391185392	A/N	1.96827554689218	2.27661706708575	2.30642731337492	2.27263728695615	1.85086299395462	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	A/N	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_31721	ERS227112_04010	EC958_2469	NCTC13441_01576	b2132	BW25113_2132	ROD_22511	t0689	STM_MW21981	STMMW_21981	SL3261_2144	SL1344_2144	SEN2160	0.0	5.9	3.7	0.0	4.9	3.7	4.1	2.5	0	0	0	0	0	0
lptD	lptD	-	A/N	A/N	A/N	A/N	A/N	A/N	E	A/N	E	-0.888836942773674	-2.80132318761602	-3.34819588782274	-4.5	E	-2.26582609817791	-2.68085925334129	-4.5	E	-2.21607426405979	-1.11761464046648	-3.16818949228338	-3.22897162111159	-0.964379344276064	P	P	P	A	A	A	P	P	P	P	P	P	P	P	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	E	E	E	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_05381	ERS227112_02387	EC958_0190	NCTC13441_03934	b0054	BW25113_0054	ROD_00611	t0096	STM_MW00981	STMMW_00981	SL3261_0094	SL1344_0094	SEN0095	100.0	41.2	59.3	90.0	55.7	74.1	45.9	50.0	1	1	1	1	1	1
uspG	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.2968607249385	1.96917267042835	A	A	A	A	2.61323855784114	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_12311	ERS227112_03092	-	-	-	-	ROD_06221	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
