HI# (TIGR)	result	SWISS-Prot name	accno	length	gene name	synonyms
HI1429	nd	PUR5_HAEIN	P43848	344	purM	 
HI1430	nd	YDFG_HAEIN	P45200	252	 	 
HI1431	e1	TRPB_HAEIN	P43760	397	trpB	 
HI1432	e1	TRPA_HAEIN	P43759	268	trpA	 
HI1433	e1	USG_HAEIN	P45201	317	usg	 
HI1434	nd	YBAK_HAEIN	P45202	158	 	 
HI1434.1	nd	CSPD_HAEIN	P46449	72	cspD	 
HI1435	*non	YQCB_HAEIN	P44197	239	 	 
HI1436	e	YQCC_HAEIN	Q57152	106	 	 
HI1437	nd	EX7S_HAEIN	P43914	84	xseB	 
HI1438	e1	ISPA_HAEIN	P45204	295	ispA	 
HI1439	e	DXS_HAEIN	P45205	625	dxs	 
HI1440	e1	SSPB_HAEIN	P45206	150	sspB	 
HI1441	non	SSPA_HAEIN	P45207	212	sspA	 
HI1442	e	RS9_HAEIN	P44388	130	rpsI;	rps9
HI1443	e	RL13_HAEIN	P44387	142	rplM;	rpl13
HI1444	nd	METF_HAEIN	P45208	292	metF	 
HI1445	nd	BID1_HAEIN	P45209	242	bioD-A	 
HI1446	nd	YCGL_HAEIN	P44198	107	 	 
HI1447	nd	GCH1_HAEIN	P43866	218	folE	 
HI1448	e1	MOEA_HAEIN	P45210	404	moeA;	chlE
HI1449	e	MOEB_HAEIN	P45211	243	moeB;	chlN
HI1450	e1	YCIU_HAEIN	P44199	107	 	 
HI1451	e1	Deleted	 	 	 	 
HI1452	se	YBJE_HAEIN	P44201	195	 	 
HI1453	e	YE53_HAEIN	Q57127	156	 	 
HI1454	nd	YE54_HAEIN	P44202	213	 	 
HI1455	nd	YE55_HAEIN	P45213	353	 	 
HI1456	e1	YE56_HAEIN	P44203	168	 	 
HI1457	e	YE57_HAEIN	Q57201	178	 	 
HI1458	nd	YE58_HAEIN	P44204	80	 	 
HI1459	e	YE59_HAEIN	P45215	194	 	 
HI1460	nd	Deleted	 	 	 	 
HI1462	e	YE62_HAEIN	P45217	454	 	 
HI1463	e	MRSA_HAEIN	P45164	445	mrsA-B	 
HI1464	e1	DHPS_HAEIN	P43776	275	folP-B	 
HI1465	nd	FTH2_HAEIN	P45219	381	ftsH-B	 
HI1466	nd	YE66_HAEIN	P45220	181	 	 
HI1467	nd	YE67_HAEIN	P45221	589	 	 
HI1468	e	RS15_HAEIN	P44389	89	rpsO-B;	rps15-B
HI1469	e	YE69_HAEIN	P44205	115	 	 
HI1470	e	YE70_HAEIN	Q57399	253	 	 
HI1471	e	YE71_HAEIN	Q57130	337	 	 
HI1472	nd	YE72_HAEIN	P44206	351	 	 
HI1473	nd	MODD_HAEIN	Q57278	281	modD	 
HI1474	e1	YE74_HAEIN	Q57213	199	 	 
HI1475	*non	YE75_HAEIN	Q57380	119	 	 
HI1476	e	YE76_HAEIN	P44207	239	 	 
HI1478	e	TRA_HAEIN	O05069	687	 	 
HI1479	nd	YE79_HAEIN	P44208	90	 	 
HI1480	e1	YE80_HAEIN	P44209	156	 	 
HI1481	*non	VPB_HAEIN	P96343	287	 	 
HI1482	se	YE82_HAEIN	P44210	105	 	 
HI1483	se	VGAM_HAEIN	O05070	169	 	 
HI1484	*non	YE84_HAEIN	P44211	53	 	 
HI1485	se	YE85_HAEIN	P44212	73	 	 
HI1486	non	YE86_HAEIN	P44213	57	 	 
HI1487	e	YE87_HAEIN	P44214	186	 	 
HI1488	nd	VG16_HAEIN	P71387	185	 	 
HI1489	nd	YE89_HAEIN	P44215	184	 	 
HI1490	nd	YE90_HAEIN	P44216	71	 	 
HI1491	nd	VPC_HAEIN	P71388	72	 	 
HI1492	e2	YE92_HAEIN	P44217	168	 	 
HI1493	*non	YE93_HAEIN	P44218	94	 	 
HI1494	e	YE94_HAEIN	O05071	116	 	 
HI1495	nd	YE95_HAEIN	P44219	86	 	 
HI1496	nd	YE96_HAEIN	P44220	84	 	 
HI1497	nd	YE97_HAEIN	P44221	75	 	 
HI1498	nd	YE98_HAEIN	P44222	139	 	 
HI1499	nd	VG27_HAEIN	P44223	189	 	 
HI1500	nd	VG28_HAEIN	P44224	508	 	 
HI1501	*non	VG29_HAEIN	P44225	520	 	 
HI1502	*non	VPF_HAEIN	P44226	414	 	 
HI1503	nd	VPG1_HAEIN	O05072	146	 	 
HI1504	nd	VPI_HAEIN	O05073	355	 	 
HI1505	e	VPT_HAEIN	P44227	308	 	 
HI1506	nd	VG35_HAEIN	P44228	85	 	 
HI1507	nd	YF07_HAEIN	P44229	38	 	 
HI1508	nd	VG36_HAEIN	P44230	141	 	 
HI1509	nd	VG37_HAEIN	P44231	194	 	 
HI1510	nd	VG38_HAEIN	P44232	63	 	 
HI1511	e	VPL_HAEIN	P44233	487	 	 
HI1512	nd	VPM_HAEIN	P44234	118	 	 
HI1513	nd	VG41_HAEIN	P44235	127	 	 
HI1514	nd	VG42_HAEIN	P44236	631	 	 
HI1515	nd	VPN_HAEIN	P71389	455	 	 
HI1517	nd	Deleted	 	 	 	 
HI1518	nd	VG45_HAEIN	P44238	182	 	 
HI1519	nd	VG46_HAEIN	P44239	135	 	 
HI1520	e2	VG47_HAEIN	P44240	355	 	 
HI1521	e	VG48_HAEIN	P44241	168	 	 
HI1522	e2	VPS_HAEIN	P44242	623	 	 
HI1522.1	nd	VCOM_HAEIN	P71390	39	 	 
HI1523	nd	YF23_HAEIN	P44243	296	 	 
HI1524	e1	YF24_HAEIN	P44244	50	 	 
HI1525	*non	YF25_HAEIN	P71391	245	 	 
HI1526	*non	RFAE_HAEIN	O05074	476	rfaE;	waaE
HI1527	*non	HTRB_HAEIN	P45239	311	htrB;	waaM
HI1528	e	PARE_HAEIN	P43703	632	parE	 
HI1529	non	PARC_HAEIN	P43702	747	parC	 
HI1530	non	GLTS_HAEIN	P45240	404	gltS	 
HI1531	e1	RIMK_HAEIN	P45241	302	rimK	 
HI1532	non	GLRX_HAEIN	P45242	87	grxA;	grx
HI1533	*non	FABB_HAEIN	P43710	406	fabB	 
HI1534	e1	YF34_HAEIN	P44245	180	 	 
HI1535	e	YF35_HAEIN	P44246	390	 	 
HI1536	nd	YF36_HAEIN	P44247	115	 	 
HI1537	non	LIA1_HAEIN	P71392	267	licA	 
HI1538	non	LICB_HAEIN	P14182	292	licB	 
HI1539	non	LICC_HAEIN	P14183	233	licC	 
HI1540	non	LICD_HAEIN	P14184	265	licD	 
HI1541	nd	SPPA_HAEIN	P45243	615	sppA	 
HI1542	e1	YDJA_HAEIN	P45244	184	 	 
HI1543	non	YCDY_HAEIN	P44248	184	 	 
HI1544	non	YF44_HAEIN	P45245	202	 	 
HI1545	non	YGJU_HAEIN	P45246	414	 	 
HI1546	se	YF46_HAEIN	P44249	140	 	 
HI1547	nd	AROG_HAEIN	P44303	362	aroG	 
HI1548	e1	LOLE_HAEIN	P44250	416	lolE	 
HI1549	e	LOLD_HAEIN	P45247	227	lolD	 
HI1550	e1	BID2_HAEIN	P45248	191	bioD-B	 
HI1551	*non	BIOC_HAEIN	P45249	260	bioC	 
HI1552	e	YF52_HAEIN	P44251	215	 	 
HI1553	nd	BIOF_HAEIN	P44422	380	bioF	 
HI1554	e1	BIOA_HAEIN	P44426	430	bioA	 
HI1555	e	LOLC_HAEIN	P44252	393	lolC	 
HI1556	e	YF56_HAEIN	P45250	315	 	 
HI1557	nd	KDSA_HAEIN	P45251	284	kdsA	 
HI1558	e2	YCHA_HAEIN	P45252	267	 	 
HI1559	e1	HEMK_HAEIN	P45253	292	hemK	 
HI1560	non	YF60_HAEIN	P44253	156	 	 
HI1561	e	RF1_HAEIN	P43917	361	prfA	 
HI1562	se	YF62_HAEIN	P44254	52	 	 
HI1563	non	YFCM_HAEIN	P44255	178	 	 
HI1564	nd	YF64_HAEIN	P44256	50	 	 
HI1565/HI1567	e	HGP4_HAEIN	Q57408	999	 	 
HI1566	nd	Deleted	 	 	 	 
HI1568	e	VPG2_HAEIN	P45255	138	 	 
HI1569	se	YF69_HAEIN	P44258	50	 	 
HI1570	se	YF70_HAEIN	P44259	169	 	 
HI1571	nd	YF71_HAEIN	P44260	79	 	 
HI1572	*non	YF72_HAEIN	P46495	366	 	 
HI1573	e1	KPYK_HAEIN	P43924	478	pykA	 
HI1574	e	DNAB_HAEIN	P45256	504	dnaB	 
HI1575	e	ALR_HAEIN	P45257	360	alr	 
HI1576	e2	G6PI_HAEIN	P44312	563	pgi	 
HI1577	*non	YF77_HAEIN	Q57070	72	 	 
HI1578	non	YF78_HAEIN	Q57287	323	 	lpp
HI1579	nd	PCP_HAEIN	P10325	155	pcp;	 
HI1581/HI1582	*non	YECM_HAEIN	P44262	191	 	 
HI1583	e2	SYR_HAEIN	P43832	577	argS	 
HI1584	nd	ILVH_HAEIN	P45260	163	ilvH	 
HI1585	non	ILVI_HAEIN	P45261	573	ilvI	 
HI1586	*non	YF86_HAEIN	P44263	519	 	 
HI1587	non	HNS_HAEIN	P43841	134	hns	 
HI1588	e1	PURU_HAEIN	Q03432	278	purU	 
HI1589	nd	AROA_HAEIN	Q03421	432	aroA	lplA
HI1590	e2	YCAJ_HAEIN	P45262	446	 	 
HI1591	e1	LOLA_HAEIN	P45263	205	lolA;	 
HI1592	e2	FTSK_HAEIN	P45264	529	ftsK	 
HI1593	nd	YF93_HAEIN	P44264	51	 	 
HI1594	nd	YF94_HAEIN	P44265	223	 	 
HI1595	nd	YF95_HAEIN	P44266	107	 	sms
HI1596	nd	LRP_HAEIN	P45265	166	lrp	 
HI1597	e1	RADA_HAEIN	P45266	458	radA;	 
HI1598	*non	YGIF_HAEIN	P45267	352	 	 
HI1599	*non	YF99_HAEIN	P44267	238	 	 
HI1600	non	YG00_HAEIN	P44268	317	 	 
HI1601	nd	YG01_HAEIN	P44269	95	 	 
HI1602	non	YG02_HAEIN	P44270	151	 	 
HI1603	e	YG03_HAEIN	P44271	226	 	 
HI1604	e	YG04_HAEIN	P45268	420	 	 
HI1605	e	YGIM_HAEIN	P44272	203	 	 
HI1606	e	CCA_HAEIN	P45269	416	cca	 
HI1607	e	LOLB_HAEIN	P45270	209	lolB;	hemM
HI1608	e	ISPE_HAEIN	P45271	313	ispE	 
HI1609	e	KPRS_HAEIN	P44328	315	prsA	 
HI1610	e	SYY_HAEIN	P43836	401	tyrS	 
HI1611	nd	SFSA_HAEIN	P46457	238	sfsA	 
HI1612	e	NORM_HAEIN	P45272	464	norM	 
HI1613	e	RISA_HAEIN	P45273	204	ribE;	ribC
HI1614	e1	AMPN_HAEIN	P45274	869	pepN	 
HI1615	nd	PUR6_HAEIN	P43849	164	purE	 
HI1616	e	PURK_HAEIN	P43850	362	purK	 
HI1617	e	AAT_HAEIN	P44425	396	aspC	 
HI1618	e	YG18_HAEIN	P45275	217	 	 
HI1619	e	Deleted	 	 	 	 
HI1620	e	YG20_HAEIN	P44273	167	 	 
HI1621	e1	YG21_HAEIN	P44274	206	 	 
HI1622	nd	YG22_HAEIN	P44275	161	 	 
HI1623	*non	ZNTR_HAEIN	P45277	135	zntR	 
HI1624	non	YG24_HAEIN	P44276	227	 	 
HI1625	non	YG25_HAEIN	P44277	165	 	 
HI1626	e1	YG26_HAEIN	P44278	238	 	 
HI1627	e	YG27_HAEIN	P71394	116	 	 
HI1628	e	YHCB_HAEIN	P45279	134	 	 
HI1629	e	YG29_HAEIN	P45280	212	 	 
HI1630	e	RL25_HAEIN	P45281	95	rplY;	rpl25
HI1631	e	YG31_HAEIN	P44279	190	 	 
HI1632	e1	YG32_HAEIN	Q57525	121	 	 
HI1633	non	PURA_HAEIN	P45283	432	purA	 
HI1634	e	DAPD_HAEIN	P45284	275	dapD	 
HI1635	e	PURR_HAEIN	P46456	336	purR	 
HI1636	e	CAPP_HAEIN	P43920	879	ppc	 
HI1637	e1	YCJX_HAEIN	P44280	470	 	 
HI1638	nd	SAPA_HAEIN	P45285	565	sapA	 
HI1639	non	SAPB_HAEIN	P45286	321	sapB	 
HI1640	non	SAPC_HAEIN	P45287	295	sapC	 
HI1641	*non	SAPD_HAEIN	P45288	349	sapD	 
HI1642	e2	SAPF_HAEIN	P45289	269	sapF	 
HI1643	e	YEIH_HAEIN	P45290	338	 	 
HI1644	e1	TRUA_HAEIN	P45291	269	truA;	hisT
HI1645	e1	F16P_HAEIN	P45292	333	fbp	 
HI1646	e1	KCY2_HAEIN	P43893	222	cmkB	 
HI1647	non	YG47_HAEIN	P45293	291	 	 
HI1648	non	YG48_HAEIN	P45294	175	 	 
HI1649	non	LDHD_HAEIN	P45295	564	dld	 
HI1650	nd	YG50_HAEIN	P44281	36	 	 
HI1651	e	YG51_HAEIN	P44282	92	 	 
HI1652	nd	NLPC_HAEIN	P45296	183	nlpC	 
HI1653	e1	TLDD_HAEIN	P45297	482	tldD	 
HI1654	e	YRAL_HAEIN	P45298	283	 	 
HI1655	e1	YRAM_HAEIN	P45299	575	 	 
HI1656	nd	YRAN_HAEIN	P45300	119	 	 
HI1657	nd	YRAO_HAEIN	P52606	194	 	 
HI1658	e1	YRAP_HAEIN	P45301	193	 	 
HI1659	e1	RIR1_HAEIN	P43754	756	nrdA	 
HI1660	e	RIR2_HAEIN	P43755	376	nrdB	 
HI1661	nd	ODO2_HAEIN	P45302	409	sucB	 
HI1662	e2	ODO1_HAEIN	P45303	935	sucA	 
HI1663	nd	YCBL_HAEIN	Q57544	212	 	 
HI1664	e	YG64_HAEIN	P45305	251	 	 
HI1665	non	YG65_HAEIN	P44283	40	 	 
HI1666	*non	YCBK_HAEIN	P44284	127	 	 
HI1667	*non	YCBB_HAEIN	P44285	489	 	 
HI1668	non	PRC_HAEIN	P45306	695	prc	 
HI1669/HI1670	nd	PROQ_HAEIN	P44286	209	proQ	 
HI1671	non	YEBS_HAEIN	P44287	416	 	 
HI1672	non	YEBT_HAEIN	P44288	881	 	 
HI1673	nd	MOAE_HAEIN	P45308	150	moaE	 
HI1674	nd	MOAD_HAEIN	P45309	81	moaD	 
HI1675	non	MOAC_HAEIN	P45310	160	moaC	 
HI1676	non	MOAA_HAEIN	P45311	337	moaA	 
HI1677	*non	YTFE_HAEIN	P45312	223	 	 
HI1678	nd	YRBH_HAEIN	P45313	337	 	 
HI1679	nd	YRBI_HAEIN	P45314	180	 	 
HI1680	e2	YCCS_HAEIN	P44289	718	 	 
HI1681	non	YG81_HAEIN	P44290	221	 	 
HI1682	e	SOHB_HAEIN	P45315	353	sohB	 
HI1684	e1	YDGM_HAEIN	P71396	193	 	 
HI1685	e2	 	 	 	tolA	 
HI1686	e1	YDGO_HAEIN	Q57288	358	 	 
HI1687	nd	YDGP_HAEIN	P44291	207	 	 
HI1688	e	YDGQ_HAEIN	Q57020	235	 	 
HI1689	e	END3_HAEIN	P44319	211	nth	 
HI1690	e	YG90_HAEIN	P45320	457	 	 
HI1691	e	MODC_HAEIN	P45321	351	modC	 
HI1692	nd	MODB_HAEIN	P45322	229	modB	 
HI1693	nd	MODA_HAEIN	P45323	254	modA	 
HI1694	nd	MODE_HAEIN	P45324	255	modE	 
HI1695	e	YG95_HAEIN	Q48215	267	 	 
HI1696	e1	YG96_HAEIN	Q48214	294	 	 
HI1697	e	LSG4_HAEIN	P71398	257	 	 
HI1698	e	YG98_HAEIN	O05083	353	 	 
HI1699	e2	LST_HAEIN	Q48211	304	lst	 
HI1700	e	LSG1_HAEIN	P71399	401	 	 
HI1701	e	YH01_HAEIN	P44292	247	 	 
HI1702	non	METE_HAEIN	P45331	756	metE	 
HI1703	e	YJGQ_HAEIN	P45332	358	 	 
HI1704	e	YJGP_HAEIN	P45333	372	 	 
HI1705	e	AMPA_HAEIN	P45334	491	pepA	 
HI1706	nd	YH06_HAEIN	P45335	669	 	 
HI1707	non	YGIY_HAEIN	P45336	451	 	 
HI1708	e	YGIX_HAEIN	P45337	221	 	 
HI1709	nd	YGIW_HAEIN	P44293	121	 	 
HI1710	nd	YH10_HAEIN	P44294	46	 	 
HI1711	non	PTGA_HAEIN	P45338	166	crr	 
HI1712	non	PT1_HAEIN	P43922	575	ptsI	 
HI1713	nd	PTHP_HAEIN	P43921	85	ptsH	 
HI1714	nd	YJEQ_HAEIN	P45339	346	 	 
HI1715	e	ORN_HAEIN	P45340	182	orn	 
HI1716	non	RFE_HAEIN	P45341	355	rfe	 
HI1717	nd	YH17_HAEIN	P44295	32	 	 
HI1718	e	YH18_HAEIN	P44296	261	 	 
HI1719	e2	GLND_HAEIN	P43919	863	glnD	 
HI1720	e1	YH20_HAEIN	Q57066	188	 	 
HI1721	e	YH21_HAEIN	O05086	216	 	 
HI1722	e	AMPM_HAEIN	P44421	268	map	 
HI1723	non	YADR_HAEIN	P45344	114	 	 
HI1724	non	YACL_HAEIN	P44297	117	 	 
HI1725	e	PBPB_HAEIN	P45345	781	mrcB;	ponB
HI1726	e	PUR7_HAEIN	P43851	306	purC	 
HI1727	non	ASSY_HAEIN	P44315	444	argG	 
HI1728	e1	YH28_HAEIN	O05087	397	 	 
HI1729	nd	YBGL_HAEIN	P45347	257	 	 
HI1730	nd	YBGK_HAEIN	P44298	309	 	 
HI1731	e	YBGJ_HAEIN	P44299	213	 	 
HI1732	nd	Pseudogene	 	 	 	 
HI1733	e	RNB_HAEIN	P44440	659	rnb	 
HI1734	e	FABI_HAEIN	P44432	262	fabI;	envM
HI1735	e	RF3_HAEIN	P43928	527	prfC	 
HI1736	non	YH36_HAEIN	P44300	77	 	 
HI1737	e	YH37_HAEIN	P44301	109	 	 
HI1738	e	YH38_HAEIN	P44302	244	 	 
HI1739	*non	METR_HAEIN	P45349	309	metR	 
HI1739.1	non	LLDD_HAEIN	P46454	381	lldD	 
HI1740	*non	RECG_HAEIN	P43809	693	recG	 
HI1741	e2	SPOT_HAEIN	P43811	677	spoT	 
HI1742	e	RPOZ_HAEIN	P43740	88	rpoZ	 
HI1743	e	KGUA_HAEIN	P44310	208	gmk	 
HI0128	 	Deleted	 	 	 	 
HI0130	 	Deleted	 	 	 	 
HI0148.1	 	Y14A_HAEIN	O86220	68	 	 
HI0165	 	Deleted	 	 	 	 
HI0169	 	Deleted	 	 	 	 
HI0187.1	 	TATB_HAEIN	P57047	186	tatB	 
HI0213.1	 	Y21A_HAEIN	O86221	63	 	 
HI0220.2	 	Y22A_HAEIN	O86222	214	 	 
HI0221.1	 	Y22B_HAEIN	O86223	163	 	 
HI0247	 	Pseudogene	 	 	 	 
HI0259	 	Deleted	 	 	 	 
HI0260.1	 	Y26A_HAEIN	O86224	241	 	 
HI0265	 	FOLB_HAEIN	P46362	118	folB	 
HI0327	 	Deleted	 	 	 	 
HI0344	 	Pseudogene	 	 	 	 
HI0353	 	Deleted	 	 	 	 
HI0356	 	Deleted	 	 	 	 
HI0363	 	Deleted	 	 	 	 
HI0485.1	 	Y48A_HAEIN	O86225	124	 	 
HI0559.1	 	Y55A_HAEIN	O86226	115	 	 
HI0560	 	Deleted	 	 	 	 
HI0597.1	 	CRCB_HAEIN	P46491	160	crcB	 
HI0601.1	 	Pseudogene	 	 	 	 
HI0602.1	 	Y60A_HAEIN	O86227	174	 	 
HI0620.1	 	YAEE_HAEIN	P46492	198	 	 
HI0657	 	Deleted	 	 	 	 
HI0666.1	 	Y66A_HAEIN	O86228	102	 	 
HI0697	 	Deleted	 	 	 	 
HI0702	 	SURE_HAEIN	P45681	249	surE	 
HI0705	 	Deleted	 	 	 	 
HI0741	 	Deleted	 	 	 	 
HI0805	 	Pseudogene	 	 	 	 
HI0870.1	 	Y87A_HAEIN	O86229	96	 	 
HI0875	 	Pseudogene	 	 	 	 
HI0976.1	 	Y97X_HAEIN	O86230	170	 	 
HI1037.1	 	YA3A_HAEIN	O86232	90	 	 
HI1057	 	Deleted	 	 	 	 
HI1071	 	Deleted	 	 	 	 
HI1072	 	Deleted	 	 	 	 
HI1097	 	Deleted	 	 	 	 
HI1126.1	 	YB2X_HAEIN	O86233	371	 	 
HI1225.1	 	YFGE_HAEIN	O86235	231	 	 
HI1226	 	Deleted	 	 	 	 
HI1271	 	Pseudogene	 	 	 	 
HI1328.1	 	YD2A_HAEIN	O86236	123	 	 
HI1332	 	Deleted	 	 	 	 
HI1388.1	 	YD8A_HAEIN	O86237	128	 	 
HI1417	 	Deleted	 	 	 	 
HI1434.2	 	YOAH_HAEIN	P56507	52	 	 
HI1436.1	 	Pseudogene	 	 	 	 
HI1436.2	 	YE3B_HAEIN	O86239	54	 	 
HI1461	 	Deleted	 	 	 	 
HI1462.1	 	YD39_HAEIN	P71378	129	 	 
HI1462.2	 	SIXA_HAEIN	P44164	164	sixA-B	 
HI1477	 	NER_HAEIN	P46496	89	nlp	 
HI1498.1	 	YE9A_HAEIN	O86242	102	 	 
HI1516	 	Pseudogene	 	 	 	 
HI1564.1	 	YF6A_HAEIN	O86243	59	 	 
HI1580	 	Deleted	 	 	 	 
HI1739.2	 	MURI_HAEIN	P52973	269	murI	 
HI0494/HI0495	 	APHA_HAEIN	P44009	236	aphA;	napA
